Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1940,1,0,0,0,0,0.02316004,0,0,0,0,46,93,6.97684,0.05011443,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.08,1,0,0,0,0,0.02547339,0,0,0,0,46,93,6.951367,0.04993146,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.17,1,0,0,0,0,0.04008269,0,0,0,0,46,93,6.911284,0.04964355,1,188.5732,3,0.8188882,1,0,0,0.1431525,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.25,1,0,0,0,0,0.07189689,0,0,0,0,46,93,6.839387,0.04912711,1,188.5732,3,0.8543969,1,0,0.5283893,0.2567746,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.33,1,0,0.04657932,2.937849,0.2938189,0.1122113,2.64403,0.575565,0.1377833,2.784364,46,93,8.118241,0.05717595,1,166.3743,5.8,0.6573201,1,1.021269,0.8252396,0.4007545,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.42,1,0,0.04657932,3.388745,0.4115437,0.1656708,2.977201,0.87147,0.1024662,2.784364,46,93,10.92977,0.07697726,1,166.949,5.2,0.6509175,1,1.021269,0.964065,0.5916813,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.5,1,0,0.04657932,3.455529,0.4896325,0.1941408,2.965896,0.9975613,0.08917458,2.784364,46,93,13.70153,0.09649845,1,180.7925,3.6,0.6363542,1,1.021269,0.9923627,0.69336,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.58,1,0,0.04657932,3.122951,0.4535093,0.1714212,2.669442,0.810294,0.09881039,2.784364,46,93,16.19954,0.1140917,1,175.081,4.2,0.6114877,1,1.021269,0.9770412,0.6122183,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.67,1,0,0.04657932,2.348038,0.3250488,0.1195775,2.022989,0.4597304,0.1319821,2.784364,46,93,18.10295,0.1274973,1,187.4986,3,0.5720033,1,1.021269,0.8729697,0.4270624,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.75,1,0,0,0,0,0.07957034,0,0,0,0,46,93,18.02338,0.1294614,1,188.4956,3,0.5085632,1,0,0.6455868,0.2841798,1,False,0.9944156,2.1,0.02,1,151.5,fRad,
1940.83,1,0,0,0,0,0.04416757,0,0,0,0,46,93,17.97922,0.1291442,1,188.5732,3,0.6773163,1,0,0.03298431,0.1577413,1,False,0.9944156,2.1,0.02,1,151.5,fTemp,
1940.92,2,0,0,0,0,0.02855093,0,0,0,0,49,99,6.869434,0.04630775,1,188.5732,3,0.654504,1,0,0,0.1019676,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941,2,0,0,0,0,0.02468715,0,0,0,0,49,99,6.844746,0.04614132,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941.08,2,0,0,0,0,0.02715303,0,0,0,0,49,99,6.817593,0.04595828,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941.17,2,0,0,0,0,0.04267245,0,0,0,0,49,99,6.77492,0.04567062,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941.25,2,0,0,0,0,0.07654122,0,0,0,0,49,99,6.698379,0.04515464,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941.33,2,0,0.04964447,3.058006,0.3130769,0.1194927,2.744929,0.5991054,0.1374208,2.966861,49,99,7.988726,0.05280327,1,169.1522,5.2,0.6419228,1,1.021269,0.8252396,0.4003611,1,True,0.9940485,2.1,0.02,1,151.5,fRad,
1941.42,2,0,0.04964447,3.533792,0.4385179,0.1765603,3.095274,0.9087709,0.1021573,2.966861,49,99,10.90744,0.07209516,1,184.342,3,0.6354001,1,1.021269,0.964065,0.5915663,1,True,0.9940485,2.1,0.02,1,151.5,fRad,
1941.5,2,0,0.04964447,3.608503,0.5217248,0.2070734,3.086778,1.041723,0.08887467,2.966861,49,99,13.78715,0.09112922,1,163.865,6,0.6205847,1,1.021269,0.9923627,0.6938004,1,True,0.9940485,2.1,0.02,1,151.5,fRad,
1941.58,2,0,0.04964447,3.260814,0.483234,0.1829292,2.77758,0.8460643,0.09846637,2.966861,49,99,16.3818,0.1082791,1,182.0898,3.4,0.5953559,1,1.021269,0.9770412,0.6129054,1,True,0.9940485,2.1,0.02,1,151.5,fRad,
1941.67,2,0,0.04964447,2.447489,0.3463537,0.127628,2.101135,0.4792023,0.1315103,2.966861,49,99,18.3553,0.1213235,1,185.176,3,0.5554705,1,1.021269,0.8729697,0.4276183,1,True,0.9940485,2.1,0.02,1,151.5,fRad,
1941.75,2,0,0,0,0,0.08492521,0,0,0,0,49,99,18.27038,0.123163,1,187.1949,3,0.4925441,1,0,0.6455868,0.2845424,1,False,0.9940485,2.1,0.02,1,151.5,fRad,
1941.83,2,0,0,0,0,0.04711787,0,0,0,0,49,99,18.22326,0.1228454,1,188.5732,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9940485,2.1,0.02,1,151.5,fTemp,
1941.92,3,0,0,0,0,0.03043903,0,0,0,0,52,105,7.319817,0.04658235,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942,3,0,0,0,0,0.02615997,0,0,0,0,52,105,7.293657,0.04641588,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942.08,3,0,0,0,0,0.02877296,0,0,0,0,52,105,7.264885,0.04623277,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942.17,3,0,0,0,0,0.04521825,0,0,0,0,52,105,7.219666,0.04594501,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942.25,3,0,0,0,0,0.08110761,0,0,0,0,52,105,7.138559,0.04542885,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942.33,3,0,0.05259991,3.169009,0.3316367,0.1266216,2.837373,0.6208526,0.1370732,3.142742,52,105,8.435076,0.05263368,1,174.7596,4.6,0.6264071,1,1.021269,0.8252396,0.4003611,1,True,0.9936946,2.1,0.02,1,151.5,fRad,
1942.42,3,0,0.05259991,3.662667,0.464514,0.1870937,3.198153,0.9419134,0.1018388,3.142742,52,105,11.44614,0.07142227,1,165.4185,5.8,0.6197778,1,1.021269,0.964065,0.5915663,1,True,0.9936946,2.1,0.02,1,151.5,fRad,
1942.5,3,0,0.05259991,3.738949,0.5526536,0.2194272,3.186296,1.079381,0.0885393,3.142742,52,105,14.41301,0.08993512,1,173.9127,3.8,0.6047421,1,1.021269,0.9923627,0.6938004,1,True,0.9936946,2.1,0.02,1,151.5,fRad,
1942.58,3,0,0.05259991,3.374312,0.511881,0.1938426,2.862431,0.875513,0.09806117,3.142742,52,105,17.08159,0.1065867,1,183.1875,3.4,0.5792067,1,1.021269,0.9770412,0.6129054,1,True,0.9936946,2.1,0.02,1,151.5,fRad,
1942.67,3,0,0.05259991,2.526632,0.3668861,0.1352422,2.159746,0.4946979,0.1309445,3.142742,52,105,19.1061,0.1192194,1,182.7073,3.2,0.5390115,1,1.021269,0.8729697,0.4276183,1,True,0.9936946,2.1,0.02,1,151.5,fRad,
1942.75,3,0,0,0,0,0.08999178,0,0,0,0,52,105,19.01611,0.121016,1,187.0099,3,0.4767489,1,0,0.6455868,0.2845424,1,False,0.9936946,2.1,0.02,1,151.5,fRad,
1942.83,3,0,0,0,0,0.04992888,0,0,0,0,52,105,18.96618,0.1206983,1,188.5732,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9936946,2.1,0.02,1,151.5,fTemp,
1942.92,4,0,0,0,0,0.03225499,0,0,0,0,55,112,7.753664,0.04667798,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943,4,0,0,0,0,0.02766376,0,0,0,0,55,112,7.726,0.04651145,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943.08,4,0,0,0,0,0.03042696,0,0,0,0,55,112,7.695573,0.04632827,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943.17,4,0,0,0,0,0.0478176,0,0,0,0,55,112,7.647756,0.0460404,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943.25,4,0,0,0,0,0.08577003,0,0,0,0,55,112,7.561985,0.04552405,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943.33,4,0,0.05561679,3.275834,0.3505731,0.1339004,2.925261,0.641781,0.1367107,3.322193,55,112,8.858359,0.05228956,1,178.1793,3.8,0.6109262,1,1.021269,0.8252396,0.4003611,1,True,0.9933333,2.1,0.02,1,151.5,fRad,
1943.42,4,0,0.05561679,3.78686,0.4910377,0.1978488,3.295822,0.9738515,0.1015069,3.322193,55,112,11.95633,0.07057643,1,182.1329,3.4,0.6042051,1,1.021269,0.964065,0.5915663,1,True,0.9933333,2.1,0.02,1,151.5,fRad,
1943.5,4,0,0.05561679,3.864669,0.5842101,0.2320409,3.280458,1.115674,0.08819052,3.322193,55,112,15.00475,0.0885708,1,172.0501,4.4,0.5889828,1,1.021269,0.9923627,0.6938004,1,True,0.9933333,2.1,0.02,1,151.5,fRad,
1943.58,4,0,0.05561679,3.48336,0.5411094,0.2049856,2.94225,0.903807,0.09764019,3.322193,55,112,17.74202,0.1047285,1,176.7399,4,0.5631993,1,1.021269,0.9770412,0.6129054,1,True,0.9933333,2.1,0.02,1,151.5,fRad,
1943.67,4,0,0.05561679,2.602178,0.3878354,0.1430165,2.214343,0.5094894,0.130357,3.322193,55,112,19.81334,0.1169552,1,186.3111,3,0.5227863,1,1.021269,0.8729697,0.4276183,1,True,0.9933333,2.1,0.02,1,151.5,fRad,
1943.75,4,0,0,0,0,0.09516492,0,0,0,0,55,112,19.71818,0.1187058,1,186.6134,3,0.4613293,1,0,0.6455868,0.2845424,1,False,0.9933333,2.1,0.02,1,151.5,fRad,
1943.83,4,0,0,0,0,0.05279902,0,0,0,0,55,112,19.66538,0.1183879,1,188.5732,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9933333,2.1,0.02,1,151.5,fTemp,
1943.92,5,0,0,0,0,0.03410915,0,0,0,0,58,118,8.195951,0.04678083,1,188.5732,3,0.654504,1,0,0,0.1019861,0.9999999,False,0.9929672,2.1,0.02,1,151.5,fTemp,
