Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1930,1,0,0,0,0,0.0266039,0,0,0,0,46,93,6.973397,0.0500897,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1930.08,1,0,0,0,0,0.02926124,0,0,0,0,46,93,6.944136,0.04987952,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1930.17,1,0,0,0,0,0.0459856,0,0,0,0,46,93,6.89815,0.0495492,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1930.25,1,0,0,0,0,0.08248401,0,0,0,0,46,93,6.815667,0.04895673,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1930.33,1,0,0.04657932,4.304969,0.3836822,0.1287703,3.921287,0.8008782,0.1468544,2.784364,46,93,9.35522,0.06588786,1,173.19,4.8,0.8127384,1,1.021269,0.8801895,0.459894,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.42,1,0,0.04657932,4.808227,0.5368466,0.1902688,4.27138,1.174167,0.1091096,2.784364,46,93,13.43633,0.09463073,1,187.0615,3,0.8083805,1,1.021269,0.9884925,0.6795313,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.5,1,0,0.04657932,4.87149,0.6385149,0.2231509,4.232975,1.335421,0.09507187,2.784364,46,93,17.44616,0.1228715,1,187.8121,3,0.7983225,1,1.021269,0.9999998,0.7969674,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.58,1,0,0.04657932,4.51698,0.5915011,0.1971322,3.925479,1.112902,0.1057938,2.784364,46,93,21.1745,0.1491299,1,183.1685,3.4,0.7806662,1,1.021269,0.9954438,0.7040434,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.67,1,0,0.04657932,3.594863,0.4242894,0.1375372,3.170573,0.6683622,0.1422822,2.784364,46,93,24.20754,0.1704912,1,188.5485,3,0.7513105,1,1.021269,0.9206426,0.4912044,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.75,1,0,0.04657932,2.436108,0.291472,0.09151897,2.144636,0.315682,0.2037645,2.784364,46,93,26.26066,0.1849512,1,188.237,3,0.6926259,1,1.021269,0.7175319,0.3268534,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1930.83,1,0,0,0,0,0.05077619,0,0,0,0,46,93,26.20989,0.1882648,1,188.0555,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9944156,2.3,0.02,1,201.25,fTemp,
1930.92,2,0,0,0,0,0.03280236,0,0,0,0,51,105,6.869434,0.04390283,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931,2,0,0,0,0,0.02992134,0,0,0,0,51,105,6.839513,0.04371161,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931.08,2,0,0,0,0,0.03291004,0,0,0,0,51,105,6.806604,0.04350128,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931.17,2,0,0,0,0,0.05171989,0,0,0,0,51,105,6.754884,0.04317074,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931.25,2,0,0,0,0,0.09276956,0,0,0,0,51,105,6.662115,0.04257785,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931.33,2,0,0.05237534,4.828259,0.4312252,0.1448277,4.397034,0.8982289,0.1468242,3.129381,51,105,9.5061,0.05956995,1,176.8426,4.2,0.8108668,1,1.021269,0.8801895,0.459894,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.42,2,0,0.05237534,5.392738,0.6033685,0.2139948,4.78937,1.316905,0.1090809,3.129381,51,105,14.08147,0.08824153,1,186.9411,3,0.8064799,1,1.021269,0.9884925,0.6795313,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.5,2,0,0.05237534,5.463415,0.7176347,0.2509772,4.74578,1.497686,0.09504113,3.129381,51,105,18.57628,0.1164082,1,186.1784,3.2,0.7963572,1,1.021269,0.9999998,0.7969674,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.58,2,0,0.05237534,5.064982,0.6647953,0.221714,4.400187,1.24792,0.105757,3.129381,51,105,22.75475,0.1425926,1,184.9101,3.2,0.7785947,1,1.021269,0.9954438,0.7040434,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.67,2,0,0.05237534,4.029748,0.4768641,0.1546878,3.552884,0.7492167,0.1422323,3.129381,51,105,26.15295,0.1638874,1,186.5169,3,0.7490834,1,1.021269,0.9206426,0.4912044,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.75,2,0,0.05237534,2.730129,0.327589,0.1029311,2.40254,0.3537826,0.2036849,3.129381,51,105,28.45256,0.1782979,1,188.5586,3,0.6903722,1,1.021269,0.7175319,0.3268534,1,True,0.9937215,2.3,0.02,1,201.25,fRad,
1931.83,2,0,0,0,0,0.05710784,0,0,0,0,51,105,28.39546,0.1814765,1,188.5732,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9937215,2.3,0.02,1,201.25,fTemp,
1931.92,3,0,0,0,0,0.03689273,0,0,0,0,58,117,7.721241,0.0441744,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932,3,0,0,0,0,0.03344965,0,0,0,0,58,117,7.687791,0.04398303,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932.08,3,0,0,0,0,0.03679077,0,0,0,0,58,117,7.651,0.04377255,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932.17,3,0,0,0,0,0.05789074,0,0,0,0,58,117,7.59311,0.04344135,1,188.5732,3,0.7729196,1,0,0,0.164439,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932.25,3,0,0,0,0,0.1038394,0,0,0,0,58,117,7.489272,0.04284727,1,188.5732,3,0.8154093,1,0,0.606814,0.2949565,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932.33,3,0,0.05853679,5.39302,0.4817172,0.1620648,4.911303,1.003294,0.1468226,3.495799,58,117,10.6654,0.05983019,1,174.9825,4.6,0.8088835,1,1.021269,0.8801895,0.4603459,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.42,3,0,0.05853679,6.013294,0.6740166,0.2392755,5.339277,1.468444,0.109056,3.495799,58,117,15.7654,0.08843989,1,185.6934,3,0.8044665,1,1.021269,0.9884925,0.6796634,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.5,3,0,0.05853679,6.08105,0.8016623,0.2803942,5.279388,1.666998,0.09498896,3.495799,58,117,20.7644,0.116483,1,188.4433,3,0.7942768,1,1.021269,0.9999998,0.7964615,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.58,3,0,0.05853679,5.629724,0.742636,0.2475806,4.887088,1.387062,0.1056766,3.495799,58,117,25.4039,0.1425094,1,179.3869,3.6,0.776405,1,1.021269,0.9954438,0.7032541,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.67,3,0,0.05853679,4.474351,0.5326999,0.1727037,3.941651,0.831878,0.1421161,3.495799,58,117,29.17286,0.1636523,1,186.8765,3,0.7467344,1,1.021269,0.9206426,0.4905658,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.75,3,0,0.05853679,3.029423,0.3659462,0.1149221,2.663477,0.3925665,0.2034982,3.495799,58,117,31.72142,0.1779491,1,187.9447,3,0.6880022,1,1.021269,0.7175319,0.3264368,1,True,0.9929838,2.3,0.02,1,201.25,fRad,
1932.83,3,0,0,0,0,0.06379046,0,0,0,0,58,117,31.65763,0.1811181,1,188.5732,3,0.6124218,1,0,0.1217329,0.1811972,1,False,0.9929838,2.3,0.02,1,201.25,fTemp,
1932.92,4,0,0,0,0,0.04123561,0,0,0,0,64,131,8.624617,0.04419585,1,188.5732,3,0.5878136,1,0,0,0.11713,1,False,0.9921634,2.3,0.02,1,201.25,fTemp,
1933,4,0,0,0,0,0.03737596,0,0,0,0,64,131,8.587242,0.04400433,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9921634,2.3,0.02,1,201.25,fTemp,
1933.08,4,0,0,0,0,0.04110927,0,0,0,0,64,131,8.546134,0.04379368,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9921634,2.3,0.02,1,201.25,fTemp,
1933.17,4,0,0,0,0,0.06460541,0,0,0,0,64,131,8.481527,0.04346261,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9921634,2.3,0.02,1,201.25,fTemp,
1933.25,4,0,0,0,0,0.1158822,0,0,0,0,64,131,8.365646,0.04286879,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9921634,2.3,0.02,1,201.25,fTemp,
1933.33,4,0,0.06538963,5.994043,0.5378163,0.1809101,5.456227,1.115106,0.1467577,3.902908,64,131,11.88465,0.05971656,1,169.3977,5,0.8067746,1,1.021269,0.8801895,0.459894,1,True,0.9921634,2.3,0.02,1,201.25,fRad,
1933.42,4,0,0.06538963,6.694964,0.7525104,0.2673096,5.942453,1.634908,0.1090178,3.902908,64,131,17.5598,0.08823233,1,186.2649,3,0.8023264,1,1.021269,0.9884925,0.6795313,1,True,0.9921634,2.3,0.02,1,201.25,fRad,
