Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1940,1,0,0,0,0,0.02316004,0,0,0,0,46,93,6.97684,0.05011443,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.08,1,0,0,0,0,0.02547339,0,0,0,0,46,93,6.951367,0.04993146,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.17,1,0,0,0,0,0.04008269,0,0,0,0,46,93,6.911284,0.04964355,1,188.5732,3,0.8188882,1,0,0,0.1431525,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.25,1,0,0,0,0,0.07189689,0,0,0,0,46,93,6.839387,0.04912711,1,188.5732,3,0.8543969,1,0,0.5283893,0.2567746,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.33,1,0,0.04657932,3.330123,0.2938189,0.1122113,3.036304,0.6524169,0.1395869,2.784364,46,93,8.510516,0.0599387,1,163.7976,6,0.7548417,1,1.021269,0.8252396,0.4007545,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.42,1,0,0.04657932,3.8414,0.4115437,0.1656708,3.429857,0.9878775,0.1041352,2.784364,46,93,11.7747,0.08292802,1,185.8714,3,0.7498834,1,1.021269,0.964065,0.5916813,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.5,1,0,0.04657932,3.931754,0.4896325,0.1941408,3.442121,1.135041,0.09095769,2.784364,46,93,15.02268,0.1058032,1,182.5794,3.2,0.7385317,1,1.021269,0.9923627,0.69336,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.58,1,0,0.04657932,3.59187,0.4535093,0.1714212,3.13836,0.9319614,0.1010019,2.784364,46,93,17.98962,0.126699,1,182.5442,3.2,0.7189025,1,1.021269,0.9770412,0.6122183,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.67,1,0,0.04657932,2.754887,0.3250488,0.1195775,2.429838,0.5393887,0.1351139,2.784364,46,93,20.29987,0.14297,1,188.2751,3,0.6870404,1,1.021269,0.8729697,0.4270624,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.75,1,0,0,0,0,0.07957034,0,0,0,0,46,93,20.2203,0.1452418,1,188.2,3,0.634284,1,0,0.6455868,0.2841798,1,False,0.9944156,2.1,0.02,1,151.5,fRad,
1940.83,1,0,0,0,0,0.04416757,0,0,0,0,46,93,20.17613,0.1449246,1,188.5541,3,0.6773163,1,0,0.03298431,0.1577413,1,False,0.9944156,2.1,0.02,1,151.5,fTemp,
1940.92,2,0,0,0,0,0.02855093,0,0,0,0,49,101,6.869434,0.04563993,1,188.5732,3,0.654504,1,0,0,0.1019676,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941,2,0,0,0,0,0.02505059,0,0,0,0,49,101,6.844384,0.04547349,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941.08,2,0,0,0,0,0.02755277,0,0,0,0,49,101,6.816832,0.04529044,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941.17,2,0,0,0,0,0.04330066,0,0,0,0,49,101,6.77353,0.04500275,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941.25,2,0,0,0,0,0.07766803,0,0,0,0,49,101,6.695863,0.04448674,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941.33,2,0,0.05037382,3.556725,0.3176579,0.1212519,3.239067,0.6968113,0.1394214,3.010274,49,101,8.459055,0.05510577,1,172.1198,4.8,0.7465569,1,1.021269,0.8252396,0.4003611,1,True,0.9939612,2.1,0.02,1,151.5,fRad,
1941.42,2,0,0.05037382,4.110101,0.4449344,0.1791596,3.665167,1.056978,0.1040046,3.010274,49,101,11.94506,0.07781508,1,187.3219,3,0.7415377,1,1.021269,0.964065,0.5915663,1,True,0.9939612,2.1,0.02,1,151.5,fRad,
1941.5,2,0,0.05037382,4.213792,0.5293589,0.2101218,3.684433,1.216461,0.0908442,3.010274,49,101,15.41938,0.1004482,1,179.6208,3.6,0.7300584,1,1.021269,0.9923627,0.6938004,1,True,0.9939612,2.1,0.02,1,151.5,fRad,
1941.58,2,0,0.05037382,3.852381,0.4903049,0.1856223,3.362076,0.9995548,0.1008848,3.010274,49,101,18.59583,0.1211409,1,183.6239,3,0.7102461,1,1.021269,0.9770412,0.6129054,1,True,0.9939612,2.1,0.02,1,151.5,fRad,
1941.67,2,0,0.05037382,2.954261,0.3514217,0.1295069,2.602839,0.5784249,0.1349662,3.010274,49,101,21.06916,0.1372532,1,186.3398,3,0.6781809,1,1.021269,0.8729697,0.4276183,1,True,0.9939612,2.1,0.02,1,151.5,fRad,
1941.75,2,0,0,0,0,0.08617546,0,0,0,0,49,101,20.98298,0.1394091,1,187.786,3,0.6261309,1,0,0.6455868,0.2845424,1,False,0.9939612,2.1,0.02,1,151.5,fRad,
1941.83,2,0,0,0,0,0.04781153,0,0,0,0,49,101,20.93518,0.1390915,1,188.5332,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9939612,2.1,0.02,1,151.5,fTemp,
1941.92,3,0,0,0,0,0.03088714,0,0,0,0,53,109,7.427377,0.04588855,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942,3,0,0,0,0,0.02695085,0,0,0,0,53,109,7.400426,0.04572204,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942.08,3,0,0,0,0,0.02964284,0,0,0,0,53,109,7.370783,0.0455389,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942.17,3,0,0,0,0,0.04658532,0,0,0,0,53,109,7.324199,0.04525109,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942.25,3,0,0,0,0,0.08355971,0,0,0,0,53,109,7.24064,0.04473484,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942.33,3,0,0.05418667,3.785747,0.3415976,0.1304497,3.444149,0.74168,0.1392804,3.237137,53,109,9.097628,0.05511276,1,180.6437,3.4,0.738193,1,1.021269,0.8252396,0.4003611,1,True,0.9935046,2.1,0.02,1,151.5,fRad,
1942.42,3,0,0.05418667,4.375113,0.478466,0.1927501,3.896646,1.12513,0.1038755,3.237137,53,109,12.80152,0.07755068,1,179.3745,3.6,0.7331204,1,1.021269,0.964065,0.5915663,1,True,0.9935046,2.1,0.02,1,151.5,fRad,
1942.5,3,0,0.05418667,4.485079,0.569253,0.2260611,3.915826,1.294778,0.09070954,3.237137,53,109,16.49129,0.09990302,1,176.4126,4,0.7215315,1,1.021269,0.9923627,0.6938004,1,True,0.9935046,2.1,0.02,1,151.5,fRad,
1942.58,3,0,0.05418667,4.098527,0.5272558,0.199703,3.571272,1.063421,0.1007262,3.237137,53,109,19.86286,0.1203278,1,181.0655,3,0.701567,1,1.021269,0.9770412,0.6129054,1,True,0.9935046,2.1,0.02,1,151.5,fRad,
1942.67,3,0,0.05418667,3.140449,0.3779059,0.1393309,2.762543,0.6148793,0.1347547,3.237137,53,109,22.48607,0.136219,1,185.829,3,0.6693482,1,1.021269,0.8729697,0.4276183,1,True,0.9935046,2.1,0.02,1,151.5,fRad,
1942.75,3,0,0,0,0,0.09271248,0,0,0,0,53,109,22.39336,0.1383528,1,187.1045,3,0.6181055,1,0,0.6455868,0.2845424,1,False,0.9935046,2.1,0.02,1,151.5,fRad,
1942.83,3,0,0,0,0,0.05143837,0,0,0,0,53,109,22.34192,0.138035,1,188.5315,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9935046,2.1,0.02,1,151.5,fTemp,
1942.92,4,0,0,0,0,0.03323015,0,0,0,0,57,117,7.986729,0.04593635,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943,4,0,0,0,0,0.02896445,0,0,0,0,57,117,7.957763,0.04576976,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943.08,4,0,0,0,0,0.03185757,0,0,0,0,57,117,7.925906,0.04558653,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943.17,4,0,0,0,0,0.05006588,0,0,0,0,57,117,7.87584,0.04529857,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943.25,4,0,0,0,0,0.08980276,0,0,0,0,57,117,7.786037,0.04478206,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943.33,4,0,0.05822562,4.02457,0.3669409,0.1401961,3.657629,0.7884686,0.1391361,3.477302,57,117,9.738686,0.05492212,1,168.977,5.6,0.729804,1,1.021269,0.8252396,0.4003611,1,True,0.993021,2.1,0.02,1,151.5,fRad,
1943.42,4,0,0.05822562,4.651549,0.5139636,0.2071512,4.137585,1.19622,0.1037434,3.477302,57,117,13.66912,0.07708811,1,183.6512,3.2,0.7246862,1,1.021269,0.964065,0.5915663,1,True,0.993021,2.1,0.02,1,151.5,fRad,
1943.5,4,0,0.05822562,4.768127,0.6114861,0.2429509,4.156641,1.37649,0.09057208,3.477302,57,117,17.58281,0.0991597,1,176.5735,4,0.7130058,1,1.021269,0.9923627,0.6938004,1,True,0.993021,2.1,0.02,1,151.5,fRad,
1943.58,4,0,0.05822562,4.35532,0.5663732,0.2146236,3.788947,1.13005,0.1005647,3.477302,57,117,21.15713,0.1193174,1,169.8729,4.6,0.6929207,1,1.021269,0.9770412,0.6129054,1,True,0.993021,2.1,0.02,1,151.5,fRad,
1943.67,4,0,0.05822562,3.334644,0.4059429,0.1497408,2.928701,0.6529013,0.1345403,3.477302,57,117,23.9361,0.1349896,1,182.5712,3.2,0.6605974,1,1.021269,0.8729697,0.4276183,1,True,0.993021,2.1,0.02,1,151.5,fRad,
1943.75,4,0,0,0,0,0.09963936,0,0,0,0,57,117,23.83646,0.1370974,1,187.5361,3,0.610267,1,0,0.6455868,0.2845424,1,False,0.993021,2.1,0.02,1,151.5,fRad,
1943.83,4,0,0,0,0,0.05528152,0,0,0,0,57,117,23.78117,0.1367795,1,187.683,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.993021,2.1,0.02,1,151.5,fTemp,
1943.92,5,0,0,0,0,0.03571289,0,0,0,0,62,125,8.579353,0.04599313,1,188.5732,3,0.654504,1,0,0,0.1019861,0.9999999,False,0.9925104,2.1,0.02,1,151.5,fTemp,
