Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1900,1,0,0,0,0,0.0266039,0,0,0,0,46,93,6.973397,0.0500897,1,188,3,0.6349207,1,0,0,0.09501394,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1900.08,1,0,0,0,0,0.02926124,0,0,0,0,46,93,6.944136,0.04987952,1,188,3,0.7209705,1,0,0,0.1045044,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1900.17,1,0,0,0,0,0.0459856,0,0,0,0,46,93,6.89815,0.0495492,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1900.25,1,0,0,0,0,0.08248401,0,0,0,0,46,93,6.815667,0.04895673,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1900.33,1,0,0.04657932,4.390134,0.3836822,0.1287703,4.006452,0.816722,0.1471331,2.784364,46,93,9.440386,0.06648768,1,178.7261,4,0.83039,1,1.021269,0.8801895,0.459894,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.42,1,0,0.04657932,4.903101,0.5368466,0.1902688,4.366254,1.197335,0.109375,2.784364,46,93,13.61637,0.09589873,1,185.6203,3.2,0.826336,1,1.021269,0.9884925,0.6795313,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.5,1,0,0.04657932,4.970317,0.6385149,0.2231509,4.331802,1.362513,0.09535701,2.784364,46,93,17.72503,0.1248356,1,180.322,3.6,0.8169609,1,1.021269,0.9999998,0.7969674,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.58,1,0,0.04657932,4.616423,0.5915011,0.1971322,4.024922,1.137403,0.1061372,2.784364,46,93,21.55281,0.1517943,1,180.5664,3.6,0.8004426,1,1.021269,0.9954438,0.7040434,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.67,1,0,0.04657932,3.685584,0.4242894,0.1375372,3.261295,0.6852293,0.1427509,2.784364,46,93,24.67657,0.1737946,1,184.7303,3.2,0.7728081,1,1.021269,0.9206426,0.4912044,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.75,1,0,0.04657932,2.504927,0.291472,0.09151897,2.213455,0.3245998,0.2045253,2.784364,46,93,26.79851,0.1887392,1,182.0639,3.6,0.7148514,1,1.021269,0.7175319,0.3268534,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1900.83,1,0,0,0,0,0.05077619,0,0,0,0,46,93,26.74774,0.1921282,1,183.8946,3.2,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9944156,2.3,0.02,1,201.25,fTemp,
1900.92,2,0,0,0,0,0.03280236,0,0,0,0,52,105,6.869434,0.04375432,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901,2,0,0,0,0,0.03002355,0,0,0,0,52,105,6.83941,0.04356309,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901.08,2,0,0,0,0,0.03302245,0,0,0,0,52,105,6.806387,0.04335275,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901.17,2,0,0,0,0,0.05189655,0,0,0,0,52,105,6.75449,0.0430222,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901.25,2,0,0,0,0,0.09308644,0,0,0,0,52,105,6.661405,0.04242929,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901.33,2,0,0.05255386,4.949811,0.4326889,0.1453224,4.517122,0.9208419,0.1471301,3.140002,52,105,9.620203,0.06008108,1,180.5057,4.2,0.8301947,1,1.021269,0.8801895,0.459894,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.42,2,0,0.05255386,5.528174,0.6054164,0.2147258,4.922758,1.349978,0.1093721,3.140002,52,105,14.32824,0.08948418,1,182.827,3.4,0.826137,1,1.021269,0.9884925,0.6795313,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.5,2,0,0.05255386,5.603921,0.7200705,0.2518345,4.883851,1.536203,0.09535392,3.140002,52,105,18.96025,0.1184125,1,174.3884,4.6,0.8167536,1,1.021269,0.9999998,0.7969674,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.58,2,0,0.05255386,5.20481,0.6670518,0.2224714,4.537758,1.282371,0.1061334,3.140002,52,105,23.27554,0.1453628,1,186.0172,3.2,0.8002212,1,1.021269,0.9954438,0.7040434,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.67,2,0,0.05255386,4.155176,0.4784827,0.1552161,3.676693,0.7725363,0.1427457,3.140002,52,105,26.79701,0.1673554,1,187.7813,3,0.7725649,1,1.021269,0.9206426,0.4912044,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.75,2,0,0.05255386,2.823888,0.3287009,0.1032827,2.495187,0.3659323,0.2045159,3.140002,52,105,29.18892,0.1822936,1,185.0715,3.2,0.7145692,1,1.021269,0.7175319,0.3268534,1,True,0.9937001,2.3,0.02,1,201.25,fRad,
1901.83,2,0,0,0,0,0.05730291,0,0,0,0,52,105,29.13161,0.1855515,1,185.6252,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9937001,2.3,0.02,1,201.25,fTemp,
1901.92,3,0,0,0,0,0.03701875,0,0,0,0,58,118,7.746813,0.04401574,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902,3,0,0,0,0,0.03368307,0,0,0,0,58,118,7.713129,0.04382436,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902.08,3,0,0,0,0,0.0370475,0,0,0,0,58,118,7.676081,0.04361386,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902.17,3,0,0,0,0,0.05822213,0,0,0,0,58,118,7.617859,0.04328306,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902.25,3,0,0,0,0,0.1044326,0,0,0,0,58,118,7.513427,0.0426897,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902.33,3,0,0.05894429,5.547585,0.4850548,0.1630355,5.06253,1.032049,0.1471269,3.52002,58,118,10.82891,0.06032951,1,185.9258,3.2,0.8299857,1,1.021269,0.8801895,0.459894,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.42,3,0,0.05894429,6.195796,0.6786866,0.2408983,5.517109,1.513011,0.109369,3.52002,58,118,16.10512,0.08972408,1,185.0497,3.2,0.825924,1,1.021269,0.9884925,0.6795313,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.5,3,0,0.05894429,6.280645,0.8072166,0.2825302,5.473429,1.721713,0.09535058,3.52002,58,118,21.29602,0.1186434,1,174.5817,4.6,0.8165317,1,1.021269,0.9999998,0.7969674,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.58,3,0,0.05894429,5.833212,0.7477813,0.249588,5.085431,1.437198,0.1061294,3.52002,58,118,26.13187,0.1455846,1,183.4897,3.4,0.7999842,1,1.021269,0.9954438,0.7040434,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.67,3,0,0.05894429,4.656665,0.5363908,0.1741352,4.120274,0.8657739,0.1427402,3.52002,58,118,30.07801,0.1675692,1,184.8191,3.2,0.7723045,1,1.021269,0.9206426,0.4912044,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.75,3,0,0.05894429,3.164466,0.3684817,0.1158717,2.795984,0.4100659,0.2045059,3.52002,58,118,32.75812,0.1825005,1,181.9758,3.4,0.7142672,1,1.021269,0.7175319,0.3268534,1,True,0.9929349,2.3,0.02,1,201.25,fRad,
1902.83,3,0,0,0,0,0.06428746,0,0,0,0,58,118,32.69382,0.1857594,1,187.5479,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9929349,2.3,0.02,1,201.25,fTemp,
1902.92,4,0,0,0,0,0.0415309,0,0,0,0,65,133,8.684689,0.04401656,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903,4,0,0,0,0,0.03779291,0,0,0,0,65,133,8.646894,0.04382501,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903.08,4,0,0,0,0,0.04156787,0,0,0,0,65,133,8.605329,0.04361434,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903.17,4,0,0,0,0,0.06532612,0,0,0,0,65,133,8.540002,0.04328325,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903.25,4,0,0,0,0,0.1171749,0,0,0,0,65,133,8.422829,0.04268938,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903.33,4,0,0.06611713,6.217485,0.5437682,0.1829283,5.673717,1.156675,0.1471232,3.9461,65,133,12.13787,0.06032144,1,185.9258,3.2,0.8297508,1,1.021269,0.8801895,0.459894,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.42,4,0,0.06611713,6.943974,0.7608383,0.2702916,6.183136,1.695716,0.1093655,3.9461,65,133,18.05072,0.08970644,1,173.9254,4.4,0.8256847,1,1.021269,0.9884925,0.6795313,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.5,4,0,0.06611713,7.039012,0.9049262,0.3170032,6.134086,1.929604,0.09534684,3.9461,65,133,23.8678,0.1186155,1,173.2363,5,0.8162824,1,1.021269,0.9999998,0.7969674,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.58,4,0,0.06611713,6.537396,0.8382965,0.2800416,5.6991,1.610696,0.1061249,3.9461,65,133,29.28687,0.1455466,1,186.0406,3.2,0.799718,1,1.021269,0.9954438,0.7040434,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.67,4,0,0.06611713,5.218581,0.6013182,0.1953823,4.617263,0.9702463,0.142734,3.9461,65,133,33.70875,0.167522,1,184.1275,3.2,0.7720121,1,1.021269,0.9206426,0.4912044,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.75,4,0,0.06611713,3.546021,0.4130846,0.1300098,3.132936,0.4595095,0.2044946,3.9461,65,133,36.71168,0.1824456,1,180.1852,3.6,0.7139281,1,1.021269,0.7175319,0.3268534,1,True,0.9920763,2.3,0.02,1,201.25,fRad,
1903.83,4,0,0,0,0,0.07213151,0,0,0,0,65,133,36.63954,0.1857,1,188.4169,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.9920763,2.3,0.02,1,201.25,fTemp,
1903.92,5,0,0,0,0,0.04659831,0,0,0,0,73,149,9.735817,0.04402841,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9911154,2.3,0.02,1,201.25,fTemp,
1904,5,0,0,0,0,0.04239675,0,0,0,0,73,149,9.693421,0.04383668,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9911154,2.3,0.02,1,201.25,fTemp,
1904.08,5,0,0,0,0,0.04663155,0,0,0,0,73,149,9.646791,0.04362581,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9911154,2.3,0.02,1,201.25,fTemp,
1904.17,5,0,0,0,0,0.07337531,0,0,0,0,73,149,9.573416,0.04329398,1,188.5732,3,0.7729196,1,0,0,0.164439,1,False,0.9911154,2.3,0.02,1,201.25,fTemp,
1904.25,5,0,0,0,0,0.1316143,0,0,0,0,73,149,9.441799,0.04269877,1,188.5732,3,0.8154093,1,0,0.606814,0.2949565,1,False,0.9911154,2.3,0.02,1,201.25,fTemp,
1904.33,5,0,0.07414711,6.980945,0.6094177,0.2054138,6.371527,1.298705,0.1471491,4.422515,73,149,13.61778,0.06038687,1,185.9258,3.2,0.8294875,1,1.021269,0.8801895,0.4603459,1,True,0.9911154,2.3,0.02,1,201.25,fRad,
1904.42,5,0,0.07414711,7.783291,0.8526946,0.3032767,6.930596,1.900677,0.1093672,4.422515,73,149,20.2451,0.08977512,1,181.1292,3.8,0.8254165,1,1.021269,0.9884925,0.6796634,1,True,0.9911154,2.3,0.02,1,201.25,fRad,
1904.5,5,0,0.07414711,7.875794,1.014179,0.3553939,6.861616,2.158992,0.09532353,4.422515,73,149,26.75132,0.1186264,1,184.6687,3.2,0.816003,1,1.021269,0.9999998,0.7964615,1,True,0.9911154,2.3,0.02,1,201.25,fRad,
1904.58,5,0,0.07414711,7.305402,0.9395046,0.3138033,6.365897,1.799919,0.1060795,4.422515,73,149,32.80341,0.1454639,1,186.2586,3.2,0.7994196,1,1.021269,0.9954438,0.7032541,1,True,0.9911154,2.3,0.02,1,201.25,fRad,
1904.67,5,0,0.07414711,5.827088,0.6739157,0.2188983,5.153172,1.083381,0.1426653,4.422515,73,149,37.73767,0.1673444,1,186.4685,3,0.7716844,1,1.021269,0.9206426,0.4905658,1,True,0.9911154,2.3,0.02,1,201.25,fRad,
