Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1940,1,0,0,0,0,0.0579001,0,0,0,0,46,93,6.9421,0.0498649,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.08,1,0,0,0,0,0.06368347,0,0,0,0,46,93,6.878416,0.04940745,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.17,1,0,0,0,0,0.1002067,0,0,0,0,46,93,6.778209,0.04868767,1,188.5732,3,0.8188882,1,0,0,0.1431525,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.25,1,0,0,0,0,0.1797422,0,0,0,0,46,93,6.598467,0.04739659,1,188.5732,3,0.8543969,1,0,0.5283893,0.2567746,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1940.33,1,0,0.04657932,3.272849,0.2938189,0.2805281,2.97903,0.6411961,0.1393505,2.784364,46,93,8.044005,0.05665311,1,188.5732,3,0.740603,1,1.021269,0.8252396,0.4007545,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.42,1,0,0.04657932,3.774175,0.4115437,0.4141769,3.362632,0.9705895,0.1039126,2.784364,46,93,10.99246,0.07741878,1,188.5732,3,0.7351857,1,1.021269,0.964065,0.5916813,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.5,1,0,0.04657932,3.85831,0.4896325,0.485352,3.368678,1.113838,0.09071142,2.784364,46,93,13.87578,0.09772573,1,188.5732,3,0.7227738,1,1.021269,0.9923627,0.69336,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.58,1,0,0.04657932,3.514968,0.4535093,0.4285528,3.061459,0.9120083,0.1006826,2.784364,46,93,16.50869,0.116269,1,184.6994,3,0.7012869,1,1.021269,0.9770412,0.6122183,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.67,1,0,0.04657932,2.681814,0.3250488,0.2989437,2.356765,0.5250815,0.1346215,2.784364,46,93,18.56651,0.130762,1,188.4898,3,0.666379,1,1.021269,0.8729697,0.4270624,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1940.75,1,0,0,0,0,0.1989259,0,0,0,0,46,93,18.36758,0.1319338,1,187.8851,3,0.6069304,1,0,0.6455868,0.2841798,1,False,0.9944156,2.1,0.02,1,151.5,fRad,
