Year	Month	Tmax	Tmin	PAR	Prec	CO2	O3
1906	3	5.2	-3	674.3276129	61	296	0
1906	4	10.6	0.9	766.0939	62	296	0
1906	5	20.7	7.5	848.8796613	36	296	0
1906	6	23.9	11.4	808.7287	56	296	0
1906	7	25.7	15.9	698.256	71	296	0
1906	8	21.5	11.4	731.1858387	43	296	0
1906	9	20	8.6	677.7667	21	296	0
1906	10	15.1	2.6	539.9254355	32	296	0
1906	11	8.9	0.4	349.3867	52	296	0
1906	12	-0.3	-7.2	377.05915	87	296	0
1907	1	-0.2	-8.2	458.3386935	141	296	0
1907	2	-0.8	-11	613.6085172	38	296	0
1907	3	5.2	-3	674.3276129	61	296	0
1907	4	10.6	0.9	766.0939	62	296	0
1907	5	20.7	7.5	848.8796613	36	296	0
1907	6	23.9	11.4	808.7287	56	296	0
1907	7	25.7	15.9	698.256	71	296	0
1907	8	21.5	11.4	731.1858387	43	296	0
1907	9	20	8.6	677.7667	21	296	0
1907	10	15.1	2.6	539.9254355	32	296	0
1907	11	8.9	0.4	349.3867	52	296	0
1907	12	-0.3	-7.2	377.05915	87	296	0
1908	1	-0.2	-8.2	458.3386935	141	296	0
1908	2	-0.8	-11	613.6085172	38	296	0
1908	3	5.2	-3	674.3276129	61	296	0
1908	4	10.6	0.9	766.0939	62	296	0
1908	5	20.7	7.5	848.8796613	36	296	0
1908	6	23.9	11.4	808.7287	56	296	0
1908	7	25.7	15.9	698.256	71	296	0
1908	8	21.5	11.4	731.1858387	43	296	0
1908	9	20	8.6	677.7667	21	296	0
1908	10	15.1	2.6	539.9254355	32	296	0
1908	11	8.9	0.4	349.3867	52	296	0
1908	12	-0.3	-7.2	377.05915	87	296	0
1909	1	-0.2	-8.2	458.3386935	141	297	0
1909	2	-0.8	-11	613.6085172	38	297	0
1909	3	5.2	-3	674.3276129	61	297	0
1909	4	10.6	0.9	766.0939	62	297	0
1909	5	20.7	7.5	848.8796613	36	297	0
1909	6	23.9	11.4	808.7287	56	297	0
1909	7	25.7	15.9	698.256	71	297	0
1909	8	21.5	11.4	731.1858387	43	297	0
1909	9	20	8.6	677.7667	21	297	0
1909	10	15.1	2.6	539.9254355	32	297	0
1909	11	8.9	0.4	349.3867	52	297	0
1909	12	-0.3	-7.2	377.05915	87	297	0
1910	1	-0.2	-8.2	458.3386935	141	297	0
1910	2	-0.8	-11	613.6085172	38	297	0
1910	3	5.2	-3	674.3276129	61	297	0
1910	4	10.6	0.9	766.0939	62	297	0
1910	5	20.7	7.5	848.8796613	36	297	0
1910	6	23.9	11.4	808.7287	56	297	0
1910	7	25.7	15.9	698.256	71	297	0
1910	8	21.5	11.4	731.1858387	43	297	0
1910	9	20	8.6	677.7667	21	297	0
1910	10	15.1	2.6	539.9254355	32	297	0
1910	11	8.9	0.4	349.3867	52	297	0
1910	12	-0.3	-7.2	377.05915	87	297	0
1911	1	-0.2	-8.2	458.3386935	141	297	0
1911	2	-0.8	-11	613.6085172	38	297	0
1911	3	5.2	-3	674.3276129	61	297	0
1911	4	10.6	0.9	766.0939	62	297	0
1911	5	20.7	7.5	848.8796613	36	297	0
1911	6	23.9	11.4	808.7287	56	297	0
1911	7	25.7	15.9	698.256	71	297	0
1911	8	21.5	11.4	731.1858387	43	297	0
1911	9	20	8.6	677.7667	21	297	0
1911	10	15.1	2.6	539.9254355	32	297	0
1911	11	8.9	0.4	349.3867	52	297	0
1911	12	-0.3	-7.2	377.05915	87	297	0
1912	1	-0.2	-8.2	458.3386935	141	297	0
1912	2	-0.8	-11	613.6085172	38	297	0
1912	3	5.2	-3	674.3276129	61	297	0
1912	4	10.6	0.9	766.0939	62	297	0
1912	5	20.7	7.5	848.8796613	36	297	0
1912	6	23.9	11.4	808.7287	56	297	0
1912	7	25.7	15.9	698.256	71	297	0
1912	8	21.5	11.4	731.1858387	43	297	0
1912	9	20	8.6	677.7667	21	297	0
1912	10	15.1	2.6	539.9254355	32	297	0
1912	11	8.9	0.4	349.3867	52	297	0
1912	12	-0.3	-7.2	377.05915	87	297	0
1913	1	-0.2	-8.2	458.3386935	141	298	0
1913	2	-0.8	-11	613.6085172	38	298	0
1913	3	5.2	-3	674.3276129	61	298	0
1913	4	10.6	0.9	766.0939	62	298	0
1913	5	20.7	7.5	848.8796613	36	298	0
1913	6	23.9	11.4	808.7287	56	298	0
1913	7	25.7	15.9	698.256	71	298	0
1913	8	21.5	11.4	731.1858387	43	298	0
1913	9	20	8.6	677.7667	21	298	0
1913	10	15.1	2.6	539.9254355	32	298	0
1913	11	8.9	0.4	349.3867	52	298	0
1913	12	-0.3	-7.2	377.05915	87	298	0
1914	1	-0.2	-8.2	458.3386935	141	298	0
1914	2	-0.8	-11	613.6085172	38	298	0
1914	3	5.2	-3	674.3276129	61	298	0
1914	4	10.6	0.9	766.0939	62	298	0
1914	5	20.7	7.5	848.8796613	36	298	0
1914	6	23.9	11.4	808.7287	56	298	0
1914	7	25.7	15.9	698.256	71	298	0
1914	8	21.5	11.4	731.1858387	43	298	0
1914	9	20	8.6	677.7667	21	298	0
1914	10	15.1	2.6	539.9254355	32	298	0
1914	11	8.9	0.4	349.3867	52	298	0
1914	12	-0.3	-7.2	377.05915	87	298	0
1915	1	-0.2	-8.2	458.3386935	141	298	0
1915	2	-0.8	-11	613.6085172	38	298	0
1915	3	5.2	-3	674.3276129	61	298	0
1915	4	10.6	0.9	766.0939	62	298	0
1915	5	20.7	7.5	848.8796613	36	298	0
1915	6	23.9	11.4	808.7287	56	298	0
1915	7	25.7	15.9	698.256	71	298	0
1915	8	21.5	11.4	731.1858387	43	298	0
1915	9	20	8.6	677.7667	21	298	0
1915	10	15.1	2.6	539.9254355	32	298	0
1915	11	8.9	0.4	349.3867	52	298	0
1915	12	-0.3	-7.2	377.05915	87	298	0
1916	1	-0.2	-8.2	458.3386935	141	299	0
1916	2	-0.8	-11	613.6085172	38	299	0
1916	3	5.2	-3	674.3276129	61	299	0
1916	4	10.6	0.9	766.0939	62	299	0
1916	5	20.7	7.5	848.8796613	36	299	0
1916	6	23.9	11.4	808.7287	56	299	0
1916	7	25.7	15.9	698.256	71	299	0
1916	8	21.5	11.4	731.1858387	43	299	0
1916	9	20	8.6	677.7667	21	299	0
1916	10	15.1	2.6	539.9254355	32	299	0
1916	11	8.9	0.4	349.3867	52	299	0
1916	12	-0.3	-7.2	377.05915	87	299	0
1917	1	-0.2	-8.2	458.3386935	141	299	0
1917	2	-0.8	-11	613.6085172	38	299	0
1917	3	5.2	-3	674.3276129	61	299	0
1917	4	10.6	0.9	766.0939	62	299	0
1917	5	20.7	7.5	848.8796613	36	299	0
1917	6	23.9	11.4	808.7287	56	299	0
1917	7	25.7	15.9	698.256	71	299	0
1917	8	21.5	11.4	731.1858387	43	299	0
1917	9	20	8.6	677.7667	21	299	0
1917	10	15.1	2.6	539.9254355	32	299	0
1917	11	8.9	0.4	349.3867	52	299	0
1917	12	-0.3	-7.2	377.05915	87	299	0
1918	1	-0.2	-8.2	458.3386935	141	299	0
1918	2	-0.8	-11	613.6085172	38	299	0
1918	3	5.2	-3	674.3276129	61	299	0
1918	4	10.6	0.9	766.0939	62	299	0
1918	5	20.7	7.5	848.8796613	36	299	0
1918	6	23.9	11.4	808.7287	56	299	0
1918	7	25.7	15.9	698.256	71	299	0
1918	8	21.5	11.4	731.1858387	43	299	0
1918	9	20	8.6	677.7667	21	299	0
1918	10	15.1	2.6	539.9254355	32	299	0
1918	11	8.9	0.4	349.3867	52	299	0
1918	12	-0.3	-7.2	377.05915	87	299	0
1919	1	-0.2	-8.2	458.3386935	141	300	0
1919	2	-0.8	-11	613.6085172	38	300	0
1919	3	5.2	-3	674.3276129	61	300	0
1919	4	10.6	0.9	766.0939	62	300	0
1919	5	20.7	7.5	848.8796613	36	300	0
1919	6	23.9	11.4	808.7287	56	300	0
1919	7	25.7	15.9	698.256	71	300	0
1919	8	21.5	11.4	731.1858387	43	300	0
1919	9	20	8.6	677.7667	21	300	0
1919	10	15.1	2.6	539.9254355	32	300	0
1919	11	8.9	0.4	349.3867	52	300	0
1919	12	-0.3	-7.2	377.05915	87	300	0
1920	1	-0.2	-8.2	458.3386935	141	300	0
1920	2	-0.8	-11	613.6085172	38	300	0
1920	3	5.2	-3	674.3276129	61	300	0
1920	4	10.6	0.9	766.0939	62	300	0
1920	5	20.7	7.5	848.8796613	36	300	0
1920	6	23.9	11.4	808.7287	56	300	0
1920	7	25.7	15.9	698.256	71	300	0
1920	8	21.5	11.4	731.1858387	43	300	0
1920	9	20	8.6	677.7667	21	300	0
1920	10	15.1	2.6	539.9254355	32	300	0
1920	11	8.9	0.4	349.3867	52	300	0
1920	12	-0.3	-7.2	377.05915	87	300	0
1921	1	-0.2	-8.2	458.3386935	141	300	0
1921	2	-0.8	-11	613.6085172	38	300	0
1921	3	5.2	-3	674.3276129	61	300	0
1921	4	10.6	0.9	766.0939	62	300	0
1921	5	20.7	7.5	848.8796613	36	300	0
1921	6	23.9	11.4	808.7287	56	300	0
1921	7	25.7	15.9	698.256	71	300	0
1921	8	21.5	11.4	731.1858387	43	300	0
1921	9	20	8.6	677.7667	21	300	0
1921	10	15.1	2.6	539.9254355	32	300	0
1921	11	8.9	0.4	349.3867	52	300	0
1921	12	-0.3	-7.2	377.05915	87	300	0
1922	1	-0.2	-8.2	458.3386935	141	301	0
1922	2	-0.8	-11	613.6085172	38	301	0
1922	3	5.2	-3	674.3276129	61	301	0
1922	4	10.6	0.9	766.0939	62	301	0
1922	5	20.7	7.5	848.8796613	36	301	0
1922	6	23.9	11.4	808.7287	56	301	0
1922	7	25.7	15.9	698.256	71	301	0
1922	8	21.5	11.4	731.1858387	43	301	0
1922	9	20	8.6	677.7667	21	301	0
1922	10	15.1	2.6	539.9254355	32	301	0
1922	11	8.9	0.4	349.3867	52	301	0
1922	12	-0.3	-7.2	377.05915	87	301	0
1923	1	-0.2	-8.2	458.3386935	141	301	0
1923	2	-0.8	-11	613.6085172	38	301	0
1923	3	5.2	-3	674.3276129	61	301	0
1923	4	10.6	0.9	766.0939	62	301	0
1923	5	20.7	7.5	848.8796613	36	301	0
1923	6	23.9	11.4	808.7287	56	301	0
1923	7	25.7	15.9	698.256	71	301	0
1923	8	21.5	11.4	731.1858387	43	301	0
1923	9	20	8.6	677.7667	21	301	0
1923	10	15.1	2.6	539.9254355	32	301	0
1923	11	8.9	0.4	349.3867	52	301	0
1923	12	-0.3	-7.2	377.05915	87	301	0
1924	1	-0.2	-8.2	458.3386935	141	302	0
1924	2	-0.8	-11	613.6085172	38	302	0
1924	3	5.2	-3	674.3276129	61	302	0
1924	4	10.6	0.9	766.0939	62	302	0
1924	5	20.7	7.5	848.8796613	36	302	0
1924	6	23.9	11.4	808.7287	56	302	0
1924	7	25.7	15.9	698.256	71	302	0
1924	8	21.5	11.4	731.1858387	43	302	0
1924	9	20	8.6	677.7667	21	302	0
1924	10	15.1	2.6	539.9254355	32	302	0
1924	11	8.9	0.4	349.3867	52	302	0
1924	12	-0.3	-7.2	377.05915	87	302	0
1925	1	-0.2	-8.2	458.3386935	141	302	0
1925	2	-0.8	-11	613.6085172	38	302	0
1925	3	5.2	-3	674.3276129	61	302	0
1925	4	10.6	0.9	766.0939	62	302	0
1925	5	20.7	7.5	848.8796613	36	302	0
1925	6	23.9	11.4	808.7287	56	302	0
1925	7	25.7	15.9	698.256	71	302	0
1925	8	21.5	11.4	731.1858387	43	302	0
1925	9	20	8.6	677.7667	21	302	0
1925	10	15.1	2.6	539.9254355	32	302	0
1925	11	8.9	0.4	349.3867	52	302	0
1925	12	-0.3	-7.2	377.05915	87	302	0
1926	1	-0.2	-8.2	458.3386935	141	302	0
1926	2	-0.8	-11	613.6085172	38	302	0
1926	3	5.2	-3	674.3276129	61	302	0
1926	4	10.6	0.9	766.0939	62	302	0
1926	5	20.7	7.5	848.8796613	36	302	0
1926	6	23.9	11.4	808.7287	56	302	0
1926	7	25.7	15.9	698.256	71	302	0
1926	8	21.5	11.4	731.1858387	43	302	0
1926	9	20	8.6	677.7667	21	302	0
1926	10	15.1	2.6	539.9254355	32	302	0
1926	11	8.9	0.4	349.3867	52	302	0
1926	12	-0.3	-7.2	377.05915	87	302	0
1927	1	-0.2	-8.2	458.3386935	141	303	0
1927	2	-0.8	-11	613.6085172	38	303	0
1927	3	5.2	-3	674.3276129	61	303	0
1927	4	10.6	0.9	766.0939	62	303	0
1927	5	20.7	7.5	848.8796613	36	303	0
1927	6	23.9	11.4	808.7287	56	303	0
1927	7	25.7	15.9	698.256	71	303	0
1927	8	21.5	11.4	731.1858387	43	303	0
1927	9	20	8.6	677.7667	21	303	0
1927	10	15.1	2.6	539.9254355	32	303	0
1927	11	8.9	0.4	349.3867	52	303	0
1927	12	-0.3	-7.2	377.05915	87	303	0
1928	1	-0.2	-8.2	458.3386935	141	303	0
1928	2	-0.8	-11	613.6085172	38	303	0
1928	3	5.2	-3	674.3276129	61	303	0
1928	4	10.6	0.9	766.0939	62	303	0
1928	5	20.7	7.5	848.8796613	36	303	0
1928	6	23.9	11.4	808.7287	56	303	0
1928	7	25.7	15.9	698.256	71	303	0
1928	8	21.5	11.4	731.1858387	43	303	0
1928	9	20	8.6	677.7667	21	303	0
1928	10	15.1	2.6	539.9254355	32	303	0
1928	11	8.9	0.4	349.3867	52	303	0
1928	12	-0.3	-7.2	377.05915	87	303	0
1929	1	-0.2	-8.2	458.3386935	141	303	0
1929	2	-0.8	-11	613.6085172	38	303	0
1929	3	5.2	-3	674.3276129	61	303	0
1929	4	10.6	0.9	766.0939	62	303	0
1929	5	20.7	7.5	848.8796613	36	303	0
1929	6	23.9	11.4	808.7287	56	303	0
1929	7	25.7	15.9	698.256	71	303	0
1929	8	21.5	11.4	731.1858387	43	303	0
1929	9	20	8.6	677.7667	21	303	0
1929	10	15.1	2.6	539.9254355	32	303	0
1929	11	8.9	0.4	349.3867	52	303	0
1929	12	-0.3	-7.2	377.05915	87	303	0
1930	1	-0.2	-8.2	458.3386935	141	304	0
1930	2	-0.8	-11	613.6085172	38	304	0
1930	3	5.2	-3	674.3276129	61	304	0
1930	4	10.6	0.9	766.0939	62	304	0
1930	5	20.7	7.5	848.8796613	36	304	0
1930	6	23.9	11.4	808.7287	56	304	0
1930	7	25.7	15.9	698.256	71	304	0
1930	8	21.5	11.4	731.1858387	43	304	0
1930	9	20	8.6	677.7667	21	304	0
1930	10	15.1	2.6	539.9254355	32	304	0
1930	11	8.9	0.4	349.3867	52	304	0
1930	12	-0.3	-7.2	377.05915	87	304	0
1931	1	-0.2	-8.2	458.3386935	141	304	0
1931	2	-0.8	-11	613.6085172	38	304	0
1931	3	5.2	-3	674.3276129	61	304	0
1931	4	10.6	0.9	766.0939	62	304	0
1931	5	20.7	7.5	848.8796613	36	304	0
1931	6	23.9	11.4	808.7287	56	304	0
1931	7	25.7	15.9	698.256	71	304	0
1931	8	21.5	11.4	731.1858387	43	304	0
1931	9	20	8.6	677.7667	21	304	0
1931	10	15.1	2.6	539.9254355	32	304	0
1931	11	8.9	0.4	349.3867	52	304	0
1931	12	-0.3	-7.2	377.05915	87	304	0
1932	1	-0.2	-8.2	458.3386935	141	305	0
1932	2	-0.8	-11	613.6085172	38	305	0
1932	3	5.2	-3	674.3276129	61	305	0
1932	4	10.6	0.9	766.0939	62	305	0
1932	5	20.7	7.5	848.8796613	36	305	0
1932	6	23.9	11.4	808.7287	56	305	0
1932	7	25.7	15.9	698.256	71	305	0
1932	8	21.5	11.4	731.1858387	43	305	0
1932	9	20	8.6	677.7667	21	305	0
1932	10	15.1	2.6	539.9254355	32	305	0
1932	11	8.9	0.4	349.3867	52	305	0
1932	12	-0.3	-7.2	377.05915	87	305	0
1933	1	-0.2	-8.2	458.3386935	141	305	0
1933	2	-0.8	-11	613.6085172	38	305	0
1933	3	5.2	-3	674.3276129	61	305	0
1933	4	10.6	0.9	766.0939	62	305	0
1933	5	20.7	7.5	848.8796613	36	305	0
1933	6	23.9	11.4	808.7287	56	305	0
1933	7	25.7	15.9	698.256	71	305	0
1933	8	21.5	11.4	731.1858387	43	305	0
1933	9	20	8.6	677.7667	21	305	0
1933	10	15.1	2.6	539.9254355	32	305	0
1933	11	8.9	0.4	349.3867	52	305	0
1933	12	-0.3	-7.2	377.05915	87	305	0
1934	1	-0.2	-8.2	458.3386935	141	306	0
1934	2	-0.8	-11	613.6085172	38	306	0
1934	3	5.2	-3	674.3276129	61	306	0
1934	4	10.6	0.9	766.0939	62	306	0
1934	5	20.7	7.5	848.8796613	36	306	0
1934	6	23.9	11.4	808.7287	56	306	0
1934	7	25.7	15.9	698.256	71	306	0
1934	8	21.5	11.4	731.1858387	43	306	0
1934	9	20	8.6	677.7667	21	306	0
1934	10	15.1	2.6	539.9254355	32	306	0
1934	11	8.9	0.4	349.3867	52	306	0
1934	12	-0.3	-7.2	377.05915	87	306	0
1935	1	-0.2	-8.2	458.3386935	141	306	0
1935	2	-0.8	-11	613.6085172	38	306	0
1935	3	5.2	-3	674.3276129	61	306	0
1935	4	10.6	0.9	766.0939	62	306	0
1935	5	20.7	7.5	848.8796613	36	306	0
1935	6	23.9	11.4	808.7287	56	306	0
1935	7	25.7	15.9	698.256	71	306	0
1935	8	21.5	11.4	731.1858387	43	306	0
1935	9	20	8.6	677.7667	21	306	0
1935	10	15.1	2.6	539.9254355	32	306	0
1935	11	8.9	0.4	349.3867	52	306	0
1935	12	-0.3	-7.2	377.05915	87	306	0
1936	1	-0.2	-8.2	458.3386935	141	307	0
1936	2	-0.8	-11	613.6085172	38	307	0
1936	3	5.2	-3	674.3276129	61	307	0
1936	4	10.6	0.9	766.0939	62	307	0
1936	5	20.7	7.5	848.8796613	36	307	0
1936	6	23.9	11.4	808.7287	56	307	0
1936	7	25.7	15.9	698.256	71	307	0
1936	8	21.5	11.4	731.1858387	43	307	0
1936	9	20	8.6	677.7667	21	307	0
1936	10	15.1	2.6	539.9254355	32	307	0
1936	11	8.9	0.4	349.3867	52	307	0
1936	12	-0.3	-7.2	377.05915	87	307	0
1937	1	-0.2	-8.2	458.3386935	141	307	0
1937	2	-0.8	-11	613.6085172	38	307	0
1937	3	5.2	-3	674.3276129	61	307	0
1937	4	10.6	0.9	766.0939	62	307	0
1937	5	20.7	7.5	848.8796613	36	307	0
1937	6	23.9	11.4	808.7287	56	307	0
1937	7	25.7	15.9	698.256	71	307	0
1937	8	21.5	11.4	731.1858387	43	307	0
1937	9	20	8.6	677.7667	21	307	0
1937	10	15.1	2.6	539.9254355	32	307	0
1937	11	8.9	0.4	349.3867	52	307	0
1937	12	-0.3	-7.2	377.05915	87	307	0
1938	1	-0.2	-8.2	458.3386935	141	308	0
1938	2	-0.8	-11	613.6085172	38	308	0
1938	3	5.2	-3	674.3276129	61	308	0
1938	4	10.6	0.9	766.0939	62	308	0
1938	5	20.7	7.5	848.8796613	36	308	0
1938	6	23.9	11.4	808.7287	56	308	0
1938	7	25.7	15.9	698.256	71	308	0
1938	8	21.5	11.4	731.1858387	43	308	0
1938	9	20	8.6	677.7667	21	308	0
1938	10	15.1	2.6	539.9254355	32	308	0
1938	11	8.9	0.4	349.3867	52	308	0
1938	12	-0.3	-7.2	377.05915	87	308	0
1939	1	-0.2	-8.2	458.3386935	141	308	0
1939	2	-0.8	-11	613.6085172	38	308	0
1939	3	5.2	-3	674.3276129	61	308	0
1939	4	10.6	0.9	766.0939	62	308	0
1939	5	20.7	7.5	848.8796613	36	308	0
1939	6	23.9	11.4	808.7287	56	308	0
1939	7	25.7	15.9	698.256	71	308	0
1939	8	21.5	11.4	731.1858387	43	308	0
1939	9	20	8.6	677.7667	21	308	0
1939	10	15.1	2.6	539.9254355	32	308	0
1939	11	8.9	0.4	349.3867	52	308	0
1939	12	-0.3	-7.2	377.05915	87	308	0
1940	1	-0.2	-8.2	458.3386935	141	309	0
1940	2	-0.8	-11	613.6085172	38	309	0
1940	3	5.2	-3	674.3276129	61	309	0
1940	4	10.6	0.9	766.0939	62	309	0
1940	5	20.7	7.5	848.8796613	36	309	0
1940	6	23.9	11.4	808.7287	56	309	0
1940	7	25.7	15.9	698.256	71	309	0
1940	8	21.5	11.4	731.1858387	43	309	0
1940	9	20	8.6	677.7667	21	309	0
1940	10	15.1	2.6	539.9254355	32	309	0
1940	11	8.9	0.4	349.3867	52	309	0
1940	12	-0.3	-7.2	377.05915	87	309	0
1941	1	-0.2	-8.2	458.3386935	141	309	0
1941	2	-0.8	-11	613.6085172	38	309	0
1941	3	5.2	-3	674.3276129	61	309	0
1941	4	10.6	0.9	766.0939	62	309	0
1941	5	20.7	7.5	848.8796613	36	309	0
1941	6	23.9	11.4	808.7287	56	309	0
1941	7	25.7	15.9	698.256	71	309	0
1941	8	21.5	11.4	731.1858387	43	309	0
1941	9	20	8.6	677.7667	21	309	0
1941	10	15.1	2.6	539.9254355	32	309	0
1941	11	8.9	0.4	349.3867	52	309	0
1941	12	-0.3	-7.2	377.05915	87	309	0
1942	1	-0.2	-8.2	458.3386935	141	310	0
1942	2	-0.8	-11	613.6085172	38	310	0
1942	3	5.2	-3	674.3276129	61	310	0
1942	4	10.6	0.9	766.0939	62	310	0
1942	5	20.7	7.5	848.8796613	36	310	0
1942	6	23.9	11.4	808.7287	56	310	0
1942	7	25.7	15.9	698.256	71	310	0
1942	8	21.5	11.4	731.1858387	43	310	0
1942	9	20	8.6	677.7667	21	310	0
1942	10	15.1	2.6	539.9254355	32	310	0
1942	11	8.9	0.4	349.3867	52	310	0
1942	12	-0.3	-7.2	377.05915	87	310	0
1943	1	-0.2	-8.2	458.3386935	141	310	0
1943	2	-0.8	-11	613.6085172	38	310	0
1943	3	5.2	-3	674.3276129	61	310	0
1943	4	10.6	0.9	766.0939	62	310	0
1943	5	20.7	7.5	848.8796613	36	310	0
1943	6	23.9	11.4	808.7287	56	310	0
1943	7	25.7	15.9	698.256	71	310	0
1943	8	21.5	11.4	731.1858387	43	310	0
1943	9	20	8.6	677.7667	21	310	0
1943	10	15.1	2.6	539.9254355	32	310	0
1943	11	8.9	0.4	349.3867	52	310	0
1943	12	-0.3	-7.2	377.05915	87	310	0
1944	1	-0.2	-8.2	458.3386935	141	311	0
1944	2	-0.8	-11	613.6085172	38	311	0
1944	3	5.2	-3	674.3276129	61	311	0
1944	4	10.6	0.9	766.0939	62	311	0
1944	5	20.7	7.5	848.8796613	36	311	0
1944	6	23.9	11.4	808.7287	56	311	0
1944	7	25.7	15.9	698.256	71	311	0
1944	8	21.5	11.4	731.1858387	43	311	0
1944	9	20	8.6	677.7667	21	311	0
1944	10	15.1	2.6	539.9254355	32	311	0
1944	11	8.9	0.4	349.3867	52	311	0
1944	12	-0.3	-7.2	377.05915	87	311	0
1945	1	-0.2	-8.2	458.3386935	141	311	0
1945	2	-0.8	-11	613.6085172	38	311	0
1945	3	5.2	-3	674.3276129	61	311	0
1945	4	10.6	0.9	766.0939	62	311	0
1945	5	20.7	7.5	848.8796613	36	311	0
1945	6	23.9	11.4	808.7287	56	311	0
1945	7	25.7	15.9	698.256	71	311	0
1945	8	21.5	11.4	731.1858387	43	311	0
1945	9	20	8.6	677.7667	21	311	0
1945	10	15.1	2.6	539.9254355	32	311	0
1945	11	8.9	0.4	349.3867	52	311	0
1945	12	-0.3	-7.2	377.05915	87	311	0
1946	1	-0.2	-8.2	458.3386935	141	312	0
1946	2	-0.8	-11	613.6085172	38	312	0
1946	3	5.2	-3	674.3276129	61	312	0
1946	4	10.6	0.9	766.0939	62	312	0
1946	5	20.7	7.5	848.8796613	36	312	0
1946	6	23.9	11.4	808.7287	56	312	0
1946	7	25.7	15.9	698.256	71	312	0
1946	8	21.5	11.4	731.1858387	43	312	0
1946	9	20	8.6	677.7667	21	312	0
1946	10	15.1	2.6	539.9254355	32	312	0
1946	11	8.9	0.4	349.3867	52	312	0
1946	12	-0.3	-7.2	377.05915	87	312	0
1947	1	-0.2	-8.2	458.3386935	141	312	0
1947	2	-0.8	-11	613.6085172	38	312	0
1947	3	5.2	-3	674.3276129	61	312	0
1947	4	10.6	0.9	766.0939	62	312	0
1947	5	20.7	7.5	848.8796613	36	312	0
1947	6	23.9	11.4	808.7287	56	312	0
1947	7	25.7	15.9	698.256	71	312	0
1947	8	21.5	11.4	731.1858387	43	312	0
1947	9	20	8.6	677.7667	21	312	0
1947	10	15.1	2.6	539.9254355	32	312	0
1947	11	8.9	0.4	349.3867	52	312	0
1947	12	-0.3	-7.2	377.05915	87	312	0
1948	1	-0.2	-8.2	458.3386935	141	313	0
1948	2	-0.8	-11	613.6085172	38	313	0
1948	3	5.2	-3	674.3276129	61	313	0
1948	4	10.6	0.9	766.0939	62	313	0
1948	5	20.7	7.5	848.8796613	36	313	0
1948	6	23.9	11.4	808.7287	56	313	0
1948	7	25.7	15.9	698.256	71	313	0
1948	8	21.5	11.4	731.1858387	43	313	0
1948	9	20	8.6	677.7667	21	313	0
1948	10	15.1	2.6	539.9254355	32	313	0
1948	11	8.9	0.4	349.3867	52	313	0
1948	12	-0.3	-7.2	377.05915	87	313	0
1949	1	-0.2	-8.2	458.3386935	141	314	0
1949	2	-0.8	-11	613.6085172	38	314	0
1949	3	5.2	-3	674.3276129	61	314	0
1949	4	10.6	0.9	766.0939	62	314	0
1949	5	20.7	7.5	848.8796613	36	314	0
1949	6	23.9	11.4	808.7287	56	314	0
1949	7	25.7	15.9	698.256	71	314	0
1949	8	21.5	11.4	731.1858387	43	314	0
1949	9	20	8.6	677.7667	21	314	0
1949	10	15.1	2.6	539.9254355	32	314	0
1949	11	8.9	0.4	349.3867	52	314	0
1949	12	-0.3	-7.2	377.05915	87	314	0
1950	1	-0.2	-8.2	458.3386935	141	314	0
1950	2	-0.8	-11	613.6085172	38	314	0
1950	3	5.2	-3	674.3276129	61	314	0
1950	4	10.6	0.9	766.0939	62	314	0
1950	5	20.7	7.5	848.8796613	36	314	0
1950	6	23.9	11.4	808.7287	56	314	0
1950	7	25.7	15.9	698.256	71	314	0
1950	8	21.5	11.4	731.1858387	43	314	0
1950	9	20	8.6	677.7667	21	314	0
1950	10	15.1	2.6	539.9254355	32	314	0
1950	11	8.9	0.4	349.3867	52	314	0
1950	12	-0.3	-7.2	377.05915	87	314	0
1951	1	-0.2	-8.2	458.3386935	141	315	0
1951	2	-0.8	-11	613.6085172	38	315	0
1951	3	5.2	-3	674.3276129	61	315	0
1951	4	10.6	0.9	766.0939	62	315	0
1951	5	20.7	7.5	848.8796613	36	315	0
1951	6	23.9	11.4	808.7287	56	315	0
1951	7	25.7	15.9	698.256	71	315	0
1951	8	21.5	11.4	731.1858387	43	315	0
1951	9	20	8.6	677.7667	21	315	0
1951	10	15.1	2.6	539.9254355	32	315	0
1951	11	8.9	0.4	349.3867	52	315	0
1951	12	-0.3	-7.2	377.05915	87	315	0
1952	1	-0.2	-8.2	458.3386935	141	315	0
1952	2	-0.8	-11	613.6085172	38	315	0
1952	3	5.2	-3	674.3276129	61	315	0
1952	4	10.6	0.9	766.0939	62	315	0
1952	5	20.7	7.5	848.8796613	36	315	0
1952	6	23.9	11.4	808.7287	56	315	0
1952	7	25.7	15.9	698.256	71	315	0
1952	8	21.5	11.4	731.1858387	43	315	0
1952	9	20	8.6	677.7667	21	315	0
1952	10	15.1	2.6	539.9254355	32	315	0
1952	11	8.9	0.4	349.3867	52	315	0
1952	12	-0.3	-7.2	377.05915	87	315	0
1953	1	-0.2	-8.2	458.3386935	141	316	0
1953	2	-0.8	-11	613.6085172	38	316	0
1953	3	5.2	-3	674.3276129	61	316	0
1953	4	10.6	0.9	766.0939	62	316	0
1953	5	20.7	7.5	848.8796613	36	316	0
1953	6	23.9	11.4	808.7287	56	316	0
1953	7	25.7	15.9	698.256	71	316	0
1953	8	21.5	11.4	731.1858387	43	316	0
