Year	Month	Tmax	Tmin	PAR	Prec	CO2	O3
1953	9	20	8.6	677.7667	21	316	0
1953	10	15.1	2.6	539.9254355	32	316	0
1953	11	8.9	0.4	349.3867	52	316	0
1953	12	-0.3	-7.2	377.05915	87	316	0
1954	1	-0.2	-8.2	458.3386935	141	317	0
1954	2	-0.8	-11	613.6085172	38	317	0
1954	3	5.2	-3	674.3276129	61	317	0
1954	4	10.6	0.9	766.0939	62	317	0
1954	5	20.7	7.5	848.8796613	36	317	0
1954	6	23.9	11.4	808.7287	56	317	0
1954	7	25.7	15.9	698.256	71	317	0
1954	8	21.5	11.4	731.1858387	43	317	0
1954	9	20	8.6	677.7667	21	317	0
1954	10	15.1	2.6	539.9254355	32	317	0
1954	11	8.9	0.4	349.3867	52	317	0
1954	12	-0.3	-7.2	377.05915	87	317	0
1955	1	-0.2	-8.2	458.3386935	141	317	0
1955	2	-0.8	-11	613.6085172	38	317	0
1955	3	5.2	-3	674.3276129	61	317	0
1955	4	10.6	0.9	766.0939	62	317	0
1955	5	20.7	7.5	848.8796613	36	317	0
1955	6	23.9	11.4	808.7287	56	317	0
1955	7	25.7	15.9	698.256	71	317	0
1955	8	21.5	11.4	731.1858387	43	317	0
1955	9	20	8.6	677.7667	21	317	0
1955	10	15.1	2.6	539.9254355	32	317	0
1955	11	8.9	0.4	349.3867	52	317	0
1955	12	-0.3	-7.2	377.05915	87	317	0
1956	1	-0.2	-8.2	458.3386935	141	318	0
1956	2	-0.8	-11	613.6085172	38	318	0
1956	3	5.2	-3	674.3276129	61	318	0
1956	4	10.6	0.9	766.0939	62	318	0
1956	5	20.7	7.5	848.8796613	36	318	0
1956	6	23.9	11.4	808.7287	56	318	0
1956	7	25.7	15.9	698.256	71	318	0
1956	8	21.5	11.4	731.1858387	43	318	0
1956	9	20	8.6	677.7667	21	318	0
1956	10	15.1	2.6	539.9254355	32	318	0
1956	11	8.9	0.4	349.3867	52	318	0
1956	12	-0.3	-7.2	377.05915	87	318	0
1957	1	-0.2	-8.2	458.3386935	141	319	0
1957	2	-0.8	-11	613.6085172	38	319	0
1957	3	5.2	-3	674.3276129	61	319	0
1957	4	10.6	0.9	766.0939	62	319	0
1957	5	20.7	7.5	848.8796613	36	319	0
1957	6	23.9	11.4	808.7287	56	319	0
1957	7	25.7	15.9	698.256	71	319	0
1957	8	21.5	11.4	731.1858387	43	319	0
1957	9	20	8.6	677.7667	21	319	0
1957	10	15.1	2.6	539.9254355	32	319	0
1957	11	8.9	0.4	349.3867	52	319	0
1957	12	-0.3	-7.2	377.05915	87	319	0
1958	1	-0.2	-8.2	458.3386935	141	320	0
1958	2	-0.8	-11	613.6085172	38	320	0
1958	3	5.2	-3	674.3276129	61	320	0
1958	4	10.6	0.9	766.0939	62	320	0
1958	5	20.7	7.5	848.8796613	36	320	0
1958	6	23.9	11.4	808.7287	56	320	0
1958	7	25.7	15.9	698.256	71	320	0
1958	8	21.5	11.4	731.1858387	43	320	0
1958	9	20	8.6	677.7667	21	320	0
1958	10	15.1	2.6	539.9254355	32	320	0
1958	11	8.9	0.4	349.3867	52	320	0
1958	12	-0.3	-7.2	377.05915	87	320	0
1959	1	-0.2	-8.2	458.3386935	141	320	0
1959	2	-0.8	-11	613.6085172	38	320	0
1959	3	5.2	-3	674.3276129	61	320	0
1959	4	10.6	0.9	766.0939	62	320	0
1959	5	20.7	7.5	848.8796613	36	320	0
1959	6	23.9	11.4	808.7287	56	320	0
1959	7	25.7	15.9	698.256	71	320	0
1959	8	21.5	11.4	731.1858387	43	320	0
1959	9	20	8.6	677.7667	21	320	0
1959	10	15.1	2.6	539.9254355	32	320	0
1959	11	8.9	0.4	349.3867	52	320	0
1959	12	-0.3	-7.2	377.05915	87	320	0
1960	1	-0.2	-8.2	458.3386935	141	321	0
1960	2	-0.8	-11	613.6085172	38	321	0
1960	3	5.2	-3	674.3276129	61	321	0
1960	4	10.6	0.9	766.0939	62	321	0
1960	5	20.7	7.5	848.8796613	36	321	0
1960	6	23.9	11.4	808.7287	56	321	0
1960	7	25.7	15.9	698.256	71	321	0
1960	8	21.5	11.4	731.1858387	43	321	0
1960	9	20	8.6	677.7667	21	321	0
1960	10	15.1	2.6	539.9254355	32	321	0
1960	11	8.9	0.4	349.3867	52	321	0
1960	12	-0.3	-7.2	377.05915	87	321	0
1961	1	-0.2	-8.2	458.3386935	141	322	0
1961	2	-0.8	-11	613.6085172	38	322	0
1961	3	5.2	-3	674.3276129	61	322	0
1961	4	10.6	0.9	766.0939	62	322	0
1961	5	20.7	7.5	848.8796613	36	322	0
1961	6	23.9	11.4	808.7287	56	322	0
1961	7	25.7	15.9	698.256	71	322	0
1961	8	21.5	11.4	731.1858387	43	322	0
1961	9	20	8.6	677.7667	21	322	0
1961	10	15.1	2.6	539.9254355	32	322	0
1961	11	8.9	0.4	349.3867	52	322	0
1961	12	-0.3	-7.2	377.05915	87	322	0
1962	1	-0.2	-8.2	458.3386935	141	323	0
1962	2	-0.8	-11	613.6085172	38	323	0
1962	3	5.2	-3	674.3276129	61	323	0
1962	4	10.6	0.9	766.0939	62	323	0
1962	5	20.7	7.5	848.8796613	36	323	0
1962	6	23.9	11.4	808.7287	56	323	0
1962	7	25.7	15.9	698.256	71	323	0
1962	8	21.5	11.4	731.1858387	43	323	0
1962	9	20	8.6	677.7667	21	323	0
1962	10	15.1	2.6	539.9254355	32	323	0
1962	11	8.9	0.4	349.3867	52	323	0
1962	12	-0.3	-7.2	377.05915	87	323	0
1963	1	-0.2	-8.2	458.3386935	141	323	0
1963	2	-0.8	-11	613.6085172	38	323	0
1963	3	5.2	-3	674.3276129	61	323	0
1963	4	10.6	0.9	766.0939	62	323	0
1963	5	20.7	7.5	848.8796613	36	323	0
1963	6	23.9	11.4	808.7287	56	323	0
1963	7	25.7	15.9	698.256	71	323	0
1963	8	21.5	11.4	731.1858387	43	323	0
1963	9	20	8.6	677.7667	21	323	0
1963	10	15.1	2.6	539.9254355	32	323	0
1963	11	8.9	0.4	349.3867	52	323	0
1963	12	-0.3	-7.2	377.05915	87	323	0
1964	1	-0.2	-8.2	458.3386935	141	324	0
1964	2	-0.8	-11	613.6085172	38	324	0
1964	3	5.2	-3	674.3276129	61	324	0
1964	4	10.6	0.9	766.0939	62	324	0
1964	5	20.7	7.5	848.8796613	36	324	0
1964	6	23.9	11.4	808.7287	56	324	0
1964	7	25.7	15.9	698.256	71	324	0
1964	8	21.5	11.4	731.1858387	43	324	0
1964	9	20	8.6	677.7667	21	324	0
1964	10	15.1	2.6	539.9254355	32	324	0
1964	11	8.9	0.4	349.3867	52	324	0
1964	12	-0.3	-7.2	377.05915	87	324	0
1965	1	-4.2	-11.9	462.2588226	32	325	0
1965	2	-4.8	-10.6	501.7161964	50	325	0
1965	3	3.2	-4.1	750.0763065	31	325	0
1965	4	9.8	0	851.76	51	325	0
1965	5	21.7	7	891.1468548	26	325	0
1965	6	23.1	10.8	780.1027	61	325	0
1965	7	25.2	13.1	791.8289516	65	325	0
1965	8	24.6	14.3	694.3780161	52	325	0
1965	9	20	11.6	575.95785	54	325	0
1965	10	14.6	3.4	542.5893871	63	325	0
1965	11	6.3	-2.2	362.9015	51	325	0
1965	12	1.5	-4.7	346.3269194	44	325	0
1966	1	-0.8	-9.5	452.5207742	59	326	0
1966	2	0.2	-8	544.0604464	71	326	0
1966	3	5.8	-3.5	735.8174032	56	326	0
1966	4	10.8	0	854.92745	21	326	0
1966	5	17.5	5.2	812.8619032	59	326	0
1966	6	23.6	12	753.6997	41	326	0
1966	7	27.1	14.1	805.721129	73	326	0
1966	8	25	13.4	714.1635968	37	326	0
1966	9	19.4	8.2	633.71165	110	326	0
1966	10	14.4	2.8	544.2273871	81	326	0
1966	11	9.4	1	326.42415	83	326	0
1966	12	0.6	-7.7	374.6396613	52	326	0
1967	1	1.1	-6.3	434.9802097	26	327	0
1967	2	-2.1	-12.4	602.0026071	84	327	0
1967	3	2.5	-6.5	719.4279677	61	327	0
1967	4	9.4	0.4	805.7465	80	327	0
1967	5	14.1	2.9	904.4326452	155	327	0
1967	6	24.8	13.4	739.8716	83	327	0
1967	7	25.3	16.6	663.3340161	109	327	0
1967	8	23.7	14.5	712.4809355	73	327	0
1967	9	20.6	9.3	669.53055	67	327	0
1967	10	14.4	4.6	512.3864032	90	327	0
1967	11	4.7	-3.5	401.59795	102	327	0
1967	12	2	-6.3	405.1565323	111	327	0
1968	1	-3.6	-12.3	445.1598387	24	328	0
1968	2	-2.7	-11.5	627.6081724	11	328	0
1968	3	6.2	-3.3	721.2012097	97	328	0
1968	4	15.2	2.7	823.4538	40	328	0
1968	5	17.8	6.1	771.4464194	93	328	0
1968	6	21.3	13.3	648.1293	173	328	0
1968	7	26.2	16.1	819.8504516	22	328	0
1968	8	24.2	11.9	806.0545161	13	328	0
1968	9	22.4	10.8	642.20715	48	328	0
1968	10	16	5.8	494.9018226	58	328	0
1968	11	5.6	-0.9	301.7235	118	328	0
1968	12	-1.4	-9	402.28175	122	328	0
1969	1	-1.8	-9	461.4498871	31	329	0
1969	2	-0.8	-7.3	530.7565714	66	329	0
1969	3	2.9	-5.2	730.2083226	52	329	0
1969	4	13.4	2.7	820.54375	110	329	0
1969	5	18.2	6.5	806.4778548	65	329	0
1969	6	22.9	12.5	750.3028	76	329	0
1969	7	24	15.4	712.6407097	77	329	0
1969	8	25.1	15.2	770.4569516	131	329	0
1969	9	20.6	10.7	621.12505	67	329	0
1969	10	14.9	4.3	527.1856452	34	329	0
1969	11	7.5	0.2	329.9049	109	329	0
1969	12	-1.2	-7.5	350.8842581	138	329	0
1970	1	-5.9	-15.4	529.5017419	15	329	0
1970	2	0.2	-9.5	600.7246607	106	329	0
1970	3	2.4	-5.3	681.1450645	78	329	0
1970	4	11.7	1.2	899.98285	76	329	0
1970	5	19	8.5	780.6497903	91	329	0
1970	6	22.2	12.2	776.65445	94	329	0
1970	7	26.1	16.3	771.3344516	24	329	0
1970	8	26.4	15	761.8234839	77	329	0
1970	9	20.1	11.1	580.60795	52	329	0
1970	10	14.7	5.3	524.4688548	44	329	0
1970	11	8.2	1.3	321.66095	74	329	0
1970	12	-1.3	-9.1	397.2219194	76	329	0
1971	1	-3.7	-14.2	492.4448226	47	330	0
1971	2	-1.2	-8.7	491.0455179	86	330	0
1971	3	2.7	-5	771.9899032	68	330	0
1971	4	10.1	-0.3	876.85715	43	330	0
1971	5	16.8	6.7	820.0397903	79	330	0
1971	6	24.2	11.6	833.61265	74	330	0
1971	7	25.9	14.6	744.8540806	114	330	0
1971	8	24.7	14.4	711.6946452	112	330	0
1971	9	21.2	12.9	567.79385	71	330	0
1971	10	17.6	7.9	527.3385	62	330	0
1971	11	5.7	-0.9	326.8148	99	330	0
1971	12	2.5	-5.1	370.2345484	72	330	0
1972	1	-0.2	-8.3	430.4901774	54	331	0
1972	2	-1.5	-9.2	549.1381552	78	331	0
1972	3	2.4	-4.7	642.3859839	130	331	0
1972	4	8.5	-0.9	870.24145	101	331	0
1972	5	18.1	7.7	807.2509355	92	331	0
1972	6	20.3	13.2	625.29805	169	331	0
1972	7	25.2	16.1	757.7014355	69	331	0
1972	8	23.3	14.2	679.4429032	60	331	0
1972	9	20.3	10.6	629.2962	38	331	0
1972	10	12.1	3	512.4373548	71	331	0
1972	11	4.2	-1.1	304.4782	129	331	0
1972	12	0.7	-5.2	358.8767	144	331	0
1973	1	0.7	-7.3	498.8609516	116	332	0
1973	2	-0.9	-9.5	581.9830714	46	332	0
1973	3	7.8	-0.3	679.7825806	88	332	0
1973	4	12.5	3.2	741.14365	121	332	0
1973	5	16.7	7.6	690.5157581	129	332	0
1973	6	23.7	14.8	706.9101	156	332	0
1973	7	25.3	16.7	741.3742742	44	332	0
1973	8	26	16.8	733.7655	60	332	0
1973	9	20.1	10.1	625.5197	61	332	0
1973	10	15.6	4.6	507.6183387	63	332	0
1973	11	8	0	349.9223	59	332	0
1973	12	3.8	-4.7	378.1477742	204	332	0
1974	1	-0.1	-8.7	488.8109032	78	333	0
1974	2	-1.1	-10	628.6089643	60	333	0
1974	3	4.7	-4.2	731.3103871	110	333	0
1974	4	12.9	3	863.1051	61	333	0
1974	5	15.9	6.7	747.8495323	93	333	0
1974	6	22.1	12.2	754.7969	78	333	0
1974	7	25.2	15.1	726.3315968	79	333	0
1974	8	25	14.7	716.2997903	65	333	0
1974	9	19	11	575.64975	194	333	0
1974	10	11.8	1.4	549.4357742	43	333	0
1974	11	8.2	0.2	366.7274	72	333	0
1974	12	1.6	-4.8	357.2651613	70	333	0
1975	1	0.4	-7.9	424.6055806	103	334	0
1975	2	-0.5	-8.6	515.2624286	74	334	0
1975	3	2.9	-4.7	690.2207419	77	334	0
1975	4	9.1	-0.3	850.74665	62	334	0
1975	5	21.2	9.3	808.664371	50	334	0
1975	6	22.1	13.2	701.3812	131	334	0
1975	7	26.1	16.9	718.6058226	110	334	0
1975	8	24.1	14.8	680.3084516	119	334	0
1975	9	18.4	9	612.07705	176	334	0
1975	10	15.5	5.8	512.6524839	133	334	0
1975	11	10.7	2.9	337.1017	129	334	0
1975	12	0.7	-7	341.8494677	95	334	0
1976	1	-3.5	-13	472.1535	84	335	0
1976	2	2.9	-6.3	597.0826034	84	335	0
1976	3	6.3	-3.4	748.5773226	67	335	0
1976	4	14.4	3.5	830.5206	87	335	0
1976	5	17.6	7.1	759.4275	88	335	0
1976	6	25.1	15	738.5898	58	335	0
1976	7	23.9	14.6	731.4494032	165	335	0
1976	8	23.6	14.5	699.0265645	171	335	0
1976	9	19.4	9.6	635.50695	48	335	0
1976	10	11.7	3.5	467.1828871	90	335	0
1976	11	4.9	-2.4	410.6856	25	335	0
1976	12	-2.6	-10.7	397.70575	68	335	0
1977	1	-5.3	-14.8	503.2767581	54	336	0
1977	2	-1.5	-8.2	534.8870893	52	336	0
1977	3	7.3	-0.2	708.3985161	149	336	0
1977	4	13.5	2.2	816.87125	104	336	0
1977	5	20.3	8	809.7626613	70	336	0
1977	6	21.3	12.6	668.8448	108	336	0
1977	7	25.2	15.3	754.8009677	70	336	0
1977	8	24.3	15.6	660.5077742	127	336	0
1977	9	18.3	11.2	523.2864	116	336	0
1977	10	13.6	4.8	513.7740484	145	336	0
1977	11	7.8	1.8	303.0365	99	336	0
1977	12	-1.1	-7.4	377.0356452	105	336	0
1978	1	-2.1	-9.7	454.7557258	170	337	0
1978	2	-3.1	-12.7	656.3706964	23	337	0
1978	3	3	-5.6	722.5114839	63	337	0
1978	4	11	0.8	882.87875	47	337	0
1978	5	18.4	8.5	762.8469194	66	337	0
1978	6	23.4	12.1	779.17255	91	337	0
1978	7	24.9	14.7	732.9181935	62	337	0
1978	8	24.1	15.7	649.5682742	119	337	0
1978	9	19	8.4	662.5021	26	337	0
1978	10	13.5	3.7	497.2254677	88	337	0
1978	11	8.4	-0.9	371.6479	47	337	0
1978	12	1.1	-6.3	389.9415	85	337	0
1979	1	-0.6	-7.4	434.1844839	227	339	0
1979	2	-5.5	-12.9	615.1630179	55	339	0
1979	3	7	-0.9	702.4900161	115	339	0
1979	4	10.9	2.5	737.59595	164	339	0
1979	5	19	10.2	696.4682903	89	339	0
1979	6	23.4	12.1	880.87415	20	339	0
1979	7	26.6	16.3	735.5437742	104	339	0
1979	8	23.4	15.5	622.1846129	123	339	0
1979	9	20.4	10.3	651.456	136	339	0
1979	10	12.9	5.5	469.0492258	162	339	0
1979	11	10.2	2.6	343.54905	79	339	0
1979	12	2.6	-4.3	353.8514032	60	339	0
1980	1	-0.4	-7.8	460.998871	24	340	0
1980	2	-1.5	-10.5	619.9682069	20	340	0
1980	3	4.4	-3.7	648.8580968	166	340	0
1980	4	12.1	3.1	722.71745	117	340	0
1980	5	19.5	8.2	811.4585323	46	340	0
1980	6	21.9	10.8	766.0341	100	340	0
1980	7	27.1	16.2	747.3230323	51	340	0
1980	8	25.5	16.8	619.2942097	45	340	0
1980	9	21.8	11.6	656.56305	51	340	0
1980	10	13.4	4.1	486.7866774	69	340	0
1980	11	6.2	-1.3	390.9659	84	340	0
1980	12	-0.9	-10.1	395.96505	24	340	0
1981	1	-5.6	-14.6	448.8459677	18	341	0
1981	2	3.7	-4.6	505.6600714	211	341	0
1981	3	4.8	-2.4	706.8573871	21	341	0
1981	4	13.8	3.4	765.0877	107	341	0
1981	5	20.5	8.2	791.2238226	70	341	0
1981	6	23.6	13.3	722.7623	85	341	0
1981	7	25.9	16.8	704.3205	132	341	0
1981	8	24.7	14.7	728.2501452	58	341	0
1981	9	19	10.5	575.2201	93	341	0
1981	10	12.4	3.7	493.799129	152	341	0
1981	11	7.2	0.4	333.749	61	341	0
1981	12	-0.2	-6.7	399.4480645	126	341	0
1982	1	-6	-14.2	526.3584677	92	342	0
1982	2	-0.1	-8.5	655.906875	96	342	0
1982	3	4.3	-4.3	764.1175645	71	342	0
1982	4	10	0.4	881.40715	117	342	0
1982	5	20.4	8.5	872.4381774	46	342	0
1982	6	20.4	11.8	678.26135	217	342	0
1982	7	26.4	15.1	831.7756452	70	342	0
1982	8	23.4	13	727.1587742	79	342	0
1982	9	20.5	10.4	615.7606	52	342	0
1982	10	14.6	2.9	550.0409032	46	342	0
1982	11	9.7	1.1	361.7367	99	342	0
1982	12	4.4	-3.2	326.1928548	51	342	0
1983	1	-0.4	-8	429.0849194	101	343	0
1983	2	1.7	-6.7	574.9226786	68	343	0
1983	3	4.9	-1.1	574.3970323	137	343	0
1983	4	11.4	3.3	691.2061	156	343	0
1983	5	16.8	7.9	697.0520323	170	343	0
1983	6	24.7	13.9	826.9586	58	343	0
1983	7	27	16	773.8505806	68	343	0
1983	8	26.5	15.8	704.6727581	60	343	0
1983	9	23.5	11.9	659.7669	52	343	0
1983	10	14.3	5.6	459.8785645	107	343	0
1983	11	8.5	0.5	349.7871	170	343	0
1983	12	-0.2	-7.6	386.7334355	135	343	0
1984	1	-3.1	-10.6	463.514371	59	344	0
1984	2	4	-4	533.5603448	144	344	0
1984	3	0.5	-5.9	663.8686935	118	344	0
1984	4	11.2	2.2	843.232	98	344	0
1984	5	17.9	7	784.2956613	258	344	0
1984	6	24.4	13.9	719.8464	63	344	0
1984	7	24.6	15.7	706.0830484	159	344	0
1984	8	25.9	17	701.6307581	23	344	0
1984	9	20.3	9.3	690.83105	19	344	0
1984	10	16.2	6.6	476.8297258	88	344	0
1984	11	8.3	-0.1	360.51535	87	344	0
1984	12	3.8	-2.9	358.3138	72	344	0
1985	1	-3.6	-11.8	471.2722258	29	345	0
1985	2	2.3	-6.9	559.8603214	45	345	0
1985	3	8.3	-3.7	763.7722258	75	345	0
1985	4	13.4	1.9	807.4612	27	345	0
1985	5	21.4	9.9	789.7154032	63	345	0
1985	6	21.2	11.4	721.80875	70	345	0
1985	7	26.2	15.7	782.3613871	73	345	0
1985	8	24	14.9	665.8803387	192	345	0
1985	9	20.6	11.3	645.2797	81	345	0
1985	10	15	4.5	505.8067258	61	345	0
1985	11	7.1	1.2	315.1733	128	345	0
1985	12	-1.7	-8.2	409.0049516	36	345	0
1986	1	-0.2	-9	470.1544355	130	347	0
1986	2	-2	-10.6	591.2239821	71	347	0
1986	3	6	-3.4	749.7970161	95	347	0
1986	4	13.9	3.7	782.07935	40	347	0
1986	5	19.7	8.7	751.1249032	41	347	0
1986	6	21.3	10.9	750.5329	157	347	0
1986	7	24.4	15.7	648.1649032	121	347	0
1986	8	23.2	13.7	728.3268871	85	347	0
1986	9	19.1	8.5	634.40065	32	347	0
1986	10	14.4	4.5	486.486629	56	347	0
1986	11	6.4	-2.2	423.4347	135	347	0
1986	12	1.3	-4.5	377.091	119	347	0
1987	1	-1.8	-9.9	504.2253387	104	348	0
1987	2	0.2	-9.5	653.2068214	3	348	0
1987	3	6.9	-2.3	692.1631935	68	348	0
1987	4	12.3	2.9	722.60175	190	348	0
1987	5	19.3	7.4	791.681129	26	348	0
1987	6	23.2	13.6	711.65965	92	348	0
1987	7	26.7	17.1	750.1895323	41	348	0
1987	8	24.5	13.6	707.1542903	81	348	0
1987	9	19.7	11	569.21605	133	348	0
1987	10	14.2	2.4	542.9064194	98	348	0
1987	11	8.1	-1.8	386.4198	48	348	0
1987	12	2.4	-4.7	319.5131613	54	348	0
1988	1	-2	-13	460.6327742	60	349	0
1988	2	0.8	-9.5	592.0663966	78	349	0
1988	3	5.8	-4.7	740.3470645	62	349	0
1988	4	11	2.2	757.0173	90	349	0
1988	5	18.8	7.9	747.2727097	72	349	0
1988	6	23.8	11.6	805.97595	61	349	0
1988	7	26.6	17.6	627.7163226	162	349	0
1988	8	26	17.9	669.7293871	88	349	0
1988	9	21	9.3	718.2903	51	349	0
1988	10	12.2	2.6	477.0322742	50	349	0
1988	11	9.3	0.9	340.275	144	349	0
1988	12	0.3	-7.1	359.6099	35	349	0
1989	1	1.1	-6.2	411.1870645	41	351	0
1989	2	0	-8.4	537.502875	66	351	0
1989	3	5.6	-3.9	693.3344516	59	351	0
1989	4	10.7	0.9	714.3162	105	351	0
1989	5	19.7	9.6	727.4896452	195	351	0
1989	6	23.2	14.5	676.5538	116	351	0
1989	7	26	16.2	741.525871	101	351	0
1989	8	25.7	15.5	685.4665161	125	351	0
1989	9	21.7	11.4	600.50835	122	351	0
1989	10	15.9	5.8	496.7499194	152	351	0
1989	11	7.4	-0.6	354.49245	102	351	0
1989	12	-6.2	-14	413.5968871	24	351	0
1990	1	3.4	-2.9	413.4371129	74	352	0
1990	2	2.5	-6.7	589.5957321	103	352	0
1990	3	8	-2.6	719.9745968	64	352	0
1990	4	12.5	2.8	747.0463	87	352	0
1990	5	16.4	6.7	693.3986129	162	352	0
1990	6	25.2	13.8	789.5745	35	352	0
1990	7	26.8	16.6	725.3698065	48	352	0
1990	8	25.5	16.2	658.8672581	169	352	0
1990	9	21.6	10.4	682.2491	26	352	0
1990	10	17.7	7.3	490.8061935	156	352	0
1990	11	10	1.2	361.777	63	352	0
1990	12	4.8	-2.7	297.6781935	145	352	0
1991	1	-0.5	-8.6	458.4047419	88	353	0
1991	2	3.7	-5.4	559.8867857	56	353	0
1991	3	7.5	-1.2	639.2974355	88	353	0
1991	4	15.5	4.1	765.8664	56	353	0
1991	5	22.3	9.7	799.7201613	143	353	0
1991	6	24.7	13.2	732.8152	80	353	0
1991	7	25.6	15.2	741.2396613	68	353	0
1991	8	25.8	16.4	683.162371	242	353	0
1991	9	20.9	9.8	644.43145	187	353	0
1991	10	16.1	5.7	468.5	66	353	0
1991	11	7.5	1	278.4797508	120	353	0
1991	12	1.8	-6.3	255.2580645	88	353	0
1992	1	-0.1	-9.1	310.0550162	47	355	0
1992	2	0.8	-7.8	365.324159	53	355	0
1992	3	3.6	-5.2	427.5965347	95	355	0
1992	4	9.8	1.1	558.0241546	75	355	0
1992	5	19	6.5	723.6984479	55	355	0
1992	6	22.9	11.9	725.5905172	99	355	0
1992	7	23.6	13.9	640.4656652	122	355	0
1992	8	23.1	13.6	664.5429234	145	355	0
1992	9	19.6	10.4	608.3882979	70	355	0
1992	10	11.7	2.6	474.5144509	57	355	0
1992	11	5.8	-1.1	285.4046823	125	355	0
1992	12	0.7	-5.7	234.0990099	80	355	0
1993	1	-0.1	-8.1	305.4440789	60	356	0
1993	2	-2.6	-13.5	463.7948718	58	356	0
1993	3	3.4	-5.7	540.1351351	148	356	0
1993	4	12.9	2.8	552.7250608	92	356	0
1993	5	20.1	7.3	736.9314159	26	356	0
1993	6	23.8	11.7	772.7188841	77	356	0
1993	7	26.9	14.7	747.4808511	143	356	0
1993	8	25.4	15.3	732.549884	80	356	0
1993	9	19.5	9.9	505.8938992	126	356	0
1993	10	13.5	2	513.5344828	92	356	0
1993	11	8.1	-1.1	315.7819315	109	356	0
1993	12	1.3	-6.6	240.1645161	148	356	0
1994	1	-4.7	-15.3	295.0189274	137	358	0
1994	2	-1.9	-11.8	431.2523962	48	358	0
1994	3	4.4	-5	523.4071038	146	358	0
1994	4	13.3	1.9	635.4843373	92	358	0
1994	5	17.8	5.6	703.2444934	99	358	0
1994	6	24.8	13.7	689.1939655	73	358	0
1994	7	27.8	17.3	717.8914894	162	358	0
1994	8	23.9	14	634.4953917	121	358	0
1994	9	19.2	8.3	545.4010695	87	358	0
1994	10	15.1	3.3	510.0890805	26	358	0
1994	11	10.1	0.7	349.11875	80	358	0
1994	12	3.6	-4.5	270.5225806	116	358	0
1995	1	1	-5.5	260.1451613	90	359	0
1995	2	-0.9	-9.8	477.3616352	39	359	0
1995	3	6.8	-2.1	527.7069892	46	359	0
1995	4	10.7	-0.4	627.9975904	40	359	0
1995	5	17.6	6.4	625.3488889	27	359	0
1995	6	20.2	10.2	714.1309013	49	359	0
1995	7	25.7	12.7	705.8877119	210	359	0
1995	8	26.6	12.1	783.9093023	45	359	0
1995	9	20.4	6	625.6649077	75	359	0
1995	10	17.1	4.4	487.8979592	246	359	0
1995	11	5.1	-2.7	263.7468354	119	359	0
1995	12	-1.9	-9.5	289.2451613	49	359	0
1996	1	-1	-10.6	311.0909091	123	361	0
1996	2	-0.5	-10.2	396.9909091	62	361	0
1996	3	4.2	-6.7	599.6162162	52	361	0
1996	4	11.3	-0.2	563.4230769	100	361	0
1996	5	17.2	6.2	648.4298246	104	361	0
1996	6	23.4	13.9	621.1605996	115	361	0
1996	7	24.3	15.3	652.1148936	184	361	0
1996	8	25.6	16.7	681.9631336	25	361	0
1996	9	20.3	11.2	486.0452128	148	361	0
1996	10	14.4	3.5	512.3710145	111	361	0
1996	11	5.6	-2.7	317.16875	92	361	0
1996	12	3.4	-1.6	189.9322581	200	361	0
1997	1	-1	-11.1	301.9322581	80	362	0
1997	2	3.4	-6.9	418.6107595	50	362	0
1997	3	3.9	-5	503.8064516	98	362	0
1997	4	10.6	0	672.6101695	106	362	0
1997	5	16.1	5.7	651.1274725	73	362	0
1997	6	24.4	12.4	776.1995708	31	362	0
1997	7	25.7	14.5	776.9034335	88	362	0
1997	8	24.6	13.9	665.1224018	96	362	0
1997	9	20.5	9.5	581.8601583	20	362	0
1997	10	14.1	3	479.8587896	48	362	0
1997	11	5.7	-2.7	293.5873016	105	362	0
1997	12	2.6	-5.7	292.2491803	42	362	0
1998	1	1.6	-6.9	267.1225806	126	364	0
1998	2	3.7	-6.7	434.4649682	63	364	0
1998	3	6.5	-3.2	497.9489247	115	364	0
1998	4	13.9	1.2	619.0748792	55	364	0
1998	5	21	8.4	702.8417582	53	364	0
1998	6	21.8	12.2	558.544086	179	364	0
1998	7	26.2	14.7	749.4894068	40	364	0
1998	8	26.7	14.5	683.5806452	35	364	0
1998	9	22.9	9.7	628.7275132	46	364	0
1998	10	14.5	3	463.4884393	89	364	0
1998	11	8	-2	311.2365931	52	364	0
1998	12	5.7	-4.8	282.3709677	32	364	0
1999	1	0.7	-11.1	256.7411003	134	365	0
1999	2	2.6	-8.9	389.4267516	58	365	0
1999	3	5.8	-4.7	601.2162162	110	365	0
1999	4	13.5	0	722.5301205	12	365	0
1999	5	19.9	7.3	754.4469027	55	365	0
1999	6	26.2	14.8	818.9248927	48	365	0
1999	7	28.2	17.4	798.5191489	38	365	0
1999	8	25.5	15.5	688.6589862	82	365	0
1999	9	22.6	13	562.5946667	229	365	0
1999	10	13.7	2.8	510.2745665	91	365	0
1999	11	10.6	1.6	318.6038339	80	365	0
1999	12	2.8	-6.1	307.2326389	52	365	0
2000	1	-1.8	-11.6	323.55	83	367	0
2000	2	1.6	-7.3	407.3878205	79	367	0
2000	3	9	-1.7	563.8494624	71	367	0
2000	4	10.7	1.5	484.5429975	92	367	0
2000	5	17.8	7.8	636.0623608	67	367	0
2000	6	22.2	13.1	611.8859649	139	367	0
2000	7	23.5	14.5	669.8771552	118	367	0
2000	8	23.2	14.7	663.1173709	91	367	0
