Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1930,1,0,0,0,0,0.02316004,0,0,0,0,46,93,6.97684,0.05011443,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1930.08,1,0,0,0,0,0.02547339,0,0,0,0,46,93,6.951367,0.04993146,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1930.17,1,0,0,0,0,0.0400328,0,0,0,0,46,93,6.911335,0.04964391,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1930.25,1,0,0,0,0,0.0718065,0,0,0,0,46,93,6.839528,0.04912812,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9944156,2.1,0,1,151.5,fTemp,
1930.33,1,0,0.04657932,3.625913,0.2938189,0.1121011,3.332093,0.7103662,0.1406888,2.784364,46,93,8.806556,0.06202368,1,177.5536,4.2,0.8303099,1,1.021269,0.8252396,0.4003611,1,True,0.9944156,2.1,0.02,1,151.5,fTemp,
1930.42,1,0,0.04657932,4.189032,0.4115437,0.1656386,3.777488,1.077276,0.1051721,2.784364,46,93,12.4184,0.08746155,1,188.4466,3,0.8262712,1,1.021269,0.964065,0.5915663,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1930.5,1,0,0.04657932,4.3031,0.4896325,0.1942641,3.813467,1.242243,0.09207426,2.784364,46,93,16.03761,0.1129512,1,187.717,3,0.8169339,1,1.021269,0.9923627,0.6938004,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1930.58,1,0,0.04657932,3.958401,0.4535093,0.1716135,3.504892,1.027063,0.1023534,2.784364,46,93,19.37089,0.1364272,1,184.98,3.2,0.8004903,1,1.021269,0.9770412,0.6129054,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1930.67,1,0,0.04657932,3.069164,0.3250488,0.1197331,2.744115,0.600922,0.1369648,2.784364,46,93,21.99527,0.1549104,1,188.5224,3,0.7730018,1,1.021269,0.8729697,0.4276183,1,True,0.9944156,2.1,0.02,1,151.5,fRad,
1930.75,1,0,0,0,0,0.07967187,0,0,0,0,46,93,21.9156,0.1574191,1,188.25,3,0.7177077,1,0,0.6455868,0.2845424,1,False,0.9944156,2.1,0.02,1,151.5,fTemp,
1930.83,1,0,0,0,0,0.04420323,0,0,0,0,46,93,21.8714,0.1571016,1,188.5732,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9944156,2.1,0.02,1,151.5,fTemp,
1930.92,2,0,0,0,0,0.02855612,0,0,0,0,50,102,6.869434,0.0451377,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931,2,0,0,0,0,0.02533103,0,0,0,0,50,102,6.844102,0.04497125,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.08,2,0,0,0,0,0.02786123,0,0,0,0,50,102,6.816241,0.04478817,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.17,2,0,0,0,0,0.04378542,0,0,0,0,50,102,6.772455,0.04450047,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.25,2,0,0,0,0,0.07853754,0,0,0,0,50,102,6.693918,0.04398441,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.33,2,0,0.0509366,3.947237,0.3211924,0.1226093,3.626045,0.7733181,0.140637,3.043768,50,102,8.827658,0.05687426,1,182.2454,3.8,0.8265529,1,1.021269,0.8252396,0.4003611,1,True,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.42,2,0,0.0509366,4.56019,0.449885,0.1811653,4.110305,1.172726,0.1051241,3.043768,50,102,12.7568,0.08218868,1,186.2753,3,0.8224471,1,1.021269,0.964065,0.5915663,1,True,0.9938938,2.1,0.02,1,151.5,fRad,
1931.5,2,0,0.0509366,4.683711,0.5352488,0.2124742,4.148462,1.35212,0.09202306,3.043768,50,102,16.69279,0.1075472,1,183.3337,3.4,0.8129589,1,1.021269,0.9923627,0.6938004,1,True,0.9938938,2.1,0.02,1,151.5,fRad,
1931.58,2,0,0.0509366,4.306947,0.4957603,0.1877003,3.811186,1.117498,0.1022911,3.043768,50,102,20.31627,0.1308924,1,184.1292,3,0.7962621,1,1.021269,0.9770412,0.6129054,1,True,0.9938938,2.1,0.02,1,151.5,fRad,
1931.67,2,0,0.0509366,3.337193,0.3553318,0.1309567,2.981861,0.6534004,0.1368777,3.043768,50,102,23.16717,0.14926,1,187.838,3,0.7683871,1,1.021269,0.8729697,0.4276183,1,True,0.9938938,2.1,0.02,1,151.5,fRad,
1931.75,2,0,0,0,0,0.0871402,0,0,0,0,50,102,23.08004,0.1516544,1,188.2616,3,0.7126734,1,0,0.6455868,0.2845424,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.83,2,0,0,0,0,0.04834678,0,0,0,0,50,102,23.03168,0.1513367,1,188.5732,3,0.6773163,1,0,0.03298431,0.1578687,1,False,0.9938938,2.1,0.02,1,151.5,fTemp,
1931.92,3,0,0,0,0,0.03123293,0,0,0,0,54,111,7.509644,0.04537885,1,188.5732,3,0.654504,1,0,0,0.1019861,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932,3,0,0,0,0,0.02755949,0,0,0,0,54,111,7.482085,0.04521232,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.08,3,0,0,0,0,0.03031228,0,0,0,0,54,111,7.451772,0.04502915,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.17,3,0,0,0,0,0.04769675,0,0,0,0,54,111,7.404077,0.04474093,1,188.5732,3,0.8188882,1,0,0,0.1431525,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.25,3,0,0,0,0,0.08555433,0,0,0,0,54,111,7.318522,0.04422395,1,188.5732,3,0.8543969,1,0,0.5283893,0.2567746,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.33,3,0,0.05540764,4.282225,0.3492606,0.1335267,3.932964,0.8389468,0.1406081,3.309755,54,111,9.62857,0.05704956,1,177.1541,3.8,0.822547,1,1.021269,0.8252396,0.4007545,1,True,0.9933584,2.1,0.02,1,151.5,fRad,
1932.42,3,0,0.05540764,4.938609,0.4891993,0.1971414,4.44941,1.270042,0.1050773,3.309755,54,111,13.88084,0.08224436,1,186.0421,3,0.8183712,1,1.021269,0.964065,0.5916813,1,True,0.9933584,2.1,0.02,1,151.5,fRad,
1932.5,3,0,0.05540764,5.062536,0.5820228,0.2310195,4.480514,1.461481,0.09195159,3.309755,54,111,18.13033,0.1074227,1,188.2852,3,0.8087251,1,1.021269,0.9923627,0.69336,1,True,0.9933584,2.1,0.02,1,151.5,fRad,
1932.58,3,0,0.05540764,4.647729,0.5390835,0.2039841,4.108646,1.205919,0.1021893,3.309755,54,111,22.035,0.130558,1,184.974,3.2,0.7917646,1,1.021269,0.9770412,0.6122183,1,True,0.9933584,2.1,0.02,1,151.5,fRad,
1932.67,3,0,0.05540764,3.596107,0.3863833,0.1422922,3.209724,0.7040941,0.1367293,3.309755,54,111,25.10243,0.1487326,1,181.2279,3.6,0.7634891,1,1.021269,0.8729697,0.4270624,1,True,0.9933584,2.1,0.02,1,151.5,fRad,
1932.75,3,0,0,0,0,0.09468541,0,0,0,0,54,111,25.00775,0.1511154,1,187.9407,3,0.7073511,1,0,0.6455868,0.2841798,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.83,3,0,0,0,0,0.05255758,0,0,0,0,54,111,24.95519,0.1507978,1,188.5732,3,0.6773163,1,0,0.03298431,0.1577413,1,False,0.9933584,2.1,0.02,1,151.5,fTemp,
1932.92,4,0,0,0,0,0.03397442,0,0,0,0,59,121,8.16633,0.04540606,1,188.5732,3,0.654504,1,0,0,0.1019676,1,False,0.9927799,2.1,0.02,1,151.5,fTemp,
1933,4,0,0,0,0,0.02996895,0,0,0,0,59,121,8.136361,0.04523943,1,188.5732,3,0.6979063,1,0,0,0.08271444,1,False,0.9927799,2.1,0.02,1,151.5,fTemp,
1933.08,4,0,0,0,0,0.0329624,0,0,0,0,59,121,8.103397,0.04505615,1,188.5732,3,0.7743857,1,0,0,0.09097638,1,False,0.9927799,2.1,0.02,1,151.5,fTemp,
1933.17,4,0,0,0,0,0.05180218,0,0,0,0,59,121,8.051594,0.04476811,1,188.5732,3,0.8188882,1,0,0,0.1429743,1,False,0.9927799,2.1,0.02,1,151.5,fTemp,
1933.25,4,0,0,0,0,0.09291715,0,0,0,0,59,121,7.958677,0.04425148,1,188.5732,3,0.8543969,1,0,0.5283893,0.2564518,1,False,0.9927799,2.1,0.02,1,151.5,fTemp,
1933.33,4,0,0.06023998,4.621812,0.3795744,0.1450581,4.242238,0.9054767,0.1405214,3.597022,59,121,10.4372,0.0569026,1,170.5746,4,0.8182781,1,1.021269,0.8252396,0.4003611,1,True,0.9927799,2.1,0.02,1,151.5,fRad,
1933.42,4,0,0.06023998,5.33936,0.5316589,0.2143352,4.807702,1.373102,0.105017,3.597022,59,121,15.03056,0.0819452,1,183.1827,3,0.814029,1,1.021269,0.964065,0.5915663,1,True,0.9927799,2.1,0.02,1,151.5,fRad,
