Time,Age(yr),TopLayer(-),LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),water(mm),PressureHead(mm),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1940,1,0,0,0,0,0.06650975,0,0,0,0,46,93,6.933491,0.04980305,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1940.08,1,0,0,0,0,0.07315309,0,0,0,0,46,93,6.860337,0.04927759,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1940.17,1,0,0,0,0,0.1151073,0,0,0,0,46,93,6.745229,0.04845077,1,188.5732,3,0.7729196,1,0,0,0.164439,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1940.25,1,0,0,0,0,0.2064696,0,0,0,0,46,93,6.538758,0.0469677,1,188.5732,3,0.8154093,1,0,0.606814,0.2949565,1,False,0.9944156,2.3,0,1,201.25,fTemp,
1940.33,1,0,0.04657932,3.680301,0.3836822,0.3222421,3.296619,0.6846676,0.1444154,2.784364,46,93,8.260171,0.05817555,1,188.5732,3,0.6816767,1,1.021269,0.8801895,0.4603459,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.42,1,0,0.04657932,4.108011,0.5368466,0.4757644,3.571165,1.003175,0.1067721,2.784364,46,93,11.35557,0.07997613,1,188.5732,3,0.6755474,1,1.021269,0.9884925,0.6796634,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.5,1,0,0.04657932,4.140967,0.6385149,0.557523,3.502452,1.135163,0.09254193,2.784364,46,93,14.3005,0.100717,1,188.5732,3,0.6615778,1,1.021269,0.9999998,0.7964615,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.58,1,0,0.04657932,3.788284,0.5915011,0.4922779,3.196783,0.9333647,0.1027274,2.784364,46,93,17.00501,0.1197645,1,184.0199,3,0.6376343,1,1.021269,0.9954438,0.7032541,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.67,1,0,0.04657932,2.944223,0.4242894,0.343396,2.519934,0.5473943,0.1380745,2.784364,46,93,19.18154,0.1350936,1,187.5748,3,0.5993735,1,1.021269,0.9206426,0.4905658,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.75,1,0,0.04657932,1.950308,0.291472,0.2285058,1.658836,0.2527298,0.1968665,2.784364,46,93,20.61187,0.1451673,1,187.7941,3,0.5379782,1,1.021269,0.7175319,0.3264368,1,True,0.9944156,2.3,0.02,1,201.25,fRad,
1940.83,1,0,0,0,0,0.126838,0,0,0,0,46,93,20.48503,0.1471434,1,188.5732,3,0.6124218,1,0,0.1217329,0.1811972,1,False,0.9944156,2.3,0.02,1,201.25,fTemp,
1940.92,2,0,0,0,0,0.08199099,0,0,0,0,50,101,6.869434,0.04556353,1,188.5732,3,0.5878136,1,0,0,0.11713,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941,2,0,0,0,0,0.07206029,0,0,0,0,50,101,6.797375,0.04508557,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941.08,2,0,0,0,0,0.07925804,0,0,0,0,50,101,6.718117,0.04455987,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941.17,2,0,0,0,0,0.1245582,0,0,0,0,50,101,6.593558,0.04373369,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941.25,2,0,0,0,0,0.2234191,0,0,0,0,50,101,6.370138,0.0422518,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941.33,2,0,0.05045863,3.920391,0.4155079,0.3487919,3.504883,0.7293329,0.144136,3.015321,50,101,8.169334,0.05312934,1,188.5732,3,0.6707922,1,1.021269,0.8801895,0.459894,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.42,2,0,0.05045863,4.384155,0.581377,0.5153688,3.802779,1.070609,0.1065356,3.015321,50,101,11.45674,0.07450903,1,188.5732,3,0.6645705,1,1.021269,0.9884925,0.6795313,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.5,2,0,0.05045863,4.426205,0.6914785,0.6044344,3.734727,1.213356,0.09231991,3.015321,50,101,14.58704,0.09486691,1,188.5732,3,0.650405,1,1.021269,0.9999998,0.7969674,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.58,2,0,0.05045863,4.050371,0.640565,0.5339592,3.409806,0.9979385,0.1024827,3.015321,50,101,17.46288,0.11357,1,185.6354,3,0.6261736,1,1.021269,0.9954438,0.7040434,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.67,2,0,0.05045863,3.144765,0.4594834,0.3725383,2.685282,0.5846794,0.1377517,3.015321,50,101,19.77563,0.128611,1,185.0387,3,0.5875757,1,1.021269,0.9206426,0.4912044,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.75,2,0,0.05045863,2.082026,0.3156491,0.2478915,1.766376,0.2697984,0.1963671,3.015321,50,101,21.29412,0.1384865,1,187.7541,3,0.5267696,1,1.021269,0.7175319,0.3268534,1,True,0.993951,2.3,0.02,1,201.25,fRad,
1941.83,2,0,0,0,0,0.1375342,0,0,0,0,50,101,21.15658,0.1403272,1,188.5732,3,0.6124218,1,0,0.1217329,0.1813435,1,False,0.993951,2.3,0.02,1,201.25,fTemp,
1941.92,3,0,0,0,0,0.08884965,0,0,0,0,53,109,7.439011,0.04585215,1,188.5732,3,0.5878136,1,0,0,0.1171513,1,False,0.9934892,2.3,0.02,1,201.25,fTemp,
1942,3,0,0,0,0,0.07757998,0,0,0,0,53,109,7.361432,0.04537397,1,188.5732,3,0.6349207,1,0,0,0.09501394,1,False,0.9934892,2.3,0.02,1,201.25,fTemp,
1942.08,3,0,0,0,0,0.08532907,0,0,0,0,53,109,7.276102,0.04484802,1,188.5732,3,0.7209705,1,0,0,0.1045044,1,False,0.9934892,2.3,0.02,1,201.25,fTemp,
1942.17,3,0,0,0,0,0.1340992,0,0,0,0,53,109,7.142003,0.04402147,1,188.5732,3,0.7729196,1,0,0,0.1642343,1,False,0.9934892,2.3,0.02,1,201.25,fTemp,
1942.25,3,0,0,0,0,0.2405327,0,0,0,0,53,109,6.90147,0.04253889,1,188.5732,3,0.8154093,1,0,0.606814,0.2945857,1,False,0.9934892,2.3,0.02,1,201.25,fTemp,
1942.33,3,0,0.0543152,4.155939,0.4471273,0.3755088,3.708812,0.7731533,0.1438778,3.244782,53,109,8.77462,0.05303079,1,188.5732,3,0.6596254,1,1.021269,0.8801895,0.459894,1,True,0.9934892,2.3,0.02,1,201.25,fRad,
1942.42,3,0,0.0543152,4.648489,0.6256187,0.5548452,4.022871,1.135159,0.1062928,3.244782,53,109,12.24265,0.07399035,1,188.5732,3,0.6533172,1,1.021269,0.9884925,0.6795313,1,True,0.9934892,2.3,0.02,1,201.25,fRad,
1942.5,3,0,0.0543152,4.692375,0.7440987,0.6507331,3.948277,1.286321,0.09206254,3.244782,53,109,15.54019,0.09391956,1,188.5732,3,0.6389704,1,1.021269,0.9999998,0.7969674,1,True,0.9934892,2.3,0.02,1,201.25,fRad,
