Time,Year,Month,Ecoregion,SoilType,NrOfCohorts,MaxLayerRatio,Layers,SumCanopyProp,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),Potential Evapotranspiration(mm),Potential Evaporation(mm),Evaporation(mm),PotentialTranspiration(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),Water(m/m),PressureHead(m),Surface Water (mm),Available Water (mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,SoilDiffusivity(mm2_s),ActiveLayerDepth(mm/mo),LeakageFrac(-),AverageAlbedo(ratio_W_m2),FrostDepth(mm/mo),SPEI,Canopy%N
1901,1901,1,eco999,SALO,1,0.999999999933871,1,0.02402076,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.1839697,3.37,0,102.9133,30.141,0,0.2058431,0,0,0.0001969315,4.996318,2.474138,0,0.1679484,0,0,0,0,0,350,0.4093428,0,0.1,0.7499999,250,0,0
1901.083,1901,2,eco999,SALO,1,0.999999999933871,1,0.02402076,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.1839697,3.37,0,102.9133,52.1305,0,0.2462872,0,0,0.0002350916,4.996318,2.474138,0,0.1677133,0,0,0,0,0,520,0.4093428,0,0.1,0.7499999,0,0,0
1901.167,1901,3,eco999,SALO,1,0.999999999933871,1,0.02402076,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,9.445465,0,0,0,0,0,0,2.392987,0.1960611,2.5,0,115.0047,68.62911,0,0.3765831,0,0,0.0005235146,4.996318,2.474138,0,0.1671898,0,0,0,0,0,685,0.4093428,0,0.1,0.7499999,0,0,0
1901.25,1901,4,eco999,SALO,1,0.999999999933871,1,0.02402076,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,60.251,49.46592,49.46592,40.97868,0,0,0,7.555,0.2314555,1.16,0,150.399,0,0,0.6480249,0,0,0.001357098,4.996318,2.474138,0,0.1658327,0,0,0,0,0,889,0.4093428,0,0.1,0.24,0,0,0
1901.333,1901,5,eco999,SALO,1,0.999999999933871,1,0.02402076,996,4.91,12.56,16.385,20.21,110.41,375,0,0,63.63866,81.02394,81.02394,42.29349,0.04810108,0.04810108,0,11.041,0.2248442,1.32,0,143.7878,0,0.002479762,0.9965439,0.2115006,0.1911668,0.002595401,4.996318,2.474138,0.147562,0.2880011,0,0,0,0,0,994.6095,0.4093428,0,0.1,0.234235,0,0,2.3
1901.417,1901,6,eco999,SALO,1,0.999999999933871,1,0.02402076,968,10.6,17.96,21.64,25.32,129.3,375,0,0,65.03582,114.0197,113.8643,42.98516,0.06783515,0.06783515,0.03205935,12.9268,0.2330966,1.12,0,152.0402,0,0.002479762,1.308112,0.2272287,0.1987776,0.004321635,4.996318,2.474138,0.147562,0.4824571,0,0,0,0,0,966.6486,0.4093428,0,0.1,0.234235,0,0,2.3
1901.5,1901,7,eco999,SALO,1,0.999999999933871,1,0.02402076,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.72721,133.6777,133.4956,41.10012,0.07519759,0.07519759,0.02381764,9.603618,0.2196266,1.48,0,138.5702,0,0.002479762,1.468441,0.2243885,0.1905494,0.005238952,4.996318,2.474138,0.147562,0.6677674,0,0,0,0,0,906.7324,0.4093428,0,0.1,0.234235,0,0,2.3
1901.583,1901,8,eco999,SALO,1,0.999999999933871,1,0.02402076,816,12.06,19.03,22.515,26,112.18,375,0,0,55.69872,114.9885,114.8318,40.80509,0.06319129,0.06319129,0.02781452,11.21522,0.2239966,1.35,0,142.9402,0,0.002479762,1.319802,0.2097981,0.1784505,0.004524902,4.996318,2.474138,0.147562,0.8416929,0,0,0,0,0,814.8608,0.4093428,0,0.1,0.234235,0,0,2.3
1901.667,1901,9,eco999,SALO,1,0.999999999933871,1,0.02402076,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,53.02486,75.86906,75.76566,39.56825,0.03911763,0.03911763,0.02301678,9.280699,0.2148908,1.63,0,133.8343,0,0.002479762,0.9959317,0.1721061,0.1496202,0.002859791,4.996318,2.474138,0.147562,0.9884531,0,0,0,0,0,691.0339,0.4093428,0,0.1,0.234235,0,0,2.3
1901.75,1901,10,eco999,SALO,1,0.999999999933871,1,0.02402076,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,34.10569,49.86157,49.79361,35.31942,0.01845701,0.01845701,0.01482218,5.976518,0.1992358,2.32,0,118.1794,0,0.002479762,0.6941499,0.1165095,0.1010625,0.001607852,4.996318,2.474138,0.147562,1.087908,0,0,0,0,0,509.288,0.4093428,0,0.1,0.234235,0,0,2.3
1901.833,1901,11,eco999,SALO,1,0.999999999933871,1,0.02402076,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.73332,24.67068,24.63705,0,0,0,0.01272841,5.132278,0.214693,1.64,0,133.6366,8.44432,0,0.3477341,0,0,0.0006226253,4.996318,2.474138,0,1.087285,0,0.147561997175217,0,0,0.147562,318,0.4093428,0,0.1,0.4511079,0,0,0
1901.917,1901,12,eco999,SALO,1,0.999999999933871,1,0.02402076,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.214693,1.64,0,133.6366,42.91182,0,0.2206066,0,0,0.0002875527,6.31746,3.098678,0,0.1637974,0,0.147561997175217,0.0994459465146065,0.09944595,0.147562,287,0.4093428,0,0.1,0.7499999,0,0,0
1902,1902,1,eco999,SALO,1,0.999999999933871,1,0.02402076,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.214693,1.64,0,133.6366,73.05282,0,0.2058431,0,0,0.0002483918,6.31746,3.098678,0,0.163549,0,0,0,0.09944595,0.147562,350,0.4093428,0,0.1,0.7499999,0,0,0
1902.083,1902,2,eco999,SALO,1,0.999999999933871,1,0.02402076,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.214693,1.64,0,133.6366,95.04232,0,0.2462872,0,0,0.0002965236,6.31746,3.098678,0,0.1632525,0,0,0,0.09944595,0.147562,520,0.4093428,0,0.1,0.7499999,0,0,0
1902.167,1902,3,eco999,SALO,1,0.999999999933871,1,0.02402076,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.52746,0,0,0,0,0,0,2.392987,0.2057024,2,0,124.646,111.5409,0,0.3765831,0,0,0.0006603145,6.31746,3.098678,0,0.1625921,0,0,0,0.09944595,0.147562,685,0.4093428,0,0.1,0.7499999,0,0,0
1902.25,1902,4,eco999,SALO,1,0.999999999933871,1,0.02402076,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,92.32525,49.46592,49.46592,46.3517,0,0,0,7.555,0.2465614,0.86,0,165.5049,0,0,0.6480249,0,0,0.001711723,6.31746,3.098678,0,0.1608804,0,0,0,0.09944595,0.147562,889,0.4093428,0,0.1,0.24,0,0,0
1902.333,1902,5,eco999,SALO,1,0.999999999933871,1,0.0302642,996,4.91,12.56,16.385,20.21,110.41,375,0,0,71.91284,81.02394,81.02394,43.91843,0.06042625,0.06042625,0,11.041,0.2300387,1.19,0,148.9823,0,0.003936362,0.9965439,0.3347534,0.3025447,0.004124478,7.959486,3.904082,0.2337369,0.3959349,0,0,0,0.1252938,0.1859161,993.8097,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.417,1902,6,eco999,SALO,1,0.999999999933871,1,0.0302642,968,10.6,17.96,21.64,25.32,129.3,375,0,0,69.0666,114.0197,113.7731,43.75998,0.1073605,0.1073605,0.05088714,12.92491,0.2334289,1.11,0,152.3725,0,0.003936362,1.308112,0.3596273,0.3145611,0.006867721,7.959486,3.904082,0.2337369,0.7036282,0,0,0,0.1252938,0.1859161,965.8713,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.5,1902,7,eco999,SALO,1,0.999999999933871,1,0.0302642,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.11169,133.6777,133.3887,41.07035,0.1189974,0.1189974,0.03780524,9.60222,0.2205479,1.45,0,139.4914,0,0.003936362,1.468441,0.3550866,0.3014856,0.008325473,7.959486,3.904082,0.2337369,0.9967882,0,0,0,0.1252938,0.1859161,906.0032,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.583,1902,8,eco999,SALO,1,0.999999999933871,1,0.0302642,816,12.06,19.03,22.515,26,112.18,375,0,0,55.96528,114.9885,114.7398,40.88134,0.09997464,0.09997464,0.04414941,11.21358,0.2245235,1.33,0,143.467,0,0.003936362,1.319802,0.3319206,0.2822663,0.007190743,7.959486,3.904082,0.2337369,1.271864,0,0,0,0.1252938,0.1859161,814.2055,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.667,1902,9,eco999,SALO,1,0.999999999933871,1,0.0302642,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,54.60905,75.86906,75.70499,39.90822,0.06186372,0.06186372,0.03653405,9.279346,0.2134583,1.68,0,132.4019,0,0.003936362,0.9959317,0.2721822,0.2365647,0.004544633,7.959486,3.904082,0.2337369,1.503884,0,0,0,0.1252938,0.1859161,690.4782,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.75,1902,10,eco999,SALO,1,0.999999999933871,1,0.0302642,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,32.58463,49.86157,49.75374,35.25164,0.0291671,0.0291671,0.02352694,5.975647,0.1993737,2.31,0,118.3172,0,0.003936362,0.6941499,0.1841167,0.1596487,0.002555115,7.959486,3.904082,0.2337369,1.660978,0,0,0,0.1252938,0.1859161,508.8784,0.4093428,0,0.1,0.2327366,0,0,2.3
1902.833,1902,11,eco999,SALO,1,0.999999999933871,1,0.0302642,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.82494,24.67068,24.61732,0,0,0,0.02020353,5.13153,0.2147325,1.64,0,133.6761,8.44432,0,0.3477341,0,0,0.0009894441,7.959486,3.904082,0,1.659988,0,0.233736917376518,0,0.1252938,0.2337369,318,0.4093428,0,0.1,0.451108,0,0,0
1902.917,1902,12,eco999,SALO,1,0.999999999933871,1,0.0302642,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2147325,1.64,0,133.6761,42.91182,0,0.2206066,0,0,0.0004569639,9.926659,4.902801,0,0.2594616,0,0.233736917376518,0.157676503062248,0.1576765,0.2337369,287,0.4093428,0,0.1,0.75,0,0,0
1903,1903,1,eco999,SALO,1,0.999999999933871,1,0.0302642,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2147325,1.64,0,133.6761,73.05282,0,0.2058431,0,0,0.0003908141,9.926659,4.902801,0,0.2590708,0,0,0,0.1576765,0.2337369,350,0.4093428,0,0.1,0.75,0,0,0
1903.083,1903,2,eco999,SALO,1,0.999999999933871,1,0.0302642,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2147325,1.64,0,133.6761,95.04232,0,0.2462872,0,0,0.0004665436,9.926659,4.902801,0,0.2586042,0,0,0,0.1576765,0.2337369,520,0.4093428,0,0.1,0.75,0,0,0
1903.167,1903,3,eco999,SALO,1,0.999999999933871,1,0.0302642,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.55454,0,0,0,0,0,0,2.392987,0.2057148,2,0,124.6583,111.5409,0,0.3765831,0,0,0.001038924,9.926659,4.902801,0,0.2575653,0,0,0,0.1576765,0.2337369,685,0.4093428,0,0.1,0.75,0,0,0
1903.25,1903,4,eco999,SALO,1,0.999999999933871,1,0.0302642,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,96.14297,49.46592,49.46592,45.74477,0,0,0,7.555,0.2433629,0.91,0,162.3065,0,0,0.6480249,0,0,0.002693186,9.926659,4.902801,0,0.2548722,0,0,0,0.1576765,0.2337369,889,0.4093428,0,0.1,0.24,0,0,0
1903.333,1903,5,eco999,SALO,1,0.999999999933871,1,0.0377434,996,4.91,12.56,16.385,20.21,110.41,375,0,0,70.28664,81.02394,81.02394,43.66143,0.09461232,0.09461232,0,11.041,0.2286893,1.22,0,147.6328,0,0.006122356,0.9965439,0.5188196,0.468853,0.006423493,12.37984,6.114431,0.3626054,0.6171159,0,0,0,0.1966431,0.2915004,992.6246,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.417,1903,6,eco999,SALO,1,0.999999999933871,1,0.0377434,968,10.6,17.96,21.64,25.32,129.3,375,0,0,68.05917,114.0197,113.6364,43.60785,0.1663823,0.1663823,0.07913784,12.92209,0.2331547,1.12,0,152.0982,0,0.006122356,1.308112,0.5573338,0.4874207,0.01069584,12.37984,6.114431,0.3626054,1.093841,0,0,0,0.1966431,0.2915004,964.7194,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.5,1903,7,eco999,SALO,1,0.999999999933871,1,0.0377434,908,13.16,20.38,23.99,27.6,96.06,375,0,0,57.84911,133.6777,133.2284,41.01568,0.184388,0.184388,0.05879335,9.600121,0.2205065,1.45,0,139.4501,0,0.006122356,1.468441,0.5502111,0.4670578,0.01296616,12.37984,6.114431,0.3626054,1.547932,0,0,0,0.1966431,0.2915004,904.9228,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.583,1903,8,eco999,SALO,1,0.999999999933871,1,0.0377434,816,12.06,19.03,22.515,26,112.18,375,0,0,56.75248,114.9885,114.602,40.92849,0.1548687,0.1548687,0.06865957,11.21113,0.223571,1.36,0,142.5145,0,0.006122356,1.319802,0.5141715,0.4371408,0.01119892,12.37984,6.114431,0.3626054,1.973874,0,0,0,0.1966431,0.2915004,813.2346,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.667,1903,9,eco999,SALO,1,0.999999999933871,1,0.0377434,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,51.09942,75.86906,75.61402,39.56236,0.09578709,0.09578709,0.05681644,9.277319,0.2163092,1.58,0,135.2528,0,0.006122356,0.9959317,0.4214351,0.3661803,0.007077847,12.37984,6.114431,0.3626054,2.332977,0,0,0,0.1966431,0.2915004,689.6548,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.75,1903,10,eco999,SALO,1,0.999999999933871,1,0.0377434,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,34.77275,49.86157,49.69395,35.68082,0.04511994,0.04511994,0.03658824,5.974341,0.1995797,2.3,0,118.5232,0,0.006122356,0.6941499,0.2848187,0.2468605,0.003979356,12.37984,6.114431,0.3626054,2.575857,0,0,0,0.1966431,0.2915004,508.2716,0.4093428,0,0.1,0.2309416,0,0,2.3
1903.833,1903,11,eco999,SALO,1,0.999999999933871,1,0.0377434,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.96191,24.67068,24.58775,0,0,0,0.03141981,5.130409,0.2147915,1.64,0,133.7351,8.44432,0,0.3477341,0,0,0.001540968,12.37984,6.114431,0,2.574317,0,0.362605363130569,0,0.1966431,0.3626054,318,0.4093428,0,0.1,0.451108,0,0,0
1903.917,1903,12,eco999,SALO,1,0.999999999933871,1,0.0377434,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2147915,1.64,0,133.7351,42.91182,0,0.2206066,0,0,0.0007116791,15.43705,7.624168,0,0.4025015,0,0.362605363130569,0.246086999773979,0.246087,0.3626054,287,0.4093428,0,0.1,0.75,0,0,0
1904,1904,1,eco999,SALO,1,0.999999999933871,1,0.0377434,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2147915,1.64,0,133.7351,73.05282,0,0.2058431,0,0,0.000608094,15.43705,7.624168,0,0.4018933,0,0,0,0.246087,0.3626054,350,0.4093428,0,0.1,0.75,0,0,0
1904.083,1904,2,eco999,SALO,1,0.999999999933871,1,0.0377434,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2147915,1.64,0,133.7351,95.04232,0,0.2462872,0,0,0.0007259266,15.43705,7.624168,0,0.4011675,0,0,0,0.246087,0.3626054,520,0.4093428,0,0.1,0.75,0,0,0
1904.167,1904,3,eco999,SALO,1,0.999999999933871,1,0.0377434,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.59505,0,0,0,0,0,0,2.392987,0.2057333,2,0,124.6769,111.5409,0,0.3765831,0,0,0.001619326,15.43705,7.624168,0,0.3995481,0,0,0,0.246087,0.3626054,685,0.4093428,0,0.1,0.75,0,0,0
1904.25,1904,4,eco999,SALO,1,0.999999999933871,1,0.0377434,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,82.56654,49.63457,49.63457,45.79943,0,0,0,7.555,0.2569032,0.71,0,175.8468,0,0,0.6480249,0,0,0.004197246,15.43705,7.624168,0,0.3953509,0,0,0,0.246087,0.3626054,889,0.4093428,0,0.1,0.24,0,0,0
1904.333,1904,5,eco999,SALO,1,0.999999999933871,1,0.04701173,996,4.91,12.56,16.385,20.21,110.41,375,0,0,78.54763,81.21306,81.21305,45.52573,0.1466644,0.1466644,0,11.041,0.2320523,1.14,0,150.9958,0,0.009498365,0.9965439,0.8032425,0.7259697,0.009993933,19.2278,9.496369,0.5607648,0.9560655,0,0,0,0.3065165,0.4516473,990.8223,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.417,1904,6,eco999,SALO,1,0.999999999933871,1,0.04701173,968,10.6,17.96,21.64,25.32,129.3,375,0,0,71.09076,114.0726,113.4783,43.94156,0.2570933,0.2570933,0.1227556,12.91772,0.2330224,1.12,0,151.9659,0,0.009498365,1.308112,0.8611902,0.7530705,0.01662513,19.2278,9.496369,0.5607648,1.692511,0,0,0,0.3065165,0.4516473,962.9678,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.5,1904,7,eco999,SALO,1,0.999999999933871,1,0.04701173,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.03725,133.4698,132.7744,41.0906,0.2842852,0.2842852,0.09119797,9.59688,0.2199821,1.46,0,138.9257,0,0.009498365,1.468441,0.8483029,0.7197074,0.02013532,19.2278,9.496369,0.5607648,2.392083,0,0,0,0.3065165,0.4516473,903.2797,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.583,1904,8,eco999,SALO,1,0.999999999933871,1,0.04701173,816,12.06,19.03,22.515,26,112.18,375,0,0,55.74484,114.6486,114.0512,40.79496,0.238355,0.238355,0.1065021,11.20735,0.2240701,1.34,0,143.0137,0,0.009498365,1.319802,0.7913502,0.6722232,0.01738112,19.2278,9.496369,0.5607648,3.046925,0,0,0,0.3065165,0.4516473,811.758,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.667,1904,9,eco999,SALO,1,0.999999999933871,1,0.04701173,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,51.89941,75.58541,75.19157,39.51737,0.1472229,0.1472229,0.08813147,9.274187,0.2159738,1.59,0,134.9174,0,0.009498365,0.9959317,0.6477377,0.5622867,0.01098191,19.2278,9.496369,0.5607648,3.598229,0,0,0,0.3065165,0.4516473,688.4026,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.75,1904,10,eco999,SALO,1,0.999999999933871,1,0.04701173,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,33.66976,49.6535,49.39478,35.56398,0.06924044,0.06924044,0.05675427,5.972324,0.2004218,2.26,0,119.3653,0,0.009498365,0.6941499,0.437079,0.3783771,0.006173898,19.2278,9.496369,0.5607648,3.970432,0,0,0,0.3065165,0.4516473,507.3488,0.4093428,0,0.1,0.2287172,0,0,2.3
1904.833,1904,11,eco999,SALO,1,0.999999999933871,1,0.04701173,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,31.53292,24.57917,24.4511,0,0,0,0.04873719,5.128677,0.215047,1.63,0,133.9906,8.44432,0,0.3477341,0,0,0.00239197,19.2278,9.496369,0,3.968039,0,0.560764789581299,0,0.3065165,0.5607648,318,0.4093428,0,0.1,0.451108,0,0,0
1904.917,1904,12,eco999,SALO,1,0.999999999933871,1,0.04701173,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.215047,1.63,0,133.9906,42.91182,0,0.2206066,0,0,0.001105657,23.97598,11.79994,0,0.6224685,0,0.560764789581299,0.382205307483673,0.3822053,0.5607648,287,0.4093428,0,0.1,0.75,0,0,0
1905,1905,1,eco999,SALO,1,0.999999999933871,1,0.04701173,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.215047,1.63,0,133.9906,73.05282,0,0.2058431,0,0,0.0009432645,23.97598,11.79994,0,0.6215252,0,0,0,0.3822053,0.5607648,350,0.4093428,0,0.1,0.75,0,0,0
1905.083,1905,2,eco999,SALO,1,0.999999999933871,1,0.04701173,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.215047,1.63,0,133.9906,95.04232,0,0.2462872,0,0,0.001126044,23.97598,11.79994,0,0.6203992,0,0,0,0.3822053,0.5607648,520,0.4093428,0,0.1,0.75,0,0,0
1905.167,1905,3,eco999,SALO,1,0.999999999933871,1,0.04701173,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.77037,0,0,0,0,0,0,2.392987,0.2058135,2,0,124.757,111.5409,0,0.3765831,0,0,0.002507535,23.97598,11.79994,0,0.6178917,0,0,0,0.3822053,0.5607648,685,0.4093428,0,0.1,0.75,0,0,0
1905.25,1905,4,eco999,SALO,1,0.999999999933871,1,0.04701173,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,100.7836,49.46592,49.46592,44.21796,0,0,0,7.555,0.2403478,0.97,0,159.2914,0,0,0.6480249,0,0,0.006500243,23.97598,11.79994,0,0.6113914,0,0,0,0.3822053,0.5607648,889,0.4093428,0,0.1,0.24,0,0,0
1905.333,1905,5,eco999,SALO,1,0.999999999933871,1,0.05842555,996,4.91,12.56,16.385,20.21,110.41,375,0,0,68.27084,81.02394,81.02394,43.19965,0.2252672,0.2252672,0,11.041,0.2280211,1.24,0,146.9646,0,0.0146704,0.9965439,1.230981,1.1121,0.01544967,29.79703,14.66481,0.8627199,1.468255,0,0,0,0.4749996,0.696911,988.1135,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.417,1905,6,eco999,SALO,1,0.999999999933871,1,0.05842555,968,10.6,17.96,21.64,25.32,129.3,375,0,0,66.95412,114.0197,113.1034,43.35998,0.3946949,0.3946949,0.1895492,12.91105,0.2335117,1.11,0,152.4552,0,0.0146704,1.308112,1.322117,1.155778,0.02572545,29.79703,14.66481,0.8627199,2.598307,0,0,0,0.4749996,0.696911,960.3351,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.5,1905,7,eco999,SALO,1,0.999999999933871,1,0.05842555,908,13.16,20.38,23.99,27.6,96.06,375,0,0,58.88337,133.6777,132.6035,41.14506,0.437218,0.437218,0.1408206,9.591918,0.2193734,1.48,0,138.3169,0,0.0146704,1.468441,1.304652,1.106812,0.03118597,29.79703,14.66481,0.8627199,3.673934,0,0,0,0.4749996,0.696911,900.8102,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.583,1905,8,eco999,SALO,1,0.999999999933871,1,0.05842555,816,12.06,19.03,22.515,26,112.18,375,0,0,56.27854,114.9885,114.0644,40.80732,0.3669366,0.3669366,0.1644519,11.20156,0.2227346,1.38,0,141.6782,0,0.0146704,1.319802,1.218247,1.034974,0.02693544,29.79703,14.66481,0.8627199,4.681972,0,0,0,0.4749996,0.696911,809.5387,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.667,1905,9,eco999,SALO,1,0.999999999933871,1,0.05842555,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,52.72375,75.86906,75.25936,39.54706,0.2266592,0.2266592,0.1360855,9.269392,0.2136617,1.68,0,132.6053,0,0.0146704,0.9959317,0.9972341,0.8657703,0.01702351,29.79703,14.66481,0.8627199,5.530719,0,0,0,0.4749996,0.696911,686.5206,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.75,1905,10,eco999,SALO,1,0.999999999933871,1,0.05842555,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,32.52207,49.86157,49.46087,35.28045,0.1065003,0.1065003,0.08763536,5.969236,0.1994758,2.31,0,118.4193,0,0.0146704,0.6941499,0.6722808,0.5819697,0.009571077,29.79703,14.66481,0.8627199,6.103119,0,0,0,0.4749996,0.696911,505.9617,0.4093428,0,0.1,0.2259779,0,0,2.3
1905.833,1905,11,eco999,SALO,1,0.999999999933871,1,0.05842555,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,30.87329,24.67068,24.47242,0,0,0,0.07525603,5.126025,0.2147367,1.64,0,133.6803,8.44432,0,0.3477341,0,0,0.003706308,29.79703,14.66481,0,6.099412,0,0.862719893455505,0,0.4749996,0.8627199,318,0.4093428,0,0.1,0.451108,0,0,0
1905.917,1905,12,eco999,SALO,1,0.999999999933871,1,0.05842555,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2147367,1.64,0,133.6803,42.91182,0,0.2206066,0,0,0.001711718,37.0418,18.22877,0,0.9576553,0,0.862719893455505,0.591266512870789,0.5912665,0.8627199,287,0.4093428,0,0.1,0.75,0,0,0
1906,1906,1,eco999,SALO,1,0.999999999933871,1,0.05842555,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2147367,1.64,0,133.6803,73.05282,0,0.2058431,0,0,0.001457798,37.0418,18.22877,0,0.9561977,1,0,0,0.5912665,0.8627199,350,0.4093428,0,0.1,0.75,0,0,0
1906.083,1906,2,eco999,SALO,1,0.999999999933871,1,0.05842555,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2147367,1.64,0,133.6803,95.04232,0,0.2462872,0,0,0.001740281,37.0418,18.22877,0,0.9544576,1,0,0,0.5912665,0.8627199,520,0.4093428,0,0.1,0.75,0,0,0
1906.167,1906,3,eco999,SALO,1,0.999999999933871,1,0.05842555,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,30.55746,0,0,0,0,0,0,2.392987,0.2057161,2,0,124.6597,111.5409,0,0.3765831,0,0,0.00387535,37.0418,18.22877,0,0.9505823,1,0,0,0.5912665,0.8627199,685,0.4093428,0,0.1,0.75,0,0,0
1906.25,1906,4,eco999,SALO,1,0.999999999933871,1,0.05842555,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,88.38013,49.46592,49.46592,46.75692,0,0,0,7.555,0.250115,0.81,0,169.0585,0,0,0.6480249,0,0,0.01004601,37.0418,18.22877,0,0.9405362,1,0,0,0.5912665,0.8627199,889,0.4093428,0,0.1,0.24,0,0,0
1906.333,1906,5,eco999,SALO,1,0.999999999933871,1,0.07246793,996,4.91,12.56,16.385,20.21,110.41,375,0,0,74.39014,81.02394,81.02394,44.58308,0.3448919,0.3448919,0,11.041,0.230166,1.19,0,149.1095,0,0.02256982,0.9965439,1.880975,1.69896,0.02383031,45.94467,22.60999,1.320869,2.24733,1,0,0,0.7333754,1.070072,984.0717,0.4093428,0,0.1,0.2226077,0,0,2.3
