Time,Year,Month,Ecoregion,SoilType,NrOfCohorts,MaxLayerRatio,Layers,SumCanopyProp,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),Potential Evapotranspiration(mm),Potential Evaporation(mm),Evaporation(mm),PotentialTranspiration(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),Water(m/m),PressureHead(m),Surface Water (mm),Available Water (mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,SoilDiffusivity(mm2_s),ActiveLayerDepth(mm/mo),LeakageFrac(-),AverageAlbedo(ratio_W_m2),FrostDepth(mm/mo),SPEI,Canopy%N
1973.167,1973,3,eco999,SALO,5,0.999999999948981,2,1.579958,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,16.6082,0,0,0,0,0,0,2.392987,0.1993368,2.32,0,118.2803,111.5409,0,0.3765831,0,0,3.042952,29675.69,14616.2,0,234.3789,703,221,6237,575.6984,216.1481,685,0.4093428,0,0.1,0.75,0,0,0
1973.25,1973,4,eco999,SALO,5,0.999999999948981,2,1.579958,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,111.3993,49.46593,49.46592,39.81754,0,0,0,7.555,0.2276557,1.25,0,146.5993,0,0,0.6480249,0,0,7.8897,29675.69,14616.2,0,226.4892,703,221,6237,575.6984,216.1481,889,0.4093428,0,0.1,0.24,0,0,0
1973.333,1973,5,eco999,SALO,5,0.999999999948981,2,1.574678,996,4.91,12.56,16.385,20.21,110.41,375,0,0,32.82275,81.02396,81.02394,35.49149,52.54267,52.54267,0,11.041,0.2061678,1.98,0,125.1113,0,4.667552,0.9965439,226.636,198.6822,15.00277,29507.73,14533.48,220.5027,310.2834,703,221,6237,572.3914,215.4847,84.46578,0.4093428,0,0.1,0.1042305,0,0,2.231674
1973.417,1973,6,eco999,SALO,5,0.999999999948981,2,1.574678,968,10.6,17.96,21.64,25.32,129.3,375,0,0,8.840511,114.0196,8.735787,8.735788,74.1755,74.1755,48.25093,8.104907,0.1873602,3.09,0,106.3037,0,4.667552,1.308112,244.4776,205.3531,24.98416,29507.73,14533.48,220.5027,490.6523,703,221,6237,572.3914,215.4847,82.09124,0.4093428,0,0.1,0.1042305,0,0,2.231674
1973.5,1973,7,eco999,SALO,5,0.999999999948981,2,1.574678,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0,133.6777,10.26026,10.26026,81.22447,81.22447,35.82716,6.023284,0.150085,8.69,0,69.02855,0,4.667552,1.468441,238.4394,191.9013,30.2896,29507.73,14533.48,220.5027,652.264,703,221,6237,572.3914,215.4847,77.00294,0.4093428,0,0.1,0.1042305,0,0,2.231674
1973.583,1973,8,eco999,SALO,5,0.999999999948981,2,1.574678,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,8.825793,8.825794,66.02899,66.02899,41.83937,7.034062,0.1385368,12.61,0,57.48036,0,4.667552,1.319802,215.6953,172.5858,26.16352,29507.73,14533.48,220.5027,798.6862,703,221,6237,572.3914,215.4847,69.20088,0.4093428,0,0.1,0.1042305,0,0,2.231674
1973.667,1973,9,eco999,SALO,5,0.999999999948981,2,1.574678,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.86906,5.823231,5.823231,38.66367,38.66367,34.62247,5.820753,0.1464368,9.74,0,65.38037,0,4.667552,0.9959317,167.4465,136.5306,16.53591,29507.73,14533.48,220.5027,918.6808,703,221,6237,572.3914,215.4847,58.68506,0.4093428,0,0.1,0.1042305,0,0,2.231674
1973.75,1973,10,eco999,SALO,5,0.999999999948981,2,1.574678,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,0,49.86156,3.82706,3.827059,11.68458,11.68458,22.29593,3.748407,0.1646609,5.64,0,83.60445,0,3.046542,0.6941499,73.75869,58.56178,9.296554,29507.73,14533.48,145.1725,967.9461,703,296.330194473267,6237,572.3914,218.2152,110.7412,0.4093428,0,0.1,0.1042305,0,0,2.3
1973.833,1973,11,eco999,SALO,5,0.999999999948981,2,1.574678,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,3.773522,24.67068,4.618258,0,0,0,13.48182,3.785369,0.1949556,2.57,0,113.8992,8.44432,0,0.3477341,0,0,3.599296,29507.73,14533.48,0,964.3467,703,441.502683639526,6237,572.3914,220.5027,318,0.4093428,0,0.1,0.451108,0,0,0
1973.917,1973,12,eco999,SALO,5,0.999999999948981,2,1.574678,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.1949556,2.57,0,113.8992,42.91182,0,0.2206066,0,0,1.661855,30184.07,14866.65,0,244.7663,703,441.502683639526,6822.74700164795,585.747,220.5027,287,0.4093428,0,0.1,0.75,0,0,0
1974,1974,1,eco999,SALO,5,0.999999999948981,2,1.574678,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.1949556,2.57,0,113.8992,73.05282,0,0.2058431,0,0,1.162925,30184.07,14866.65,0,243.6033,716,222,6326,585.747,220.5027,350,0.4093428,0,0.1,0.75,0,0,0
1974.083,1974,2,eco999,SALO,5,0.999999999948981,2,1.574678,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.1949556,2.57,0,113.8992,95.04232,0,0.2462872,0,0,1.388187,30184.07,14866.65,0,242.2151,716,222,6326,585.747,220.5027,520,0.4093428,0,0.1,0.75,0,0,0
1974.167,1974,3,eco999,SALO,5,0.999999999948981,2,1.574678,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,16.98388,0,0,0,0,0,0,2.392987,0.1995086,2.31,0,118.4522,111.5409,0,0.3765831,0,0,3.092045,30184.07,14866.65,0,239.1231,716,222,6326,585.747,220.5027,685,0.4093428,0,0.1,0.75,0,0,0
1974.25,1974,4,eco999,SALO,5,0.999999999948981,2,1.574678,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,110.7184,49.46593,49.46592,39.0791,0,0,0,7.555,0.2292468,1.21,0,148.1903,0,0,0.6480249,0,0,8.017063,30184.07,14866.65,0,231.106,716,222,6326,585.747,220.5027,889,0.4093428,0,0.1,0.24,0,0,0
1974.333,1974,5,eco999,SALO,5,0.999999999948981,2,1.569674,996,4.91,12.56,16.385,20.21,110.41,375,0,0,36.82004,81.02396,81.02394,36.0307,53.04984,53.04984,0,11.041,0.2027152,2.14,0,121.6588,0,4.789971,0.9965439,228.8216,200.4027,15.24957,30022.25,14786.95,224.4506,314.6323,716,222,6326,582.5595,219.8732,78.38712,0.4093428,0,0.1,0.1052163,0,0,2.230697
1974.417,1974,6,eco999,SALO,5,0.999999999948981,2,1.569674,968,10.6,17.96,21.64,25.32,129.3,375,0,0,9.258345,114.0196,8.167848,8.167849,74.91595,74.91595,49.23551,8.00645,0.1824312,3.5,0,101.3747,0,4.789971,1.308112,246.8636,207.0879,25.3953,30022.25,14786.95,224.4506,496.3248,716,222,6326,582.5595,219.8732,76.18346,0.4093428,0,0.1,0.1052163,0,0,2.230697
1974.5,1974,7,eco999,SALO,5,0.999999999948981,2,1.569674,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0,133.6777,9.592175,9.592175,82.03253,82.03253,36.56003,5.949997,0.1443564,10.41,0,63.30001,0,4.789971,1.468441,240.758,193.4453,30.78817,30022.25,14786.95,224.4506,658.982,716,222,6326,582.5595,219.8732,71.46135,0.4093428,0,0.1,0.1052163,0,0,2.230697
1974.583,1974,8,eco999,SALO,5,0.999999999948981,2,1.569674,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,8.251112,8.251112,66.67183,66.67183,42.69523,6.948477,0.1319699,15.81,0,50.91343,0,4.789971,1.319802,217.7471,173.92,26.59429,30022.25,14786.95,224.4506,806.3079,716,222,6326,582.5595,219.8732,64.22077,0.4093428,0,0.1,0.1052163,0,0,2.230697
1974.667,1974,9,eco999,SALO,5,0.999999999948981,2,1.569674,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.86906,5.444058,5.444059,39.02602,39.02602,35.3307,5.74993,0.1392492,12.31,0,58.19278,0,4.789971,0.9959317,168.9788,137.5484,16.80818,30022.25,14786.95,224.4506,927.048,716,222,6326,582.5595,219.8732,54.46173,0.4093428,0,0.1,0.1052163,0,0,2.230697
1974.75,1974,10,eco999,SALO,5,0.999999999948981,2,1.569674,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,0,49.86156,3.577865,3.577865,11.71713,11.71713,22.75201,3.702799,0.1572793,6.98,0,76.2229,0,3.097671,0.6941499,73.96414,58.60995,9.449604,30022.25,14786.95,146.6749,976.2084,716,299.77569770813,6326,582.5595,222.3857,107.1101,0.4093428,0,0.1,0.1052163,0,0,2.3
1974.833,1974,11,eco999,SALO,5,0.999999999948981,2,1.569674,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,1.175833,24.67068,4.490196,0,0,0,13.67486,3.766064,0.189998,2.9,0,108.9416,8.44432,0,0.3477341,0,0,3.658515,30022.25,14786.95,0,972.5499,716,446.45062828064,6326,582.5595,224.4506,318,0.4093428,0,0.1,0.451108,0,0,0
1974.917,1974,12,eco999,SALO,5,0.999999999948981,2,1.569674,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.189998,2.9,0,108.9416,42.91182,0,0.2206066,0,0,1.689175,30697.41,15119.16,0,249.1487,716,446.45062828064,6921.96153259277,595.9615,224.4506,287,0.4093428,0,0.1,0.7500001,0,0,0
1975,1975,1,eco999,SALO,5,0.999999999948981,2,1.569674,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.189998,2.9,0,108.9416,73.05282,0,0.2058431,0,0,1.181559,30697.41,15119.16,0,247.9671,728,222,6418,595.9615,224.4506,350,0.4093428,0,0.1,0.7500001,0,0,0
1975.083,1975,2,eco999,SALO,5,0.999999999948981,2,1.569674,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.189998,2.9,0,108.9416,95.04232,0,0.2462872,0,0,1.410426,30697.41,15119.16,0,246.5567,728,222,6418,595.9615,224.4506,520,0.4093428,0,0.1,0.7500001,0,0,0
1975.167,1975,3,eco999,SALO,5,0.999999999948981,2,1.569674,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,13.58203,0,0,0,0,0,0,2.392987,0.1979528,2.39,0,116.8964,111.5409,0,0.3765831,0,0,3.141616,30697.41,15119.16,0,243.4151,728,222,6418,595.9615,224.4506,685,0.4093428,0,0.1,0.7500001,0,0,0
1975.25,1975,4,eco999,SALO,5,0.999999999948981,2,1.569674,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,114.3249,49.46593,49.46592,38.97329,0,0,0,7.555,0.2241904,1.34,0,143.134,0,0,0.6480249,0,0,8.145669,30697.41,15119.16,0,235.2694,728,222,6418,595.9615,224.4506,889,0.4093428,0,0.1,0.24,0,0,0
1975.333,1975,5,eco999,SALO,5,0.999999999948981,2,1.564957,996,4.91,12.56,16.385,20.21,110.41,375,0,0,33.55934,81.02396,81.02394,35.41647,53.48392,53.48392,0,11.041,0.2010996,2.22,0,120.0432,0,4.9031,0.9965439,230.6978,201.864,15.49925,30542.69,15042.95,227.9829,318.4545,728,222,6418,592.9127,223.8574,73.15276,0.4093428,0,0.1,0.1061545,0,0,2.22982
1975.417,1975,6,eco999,SALO,5,0.999999999948981,2,1.564957,968,10.6,17.96,21.64,25.32,129.3,375,0,0,3.638324,114.0196,7.67596,7.67596,75.5532,75.5532,50.1346,7.916541,0.1854809,3.24,0,104.4244,0,4.9031,1.308112,248.9142,208.5576,25.81123,30542.69,15042.95,227.9829,501.2009,728,222,6418,592.9127,223.8574,71.09625,0.4093428,0,0.1,0.1061545,0,0,2.22982
1975.5,1975,7,eco999,SALO,5,0.999999999948981,2,1.564957,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0.6324574,133.6777,9.013532,9.013534,82.72858,82.72858,37.22935,5.883065,0.1460539,9.86,0,64.99743,0,4.9031,1.468441,242.7525,194.7488,31.29254,30542.69,15042.95,227.9829,664.6571,728,222,6418,592.9127,223.8574,66.68946,0.4093428,0,0.1,0.1061545,0,0,2.22982
1975.583,1975,8,eco999,SALO,5,0.999999999948981,2,1.564957,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,7.753366,7.753367,67.22591,67.22591,43.47687,6.870313,0.1329074,15.3,0,51.85095,0,4.9031,1.319802,219.5131,175.0459,27.03007,30542.69,15042.95,227.9829,812.673,728,222,6418,592.9127,223.8574,59.93238,0.4093428,0,0.1,0.1061545,0,0,2.22982
1975.667,1975,9,eco999,SALO,5,0.999999999948981,2,1.564957,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.86906,5.115647,5.115647,39.33855,39.33855,35.97752,5.685248,0.1396203,12.16,0,58.56388,0,4.9031,0.9959317,170.2986,138.4093,17.08361,30542.69,15042.95,227.9829,933.9987,728,222,6418,592.9127,223.8574,50.82501,0.4093428,0,0.1,0.1061545,0,0,2.22982
1975.75,1975,10,eco999,SALO,5,0.999999999948981,2,1.564957,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,0,49.86156,3.362032,3.362032,11.74172,11.74172,23.16854,3.661145,0.1574668,6.95,0,76.41041,0,3.144337,0.6941499,74.11939,58.62825,9.604435,30542.69,15042.95,147.9833,983.0225,728,301.999629974365,6418,592.9127,226.1436,103.8862,0.4093428,0,0.1,0.1061545,0,0,2.3
1975.833,1975,11,eco999,SALO,5,0.999999999948981,2,1.564957,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,1.187487,24.67068,4.376415,0,0,0,13.85021,3.74853,0.190016,2.9,0,108.9596,8.44432,0,0.3477341,0,0,3.718425,30542.69,15042.95,0,979.3041,728,449.982894897461,6418,592.9127,227.9829,318,0.4093428,0,0.1,0.451108,0,0,0
1975.917,1975,12,eco999,SALO,5,0.999999999948981,2,1.564957,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.190016,2.9,0,108.9596,42.91182,0,0.2206066,0,0,1.716813,31215.12,15374.57,0,253.0696,728,449.982894897461,7024.28592681885,606.2859,227.9829,287,0.4093428,0,0.1,0.75,0,0,0
1976,1976,1,eco999,SALO,5,0.999999999948981,2,1.564957,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.190016,2.9,0,108.9596,73.05282,0,0.2058431,0,0,1.200355,31215.12,15374.57,0,251.8692,739,222,6513,606.2859,227.9829,350,0.4093428,0,0.1,0.75,0,0,0
1976.083,1976,2,eco999,SALO,5,0.999999999948981,2,1.564957,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.190016,2.9,0,108.9596,95.04232,0,0.2462872,0,0,1.432859,31215.12,15374.57,0,250.4364,739,222,6513,606.2859,227.9829,520,0.4093428,0,0.1,0.75,0,0,0
1976.167,1976,3,eco999,SALO,5,0.999999999948981,2,1.564957,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,13.59438,0,0,0,0,0,0,2.392987,0.1979585,2.39,0,116.902,111.5409,0,0.3765831,0,0,3.197123,31215.12,15374.57,0,247.2392,739,222,6513,606.2859,227.9829,685,0.4093428,0,0.1,0.75,0,0,0
1976.25,1976,4,eco999,SALO,5,0.999999999948981,2,1.564957,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,112.447,49.63456,49.63457,39.51847,0,0,0,7.555,0.2255287,1.3,0,144.4723,0,0,0.6480249,0,0,8.288666,31215.12,15374.57,0,238.9506,739,222,6513,606.2859,227.9829,889,0.4093428,0,0.1,0.24,0,0,0
1976.333,1976,5,eco999,SALO,5,0.999999999948981,2,1.56051,996,4.91,12.56,16.385,20.21,110.41,375,0,0,35.91414,81.21306,81.21305,35.79277,53.9774,53.9774,0,11.041,0.1992134,2.32,0,118.157,0,5.006225,0.9965439,232.8312,203.6321,15.76944,31067.24,15301.74,231.1024,322.265,739,222,6513,603.3708,227.4241,68.67757,0.4093428,0,0.1,0.1070474,0,0,2.229033
1976.417,1976,6,eco999,SALO,5,0.999999999948981,2,1.56051,968,10.6,17.96,21.64,25.32,129.3,375,0,0,2.689746,114.0726,7.256861,7.256861,76.1307,76.1307,50.94526,7.835475,0.1836553,3.39,0,102.5988,0,5.006225,1.308112,250.7725,209.9045,26.2363,31067.24,15301.74,231.1024,505.9332,739,222,6513,603.3708,227.4241,66.74688,0.4093428,0,0.1,0.1070474,0,0,2.229033
1976.5,1976,7,eco999,SALO,5,0.999999999948981,2,1.56051,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0,133.4698,8.503277,8.503276,83.19185,83.19185,37.83292,5.822708,0.1443645,10.41,0,63.30808,0,5.006225,1.468441,244.0685,195.4564,31.77859,31067.24,15301.74,231.1024,669.611,739,222,6513,603.3708,227.4241,62.60967,0.4093428,0,0.1,0.1070474,0,0,2.229033
1976.583,1976,8,eco999,SALO,5,0.999999999948981,2,1.56051,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.6486,7.304187,7.304188,67.49808,67.49808,44.18173,6.799828,0.1307608,16.5,0,49.70433,0,5.006225,1.319802,220.3627,175.332,27.43456,31067.24,15301.74,231.1024,817.5085,739,222,6513,603.3708,227.4241,56.26596,0.4093428,0,0.1,0.1070474,0,0,2.229033
1976.667,1976,9,eco999,SALO,5,0.999999999948981,2,1.56051,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.58539,4.815498,4.815498,39.45716,39.45716,36.56079,5.626921,0.1371305,13.22,0,56.07406,0,5.006225,0.9959317,170.7819,138.4886,17.3343,31067.24,15301.74,231.1024,938.6628,739,222,6513,603.3708,227.4241,47.71574,0.4093428,0,0.1,0.1070474,0,0,2.229033
1976.75,1976,10,eco999,SALO,5,0.999999999948981,2,1.56051,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,0,49.6535,3.163393,3.163393,11.71005,11.71005,23.54416,3.623584,0.1548693,7.5,0,73.81291,0,3.186194,0.6941499,73.91944,58.31141,9.744676,31067.24,15301.74,149.0998,987.2295,739,304.002590179443,6513,603.3708,229.4848,101.0589,0.4093428,0,0.1,0.1070474,0,0,2.3
1976.833,1976,11,eco999,SALO,5,0.999999999948981,2,1.56051,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,0.5792722,24.57916,4.26095,0,0,0,14.00678,3.732873,0.187886,3.05,0,106.8295,8.44432,0,0.3477341,0,0,3.774551,31067.24,15301.74,0,983.4551,739,453.102432250977,6513,603.3708,231.1024,318,0.4093428,0,0.1,0.4511079,0,0,0
1976.917,1976,12,eco999,SALO,5,0.999999999948981,2,1.56051,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.187886,3.05,0,106.8295,42.91182,0,0.2206066,0,0,1.744204,31733.45,15630.29,0,256.5324,739,453.102432250977,7129.70708465576,616.7071,231.1024,287,0.4093428,0,0.1,0.7499999,0,0,0
1977,1977,1,eco999,SALO,5,0.999999999948981,2,1.56051,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.187886,3.05,0,106.8295,73.05282,0,0.2058431,0,0,1.219182,31733.45,15630.29,0,255.3132,750,222,6610,616.7071,231.1024,350,0.4093428,0,0.1,0.7499999,0,0,0
1977.083,1977,2,eco999,SALO,5,0.999999999948981,2,1.56051,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.187886,3.05,0,106.8295,95.04232,0,0.2462872,0,0,1.455329,31733.45,15630.29,0,253.8578,750,222,6610,616.7071,231.1024,520,0.4093428,0,0.1,0.7499999,0,0,0
1977.167,1977,3,eco999,SALO,5,0.999999999948981,2,1.56051,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,12.13273,0,0,0,0,0,0,2.392987,0.19729,2.43,0,116.2336,111.5409,0,0.3765831,0,0,3.241705,31733.45,15630.29,0,250.6162,750,222,6610,616.7071,231.1024,685,0.4093428,0,0.1,0.7499999,0,0,0
1977.25,1977,4,eco999,SALO,5,0.999999999948981,2,1.56051,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,111.4251,49.46593,49.46592,39.98084,0,0,0,7.555,0.2254199,1.31,0,144.3634,0,0,0.6480249,0,0,8.405334,31733.45,15630.29,0,242.2108,750,222,6610,616.7071,231.1024,889,0.4093428,0,0.1,0.24,0,0,0
1977.333,1977,5,eco999,SALO,5,0.999999999948981,2,1.556346,996,4.91,12.56,16.385,20.21,110.41,375,0,0,32.82552,81.02396,81.02394,35.19459,54.15797,54.15797,0,11.041,0.2026108,2.15,0,121.5544,0,5.098816,0.9965439,233.6202,204.1044,16.00351,31593.34,15561.28,233.8188,324.5778,750,222,6610,613.944,230.58,64.88409,0.4093428,0,0.1,0.1078897,0,0,2.228333
1977.417,1977,6,eco999,SALO,5,0.999999999948981,2,1.556346,968,10.6,17.96,21.64,25.32,129.3,375,0,0,6.541856,114.0196,6.894087,6.894087,76.55055,76.55055,51.6659,7.76341,0.1824951,3.49,0,101.4387,0,5.098816,1.308112,252.1158,210.8043,26.65127,31593.34,15561.28,233.8188,508.7307,750,222,6610,613.944,230.58,63.06004,0.4093428,0,0.1,0.1078897,0,0,2.228333
1977.5,1977,7,eco999,SALO,5,0.999999999948981,2,1.556346,908,13.16,20.38,23.99,27.6,96.06,375,0,0,1.088667,133.6777,8.093675,8.093674,83.81992,83.81992,38.36957,5.769043,0.1414142,11.46,0,60.35777,0,5.098816,1.468441,245.8721,196.7325,32.3112,31593.34,15561.28,233.8188,673.152,750,222,6610,613.944,230.58,59.15136,0.4093428,0,0.1,0.1078897,0,0,2.228333
1977.583,1977,8,eco999,SALO,5,0.999999999948981,2,1.556346,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,6.962114,6.962113,68.09574,68.09574,44.80844,6.737157,0.1269908,18.91,0,45.93433,0,5.098816,1.319802,222.2787,176.7594,27.9102,31593.34,15561.28,233.8188,822.0011,750,222,6610,613.944,230.58,53.15805,0.4093428,0,0.1,0.1078897,0,0,2.228333
1977.667,1977,9,eco999,SALO,5,0.999999999948981,2,1.556346,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.86906,4.593581,4.593581,39.82992,39.82992,37.0794,5.57506,0.1327427,15.39,0,51.68625,0,5.098816,0.9959317,172.3682,139.7245,17.6399,31593.34,15561.28,233.8188,944.0858,750,222,6610,613.944,230.58,45.08011,0.4093428,0,0.1,0.1078897,0,0,2.228333
1977.75,1977,10,eco999,SALO,5,0.999999999948981,2,1.556346,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,0,49.86156,3.018927,3.018927,11.77028,11.77028,23.87813,3.590187,0.1502651,8.64,0,69.20864,0,3.223056,0.6941499,74.29969,58.59396,9.917143,31593.34,15561.28,150.0331,992.7627,750,305.785739898682,6610,613.944,232.4164,98.61339,0.4093428,0,0.1,0.1078897,0,0,2.3
1977.833,1977,11,eco999,SALO,5,0.999999999948981,2,1.556346,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,0,24.67068,4.19098,0,0,0,14.14412,3.719138,0.1837374,3.39,0,102.6809,8.44432,0,0.3477341,0,0,3.839421,31593.34,15561.28,0,988.9233,750,455.818851470947,6610,613.944,233.8188,318,0.4093428,0,0.1,0.451108,0,0,0
1977.917,1977,12,eco999,SALO,5,0.999999999948981,2,1.556346,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.1837374,3.39,0,102.6809,42.91182,0,0.2206066,0,0,1.772634,32256.69,15887.61,0,259.5477,750,455.818851470947,7237.15890884399,627.1589,233.8188,287,0.4093428,0,0.1,0.75,0,0,0
1978,1978,1,eco999,SALO,5,0.999999999948981,2,1.556346,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.1837374,3.39,0,102.6809,73.05282,0,0.2058431,0,0,1.238179,32256.69,15887.61,0,258.3095,760,222,6710,627.1589,233.8188,350,0.4093428,0,0.1,0.75,0,0,0
1978.083,1978,2,eco999,SALO,5,0.999999999948981,2,1.556346,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.1837374,3.39,0,102.6809,95.04232,0,0.2462872,0,0,1.478002,32256.69,15887.61,0,256.8315,760,222,6710,627.1589,233.8188,520,0.4093428,0,0.1,0.75,0,0,0
1978.167,1978,3,eco999,SALO,5,0.999999999948981,2,1.556346,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,9.28604,0,0,0,0,0,0,2.392987,0.1959882,2.51,0,114.9318,111.5409,0,0.3765831,0,0,3.292242,32256.69,15887.61,0,253.5393,760,222,6710,627.1589,233.8188,685,0.4093428,0,0.1,0.75,0,0,0
1978.25,1978,4,eco999,SALO,5,0.999999999948981,2,1.556346,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,109.1063,49.46593,49.46592,38.84223,0,0,0,7.555,0.2275754,1.25,0,146.519,0,0,0.6480249,0,0,8.536442,32256.69,15887.61,0,245.0029,760,222,6710,627.1589,233.8188,889,0.4093428,0,0.1,0.24,0,0,0
1978.333,1978,5,eco999,SALO,5,0.999999999948981,2,1.552387,996,4.91,12.56,16.385,20.21,110.41,375,0,0,33.49454,81.02396,81.02394,35.49734,54.41157,54.41157,0,11.041,0.203541,2.1,0,122.4845,0,5.180773,0.9965439,234.7156,204.9298,16.25696,32121.73,15821.13,236.1474,326.9218,760,222,6710,624.4967,233.3236,61.68772,0.4093428,0,0.1,0.1086985,0,0,2.227705
1978.417,1978,6,eco999,SALO,5,0.999999999948981,2,1.552387,968,10.6,17.96,21.64,25.32,129.3,375,0,0,7.717537,114.0196,6.59091,6.590909,76.92711,76.92711,52.29811,7.700189,0.181607,3.57,0,100.5506,0,5.180773,1.308112,253.3201,211.6305,27.07349,32121.73,15821.13,236.1474,511.4788,760,222,6710,624.4967,233.3236,59.95353,0.4093428,0,0.1,0.1086985,0,0,2.227705
1978.5,1978,7,eco999,SALO,5,0.999999999948981,2,1.552387,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0.2318889,133.6777,7.736943,7.736944,84.23308,84.23308,38.84045,5.721955,0.1409027,11.65,0,59.84623,0,5.180773,1.468441,247.0488,197.4595,32.8232,32121.73,15821.13,236.1474,676.115,760,222,6710,624.4967,233.3236,56.23739,0.4093428,0,0.1,0.1086985,0,0,2.227705
1978.583,1978,8,eco999,SALO,5,0.999999999948981,2,1.552387,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,6.655256,6.655257,68.4257,68.4257,45.35833,6.682167,0.1259612,19.64,0,44.90478,0,5.180773,1.319802,223.3239,177.388,28.35258,32121.73,15821.13,236.1474,825.1505,760,222,6710,624.4967,233.3236,50.53933,0.4093428,0,0.1,0.1086985,0,0,2.227705
1978.667,1978,9,eco999,SALO,5,0.999999999948981,2,1.552387,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,0,75.86906,4.391117,4.391117,40.01672,40.01672,37.53445,5.529556,0.1313194,16.18,0,50.26292,0,5.180773,0.9959317,173.152,140.2097,17.91951,32121.73,15821.13,236.1474,947.4407,760,222,6710,624.4967,233.3236,42.85934,0.4093428,0,0.1,0.1086985,0,0,2.227705
