Year,CalendarYear,EcoregionName,TAP,MAT,BeginGrow,EndGrow,
62, -1, eco999, 778.34, 13.22, 77, 325, 
63, -1, eco999, 778.34, 13.22, 77, 325, 
64, -1, eco999, 778.34, 13.22, 77, 325, 
65, -1, eco999, 778.34, 13.22, 77, 325, 
66, -1, eco999, 778.34, 13.22, 77, 325, 
67, -1, eco999, 778.34, 13.22, 77, 325, 
68, -1, eco999, 778.34, 13.22, 77, 325, 
69, -1, eco999, 778.34, 13.22, 77, 325, 
70, -1, eco999, 778.34, 13.22, 77, 325, 
71, -1, eco999, 778.34, 13.22, 77, 325, 
72, -1, eco999, 778.34, 13.22, 77, 325, 
73, -1, eco999, 778.34, 13.22, 77, 325, 
74, -1, eco999, 778.34, 13.22, 77, 325, 
75, -1, eco999, 778.34, 13.22, 77, 325, 
76, -1, eco999, 778.34, 13.22, 77, 325, 
77, -1, eco999, 778.34, 13.22, 77, 325, 
78, -1, eco999, 778.34, 13.22, 77, 325, 
79, -1, eco999, 778.34, 13.22, 77, 325, 
80, -1, eco999, 778.34, 13.22, 77, 325, 
81, -1, eco999, 778.34, 13.22, 77, 325, 
82, -1, eco999, 778.34, 13.22, 77, 325, 
83, -1, eco999, 778.34, 13.22, 77, 325, 
84, -1, eco999, 778.34, 13.22, 77, 325, 
85, -1, eco999, 778.34, 13.22, 77, 325, 
86, -1, eco999, 778.34, 13.22, 77, 325, 
87, -1, eco999, 778.34, 13.22, 77, 325, 
88, -1, eco999, 778.34, 13.22, 77, 325, 
89, -1, eco999, 778.34, 13.22, 77, 325, 
90, -1, eco999, 778.34, 13.22, 77, 325, 
91, -1, eco999, 778.34, 13.22, 77, 325, 
92, -1, eco999, 778.34, 13.22, 77, 325, 
93, -1, eco999, 778.34, 13.22, 77, 325, 
94, -1, eco999, 778.34, 13.22, 77, 325, 
95, -1, eco999, 778.34, 13.22, 77, 325, 
96, -1, eco999, 778.34, 13.22, 77, 325, 
97, -1, eco999, 778.34, 13.22, 77, 325, 
98, -1, eco999, 778.34, 13.22, 77, 325, 
99, -1, eco999, 778.34, 13.22, 77, 325, 
100, -1, eco999, 778.34, 13.22, 77, 325, 
101, -1, eco999, 778.34, 13.22, 77, 325, 
102, -1, eco999, 778.34, 13.22, 77, 325, 
103, -1, eco999, 778.34, 13.22, 77, 325, 
104, -1, eco999, 778.34, 13.22, 77, 325, 
105, -1, eco999, 778.34, 13.22, 77, 325, 
106, -1, eco999, 778.34, 13.22, 77, 325, 
107, -1, eco999, 778.34, 13.22, 77, 325, 
108, -1, eco999, 778.34, 13.22, 77, 325, 
109, -1, eco999, 778.34, 13.22, 77, 325, 
110, -1, eco999, 778.34, 13.22, 77, 325, 
111, -1, eco999, 778.34, 13.22, 77, 325, 
112, -1, eco999, 778.34, 13.22, 77, 325, 
113, -1, eco999, 778.34, 13.22, 77, 325, 
114, -1, eco999, 778.34, 13.22, 77, 325, 
115, -1, eco999, 778.34, 13.22, 77, 325, 
116, -1, eco999, 778.34, 13.22, 77, 325, 
117, -1, eco999, 778.34, 13.22, 77, 325, 
118, -1, eco999, 778.34, 13.22, 77, 325, 
119, -1, eco999, 778.34, 13.22, 77, 325, 
120, -1, eco999, 778.34, 13.22, 77, 325, 
121, -1, eco999, 778.34, 13.22, 77, 325, 
122, -1, eco999, 778.34, 13.22, 77, 325, 
123, -1, eco999, 778.34, 13.22, 77, 325, 
124, -1, eco999, 778.34, 13.22, 77, 325, 
125, -1, eco999, 778.34, 13.22, 77, 325, 
126, -1, eco999, 778.34, 13.22, 77, 325, 
127, -1, eco999, 778.34, 13.22, 77, 325, 
128, -1, eco999, 778.34, 13.22, 77, 325, 
129, -1, eco999, 778.34, 13.22, 77, 325, 
130, -1, eco999, 778.34, 13.22, 77, 325, 
131, -1, eco999, 778.34, 13.22, 77, 325, 
132, -1, eco999, 778.34, 13.22, 77, 325, 
133, -1, eco999, 778.34, 13.22, 77, 325, 
134, -1, eco999, 778.34, 13.22, 77, 325, 
135, -1, eco999, 778.34, 13.22, 77, 325, 
136, -1, eco999, 778.34, 13.22, 77, 325, 
137, -1, eco999, 778.34, 13.22, 77, 325, 
138, -1, eco999, 778.34, 13.22, 77, 325, 
139, -1, eco999, 778.34, 13.22, 77, 325, 
140, -1, eco999, 778.34, 13.22, 77, 325, 
141, -1, eco999, 778.34, 13.22, 77, 325, 
142, -1, eco999, 778.34, 13.22, 77, 325, 
143, -1, eco999, 778.34, 13.22, 77, 325, 
144, -1, eco999, 778.34, 13.22, 77, 325, 
145, -1, eco999, 778.34, 13.22, 77, 325, 
146, -1, eco999, 778.34, 13.22, 77, 325, 
147, -1, eco999, 778.34, 13.22, 77, 325, 
148, -1, eco999, 778.34, 13.22, 77, 325, 
149, -1, eco999, 778.34, 13.22, 77, 325, 
150, -1, eco999, 778.34, 13.22, 77, 325, 
151, -1, eco999, 778.34, 13.22, 77, 325, 
152, -1, eco999, 778.34, 13.22, 77, 325, 
153, -1, eco999, 778.34, 13.22, 77, 325, 
154, -1, eco999, 778.34, 13.22, 77, 325, 
155, -1, eco999, 778.34, 13.22, 77, 325, 
156, -1, eco999, 778.34, 13.22, 77, 325, 
157, -1, eco999, 778.34, 13.22, 77, 325, 
158, -1, eco999, 778.34, 13.22, 77, 325, 
159, -1, eco999, 778.34, 13.22, 77, 325, 
160, -1, eco999, 778.34, 13.22, 77, 325, 
161, -1, eco999, 778.34, 13.22, 77, 325, 
162, -1, eco999, 778.34, 13.22, 77, 325, 
163, -1, eco999, 778.34, 13.22, 77, 325, 
164, -1, eco999, 778.34, 13.22, 77, 325, 
165, -1, eco999, 778.34, 13.22, 77, 325, 
166, -1, eco999, 778.34, 13.22, 77, 325, 
167, -1, eco999, 778.34, 13.22, 77, 325, 
168, -1, eco999, 778.34, 13.22, 77, 325, 
169, -1, eco999, 778.34, 13.22, 77, 325, 
170, -1, eco999, 778.34, 13.22, 77, 325, 
171, -1, eco999, 778.34, 13.22, 77, 325, 
172, -1, eco999, 778.34, 13.22, 77, 325, 
173, -1, eco999, 778.34, 13.22, 77, 325, 
174, -1, eco999, 778.34, 13.22, 77, 325, 
175, -1, eco999, 778.34, 13.22, 77, 325, 
176, -1, eco999, 778.34, 13.22, 77, 325, 
177, -1, eco999, 778.34, 13.22, 77, 325, 
178, -1, eco999, 778.34, 13.22, 77, 325, 
179, -1, eco999, 778.34, 13.22, 77, 325, 
180, -1, eco999, 778.34, 13.22, 77, 325, 
181, -1, eco999, 778.34, 13.22, 77, 325, 
182, -1, eco999, 778.34, 13.22, 77, 325, 
183, -1, eco999, 778.34, 13.22, 77, 325, 
184, -1, eco999, 778.34, 13.22, 77, 325, 
185, -1, eco999, 778.34, 13.22, 77, 325, 
186, -1, eco999, 778.34, 13.22, 77, 325, 
187, -1, eco999, 778.34, 13.22, 77, 325, 
188, -1, eco999, 778.34, 13.22, 77, 325, 
189, -1, eco999, 778.34, 13.22, 77, 325, 
190, -1, eco999, 778.34, 13.22, 77, 325, 
191, -1, eco999, 778.34, 13.22, 77, 325, 
192, -1, eco999, 778.34, 13.22, 77, 325, 
193, -1, eco999, 778.34, 13.22, 77, 325, 
194, -1, eco999, 778.34, 13.22, 77, 325, 
195, -1, eco999, 778.34, 13.22, 77, 325, 
196, -1, eco999, 778.34, 13.22, 77, 325, 
197, -1, eco999, 778.34, 13.22, 77, 325, 
198, -1, eco999, 778.34, 13.22, 77, 325, 
199, -1, eco999, 778.34, 13.22, 77, 325, 
200, -1, eco999, 778.34, 13.22, 77, 325, 
201, -1, eco999, 778.34, 13.22, 77, 325, 
202, -1, eco999, 778.34, 13.22, 77, 325, 
203, -1, eco999, 778.34, 13.22, 77, 325, 
204, -1, eco999, 778.34, 13.22, 77, 325, 
205, -1, eco999, 778.34, 13.22, 77, 325, 
206, -1, eco999, 778.34, 13.22, 77, 325, 
207, -1, eco999, 778.34, 13.22, 77, 325, 
208, -1, eco999, 778.34, 13.22, 77, 325, 
209, -1, eco999, 778.34, 13.22, 77, 325, 
210, -1, eco999, 778.34, 13.22, 77, 325, 
211, -1, eco999, 778.34, 13.22, 77, 325, 
212, -1, eco999, 778.34, 13.22, 77, 325, 
213, -1, eco999, 778.34, 13.22, 77, 325, 
214, -1, eco999, 778.34, 13.22, 77, 325, 
215, -1, eco999, 778.34, 13.22, 77, 325, 
216, -1, eco999, 778.34, 13.22, 77, 325, 
217, -1, eco999, 778.34, 13.22, 77, 325, 
218, -1, eco999, 778.34, 13.22, 77, 325, 
219, -1, eco999, 778.34, 13.22, 77, 325, 
220, -1, eco999, 778.34, 13.22, 77, 325, 
221, -1, eco999, 778.34, 13.22, 77, 325, 
222, -1, eco999, 778.34, 13.22, 77, 325, 
223, -1, eco999, 778.34, 13.22, 77, 325, 
224, -1, eco999, 778.34, 13.22, 77, 325, 
225, -1, eco999, 778.34, 13.22, 77, 325, 
226, -1, eco999, 778.34, 13.22, 77, 325, 
227, -1, eco999, 778.34, 13.22, 77, 325, 
228, -1, eco999, 778.34, 13.22, 77, 325, 
229, -1, eco999, 778.34, 13.22, 77, 325, 
230, -1, eco999, 778.34, 13.22, 77, 325, 
231, -1, eco999, 778.34, 13.22, 77, 325, 
232, -1, eco999, 778.34, 13.22, 77, 325, 
233, -1, eco999, 778.34, 13.22, 77, 325, 
234, -1, eco999, 778.34, 13.22, 77, 325, 
235, -1, eco999, 778.34, 13.22, 77, 325, 
236, -1, eco999, 778.34, 13.22, 77, 325, 
237, -1, eco999, 778.34, 13.22, 77, 325, 
238, -1, eco999, 778.34, 13.22, 77, 325, 
239, -1, eco999, 778.34, 13.22, 77, 325, 
240, -1, eco999, 778.34, 13.22, 77, 325, 
241, -1, eco999, 778.34, 13.22, 77, 325, 
242, -1, eco999, 778.34, 13.22, 77, 325, 
243, -1, eco999, 778.34, 13.22, 77, 325, 
244, -1, eco999, 778.34, 13.22, 77, 325, 
245, -1, eco999, 778.34, 13.22, 77, 325, 
246, -1, eco999, 778.34, 13.22, 77, 325, 
247, -1, eco999, 778.34, 13.22, 77, 325, 
248, -1, eco999, 778.34, 13.22, 77, 325, 
249, -1, eco999, 778.34, 13.22, 77, 325, 
250, -1, eco999, 778.34, 13.22, 77, 325, 
251, -1, eco999, 778.34, 13.22, 77, 325, 
252, -1, eco999, 778.34, 13.22, 77, 325, 
253, -1, eco999, 778.34, 13.22, 77, 325, 
254, -1, eco999, 778.34, 13.22, 77, 325, 
255, -1, eco999, 778.34, 13.22, 77, 325, 
256, -1, eco999, 778.34, 13.22, 77, 325, 
257, -1, eco999, 778.34, 13.22, 77, 325, 
258, -1, eco999, 778.34, 13.22, 77, 325, 
259, -1, eco999, 778.34, 13.22, 77, 325, 
260, -1, eco999, 778.34, 13.22, 77, 325, 
261, -1, eco999, 778.34, 13.22, 77, 325, 
262, -1, eco999, 778.34, 13.22, 77, 325, 
263, -1, eco999, 778.34, 13.22, 77, 325, 
264, -1, eco999, 778.34, 13.22, 77, 325, 
265, -1, eco999, 778.34, 13.22, 77, 325, 
266, -1, eco999, 778.34, 13.22, 77, 325, 
267, -1, eco999, 778.34, 13.22, 77, 325, 
268, -1, eco999, 778.34, 13.22, 77, 325, 
269, -1, eco999, 778.34, 13.22, 77, 325, 
270, -1, eco999, 778.34, 13.22, 77, 325, 
271, -1, eco999, 778.34, 13.22, 77, 325, 
272, -1, eco999, 778.34, 13.22, 77, 325, 
273, -1, eco999, 778.34, 13.22, 77, 325, 
274, -1, eco999, 778.34, 13.22, 77, 325, 
275, -1, eco999, 778.34, 13.22, 77, 325, 
276, -1, eco999, 778.34, 13.22, 77, 325, 
277, -1, eco999, 778.34, 13.22, 77, 325, 
278, -1, eco999, 778.34, 13.22, 77, 325, 
279, -1, eco999, 778.34, 13.22, 77, 325, 
280, -1, eco999, 778.34, 13.22, 77, 325, 
281, -1, eco999, 778.34, 13.22, 77, 325, 
282, -1, eco999, 778.34, 13.22, 77, 325, 
283, -1, eco999, 778.34, 13.22, 77, 325, 
284, -1, eco999, 778.34, 13.22, 77, 325, 
285, -1, eco999, 778.34, 13.22, 77, 325, 
286, -1, eco999, 778.34, 13.22, 77, 325, 
287, -1, eco999, 778.34, 13.22, 77, 325, 
288, -1, eco999, 778.34, 13.22, 77, 325, 
289, -1, eco999, 778.34, 13.22, 77, 325, 
290, -1, eco999, 778.34, 13.22, 77, 325, 
291, -1, eco999, 778.34, 13.22, 77, 325, 
292, -1, eco999, 778.34, 13.22, 77, 325, 
293, -1, eco999, 778.34, 13.22, 77, 325, 
294, -1, eco999, 778.34, 13.22, 77, 325, 
295, -1, eco999, 778.34, 13.22, 77, 325, 
296, -1, eco999, 778.34, 13.22, 77, 325, 
297, -1, eco999, 778.34, 13.22, 77, 325, 
298, -1, eco999, 778.34, 13.22, 77, 325, 
299, -1, eco999, 778.34, 13.22, 77, 325, 
300, -1, eco999, 778.34, 13.22, 77, 325, 
