Time,Year,Month,Age(yr),TopLayer(-),CanopyLayerProp,CanopyGrowingSpace,LAI(m2),Site LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),Site Fol(gDW),Site Root(gDW),Site Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),Water(m/m),PressureHead(m),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1931,1931,1,1,0,0.02402076,1,0,0,0,0,0.008198387,0,0,0,0,103,208,0,2.474138,4.996318,6.991801,0.05058465,1,0.1994464,2.31,0.7004498,1,0,0,0.02929041,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1931.08,1931,2,1,0,0.02402076,1,0,0,0,0,0.009787017,0,0,0,0,103,208,0,2.474138,4.996318,6.982014,0.05051384,1,0.1994464,2.31,0.8332049,1,0,0,0.03496612,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1931.17,1931,3,1,0,0.02402076,1,0,0,0,0,0.02179425,0,0,0,0,103,208,0,2.474138,4.996318,6.96022,0.05035617,1,0.2005303,2.25,0.9055121,1,0,0,0.07786443,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1931.25,1931,4,1,0,0.02402076,1,0,0,0,0,0.0564969,0,0,0,0,103,208,0,2.474138,4.996318,6.903722,0.04994741,1,0.2370097,1.048,0.9532014,1,0,0.606814,0.2018467,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1931.33,1931,5,1,0,0.02402076,1,0.1032341,0.002479762,2.249626,0.8465126,0.1080482,1.403114,0.01228967,0.01612235,6.143103,103,208,0.147562,2.474138,4.996318,5.434391,0.03855545,1,0.2112219,1.774,0.246519,1,0.9024332,0.8801895,0.3860244,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.42,1931,6,1,0,0.02402076,1,0.1032341,0.002479762,2.366405,1.184437,0.1799125,1.181968,0.01696944,0.0122823,6.143103,103,208,0.147562,2.474138,4.996318,6.436446,0.04566474,1,0.189713,3.026,0.2404997,1,0.9024332,0.9884925,0.6427742,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.5,1931,7,1,0,0.02402076,1,0.1032341,0.002479762,2.229923,1.408746,0.218101,0.8211766,0.01795064,0.01094128,6.143103,103,208,0.147562,2.474138,4.996318,7.039522,0.04994339,1,0.1574394,7.268,0.2274387,1,0.9024332,0.9999998,0.7792103,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.58,1931,8,1,0,0.02402076,1,0.1032341,0.002479762,1.932028,1.30502,0.1883747,0.6270071,0.01397834,0.01217351,6.143103,103,208,0.147562,2.474138,4.996318,7.478154,0.05305536,1,0.1525633,8.507999,0.2069741,1,0.9024332,0.9954438,0.6730069,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.67,1931,9,1,0,0.02402076,1,0.1032341,0.002479762,1.417516,0.9361039,0.119055,0.4814123,0.007739111,0.01613226,6.143103,103,208,0.147562,2.474138,4.996318,7.840513,0.05562619,1,0.1745747,4.352,0.1785307,1,0.9024332,0.9206426,0.4253482,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.75,1931,10,1,0,0.02402076,1,0.1032341,0.002479762,0.7980612,0.6430706,0.06693591,0.1549906,0.003036847,0.02314576,6.143103,103,208,0.147562,2.474138,4.996318,7.928567,0.05625091,1,0.1838074,3.434,0.1349248,1,0.9024332,0.7175319,0.2391422,1,True,0.987637,2.3,0.02,1,201.25,fRad,
1931.83,1931,11,1,0,0.02402076,1,0,0,0,0,0.0259203,0,0,0,0,103,208,0,2.474138,4.996318,7.902646,0.05717449,1,0.2031161,2.12,0.6655469,1,0,0.1217329,0.09260555,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1931.92,1931,12,2,0,0.02402076,1,0,0,0,0,0.01197101,0,0,0,0,102,207,0,2.450118,4.972298,6.818991,0.04961494,1,0.2037919,2.09,0.6278611,1,0,0,0.04276886,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1932,1932,1,2,0,0.02402076,1,0,0,0,0,0.00815203,0,0,0,0,102,207,0,2.450118,4.972298,6.81084,0.04955563,1,0.2037919,2.09,0.7004498,1,0,0,0.02929041,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1932.08,1932,2,2,0,0.02402076,1,0,0,0,0,0.009731679,0,0,0,0,102,207,0,2.450118,4.972298,6.801107,0.04948482,1,0.2037919,2.09,0.8332049,1,0,0,0.03496612,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1932.17,1932,3,2,0,0.02402076,1,0,0,0,0,0.02170848,0,0,0,0,102,207,0,2.450118,4.972298,6.779399,0.04932687,1,0.2023842,2.156,0.9055121,1,0,0,0.07799899,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
