Time,Year,Month,Age(yr),TopLayer(-),CanopyLayerProp,CanopyGrowingSpace,LAI(m2),Site LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),Site Fol(gDW),Site Root(gDW),Site Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),Water(m/m),PressureHead(m),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1931,1931,1,1,0,0.02402076,1,0,0,0,0,0.007031588,0,0,0,0,103,208,0,2.474138,4.996318,6.992969,0.0505931,1,0.1994464,2.31,0.7983719,1,0,0,0.02512179,1,False,0.987637,2.1,0.02,1,151.5,fTemp,
1931.08,1931,2,1,0,0.02402076,1,0,0,0,0,0.00839022,0,0,0,0,103,208,0,2.474138,4.996318,6.984579,0.0505324,1,0.1994464,2.31,0.9073678,1,0,0,0.02997578,1,False,0.987637,2.1,0.02,1,151.5,fTemp,
1931.17,1931,3,1,0,0.02402076,1,0,0,0,0,0.01871953,0,0,0,0,103,208,0,2.474138,4.996318,6.965858,0.05039696,1,0.2005256,2.254,0.9564581,1,0,0,0.06687933,1,False,0.987637,2.1,0.02,1,151.5,fTemp,
1931.25,1931,4,1,0,0.02402076,1,0,0,0,0,0.04860231,0,0,0,0,103,208,0,2.474138,4.996318,6.917257,0.05004534,1,0.2384153,1.012,0.9828778,1,0,0.5283893,0.1736417,1,False,0.987637,2.1,0.02,1,151.5,fTemp,
1931.33,1931,5,1,0,0.02402076,1,0.1032341,0.002479762,2.378761,0.6482485,0.09299084,1.730512,0.01368514,0.01530946,6.143103,103,208,0.147562,2.474138,4.996318,5.790382,0.0410811,1,0.21695,1.572,0.3133948,1,0.9102435,0.8252396,0.3322288,1,True,0.987637,2.1,0.02,1,151.5,fRad,
1931.42,1931,6,1,0,0.02402076,1,0.1032341,0.002479762,2.605943,0.9079829,0.1549839,1.69796,0.0196794,0.01166303,6.143103,103,208,0.147562,2.474138,4.996318,7.333358,0.05202808,1,0.1947471,2.664,0.3060991,1,0.9102435,0.964065,0.5537117,1,True,0.987637,2.1,0.02,1,151.5,fRad,
1931.5,1931,7,1,0,0.02402076,1,0.1032341,0.002479762,2.50492,1.080269,0.1879961,1.424651,0.02123501,0.01038962,6.143103,103,208,0.147562,2.474138,4.996318,8.570012,0.06080178,1,0.1614289,6.376,0.2902035,1,0.9102435,0.9923627,0.6716545,1,True,0.987637,2.1,0.02,1,151.5,fRad,
1931.58,1931,8,1,0,0.02402076,1,0.1032341,0.002479762,2.154919,1.000571,0.162488,1.154347,0.01641881,0.01155972,6.143103,103,208,0.147562,2.474138,4.996318,9.561872,0.06783875,1,0.150172,9.440001,0.2651198,1,0.9102435,0.9770412,0.5805217,1,True,0.987637,2.1,0.02,1,151.5,fRad,
1931.67,1931,9,1,0,0.02402076,1,0.1032341,0.002479762,1.535545,0.7171506,0.1027074,0.8183939,0.008828642,0.01531887,6.143103,103,208,0.147562,2.474138,4.996318,10.27756,0.07291635,1,0.1758245,4.184,0.2299027,1,0.9102435,0.8729697,0.3669433,1,True,0.987637,2.1,0.02,1,151.5,fRad,
1931.75,1931,10,1,0,0.02402076,1,0,0,0,0,0.0577256,0,0,0,0,103,208,0,2.474138,4.996318,10.21983,0.073939,1,0.1858896,3.25,0.1789388,1,0,0.6455868,0.2062365,1,False,0.987637,2.1,0.02,1,151.5,fRad,
1931.83,1931,11,1,0,0.02402076,1,0,0,0,0,0.02231802,0,0,0,0,103,208,0,2.474138,4.996318,10.19752,0.07377755,1,0.203103,2.124,0.7665816,1,0,0.03298431,0.07973567,1,False,0.987637,2.1,0.02,1,151.5,fTemp,
1931.92,1931,12,2,0,0.02402076,1,0,0,0,0,0.01028507,0,0,0,0,104,211,0,2.498159,5.068381,6.818991,0.04881596,1,0.2037919,2.09,0.7310126,1,0,0,0.03674553,1,False,0.9875049,2.1,0.02,1,151.5,fTemp,
1932,1932,1,2,0,0.02402076,1,0,0,0,0,0.007107216,0,0,0,0,104,211,0,2.498159,5.068381,6.811884,0.04876508,1,0.2037919,2.09,0.7983719,1,0,0,0.02512179,1,False,0.9875049,2.1,0.02,1,151.5,fTemp,
1932.08,1932,2,2,0,0.02402076,1,0,0,0,0,0.008480461,0,0,0,0,104,211,0,2.498159,5.068381,6.803403,0.04870437,1,0.2037919,2.09,0.9073678,1,0,0,0.02997578,1,False,0.9875049,2.1,0.02,1,151.5,fTemp,
1932.17,1932,3,2,0,0.02402076,1,0,0,0,0,0.01895306,0,0,0,0,104,211,0,2.498159,5.068381,6.784451,0.0485687,1,0.2024033,2.154,0.9564581,1,0,0,0.06699312,1,False,0.9875049,2.1,0.02,1,151.5,fTemp,
1932.25,1932,4,2,0,0.02402076,1,0,0,0,0,0.04920271,0,0,0,0,104,211,0,2.498159,5.068381,6.735249,0.04821646,1,0.239953,0.976,0.9828778,1,0,0.5283893,0.1739162,1,False,0.9875049,2.1,0.02,1,151.5,fTemp,
1932.33,1932,5,2,0,0.02427802,1,0.1043397,0.002533161,2.539216,0.6551331,0.09409978,1.884083,0.01460825,0.01547342,6.208344,104,211,0.1507263,2.524914,5.122662,5.731479,0.04023599,1,0.2147869,1.644,0.3302481,1,0.9102435,0.8252396,0.3326133,1,True,0.9875049,2.1,0.02,1,151.5,fRad,
1932.42,1932,6,2,0,0.02427802,1,0.1043397,0.002533161,2.777381,0.917626,0.1566848,1.859755,0.02119868,0.01166303,6.208344,104,211,0.1507263,2.524914,5.122662,7.43455,0.05219185,1,0.1964378,2.578,0.3226585,1,0.9102435,0.964065,0.5538318,1,True,0.9875049,2.1,0.02,1,151.5,fRad,
