Time,Year,Month,Age(yr),TopLayer(-),CanopyLayerProp,CanopyGrowingSpace,LAI(m2),Site LAI(m2),GrossPsn(gC_m2_mo),FolResp(gC_m2_mo),MaintenanceRespiration(gC_mo),NetPsn(gC_m2_mo),Transpiration(mm),WUE(g_mm),Fol(gDW),Root(gDW),Wood(gDW),Site Fol(gDW),Site Root(gDW),Site Wood(gDW),NSC(gC),NSCfrac(-),fWater(-),Water(m/m),PressureHead(m),fRad(-),fOzone(-),DelAMax(-),fTemp_psn(-),fTemp_resp(-),fage(-),LeafOn(-),FActiveBiom(gDW_gDW),AdjFolN(gN_gC),AdjFracFol(-),CiModifier(-),AdjHalfSat,Limiting Factor,
1941.83,1941,11,1,0,0.02402076,1,0,0,0,0,0.0259203,0,0,0,0,103,208,0,2.474138,4.996318,21.1667,0.153138,1,0.2074271,1.924,0.6655469,1,0,0.1217329,0.09260555,1,False,0.987637,2.3,0.02,1,201.25,fTemp,
1941.92,1941,12,2,0,0.02402076,1,0,0,0,0,0.01197101,0,0,0,0,112,227,0,2.690325,5.452713,6.818991,0.04534762,1,0.2082059,1.89,0.6278611,1,0,0,0.04276886,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942,1942,1,2,0,0.02402076,1,0,0,0,0,0.00892905,0,0,0,0,112,227,0,2.690325,5.452713,6.810062,0.04528824,1,0.2082059,1.89,0.7004498,1,0,0,0.02929041,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942.08,1942,2,2,0,0.02402076,1,0,0,0,0,0.01065927,0,0,0,0,112,227,0,2.690325,5.452713,6.799402,0.04521735,1,0.2082059,1.89,0.8332049,1,0,0,0.03496612,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942.17,1942,3,2,0,0.02402076,1,0,0,0,0,0.02373662,0,0,0,0,112,227,0,2.690325,5.452713,6.775665,0.04505949,1,0.2041593,2.072,0.9055121,1,0,0,0.07786443,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942.25,1942,4,2,0,0.02402076,1,0,0,0,0,0.06153206,0,0,0,0,112,227,0,2.690325,5.452713,6.714134,0.0446503,1,0.2278448,1.248,0.9532014,1,0,0.606814,0.2018467,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942.33,1942,5,2,0,0.02615172,1,0.1123923,0.002939253,5.523031,0.9209346,0.1176778,4.602096,0.03017223,0.01755261,6.683178,112,227,0.1747766,2.928993,5.93644,8.191121,0.05341856,1,0.2157232,1.614,0.5563169,1,0.9024332,0.8801895,0.3860244,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.42,1942,6,2,0,0.02615172,1,0.1123923,0.002939253,5.845405,1.288568,0.1959468,4.556837,0.04563589,0.0122823,6.683178,112,227,0.1747766,2.928993,5.93644,12.55201,0.08185819,1,0.2043225,2.102,0.5460655,1,0.9024332,0.9884925,0.6427742,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.5,1942,7,2,0,0.02615172,1,0.1123923,0.002939253,5.581694,1.532598,0.2375387,4.049097,0.0489181,0.01094128,6.683178,112,227,0.1747766,2.928993,5.93644,16.36357,0.1067154,1,0.1839334,3.39,0.5232933,1,0.9024332,0.9999998,0.7792103,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.58,1942,8,2,0,0.02615172,1,0.1123923,0.002939253,4.936862,1.419752,0.2051631,3.51711,0.03888722,0.01217351,6.683178,112,227,0.1747766,2.928993,5.93644,19.67552,0.1283143,1,0.1851353,3.308,0.4861366,1,0.9024332,0.9954438,0.6730069,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.67,1942,9,2,0,0.02615172,1,0.1123923,0.002939253,3.726676,1.018402,0.1296655,2.708273,0.02215124,0.01613226,6.683178,112,227,0.1747766,2.928993,5.93644,22.25413,0.1451308,1,0.1905417,2.89,0.4314308,1,0.9024332,0.9206426,0.4253482,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.75,1942,10,2,0,0.02615172,1,0.1123923,0.002939253,2.190511,0.6996067,0.07290142,1.490905,0.00907498,0.02314576,6.683178,112,227,0.1747766,2.928993,5.93644,23.67213,0.1543783,1,0.1986134,2.358,0.3404129,1,0.9024332,0.7175319,0.2391422,1,True,0.9865427,2.3,0.02,1,201.25,fRad,
1942.83,1942,11,2,0,0.02615172,1,0,0,0,0,0.02823038,0,0,0,0,112,227,0,2.928993,5.93644,23.64391,0.1572366,1,0.2074063,1.93,0.6655469,1,0,0.1217329,0.09260555,1,False,0.9865427,2.3,0.02,1,201.25,fTemp,
1942.92,1942,12,3,0,0.02615172,1,0,0,0,0,0.01303789,0,0,0,0,122,248,0,3.19051,6.485626,7.418467,0.04519143,1,0.2083514,1.89,0.6278611,1,0,0,0.04276886,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943,1943,1,3,0,0.02615172,1,0,0,0,0,0.009759896,0,0,0,0,122,248,0,3.19051,6.485626,7.408706,0.04513197,1,0.2083514,1.89,0.7004498,1,0,0,0.02929041,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943.08,1943,2,3,0,0.02615172,1,0,0,0,0,0.01165111,0,0,0,0,122,248,0,3.19051,6.485626,7.397054,0.045061,1,0.2083514,1.89,0.8332049,1,0,0,0.03496612,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943.17,1943,3,3,0,0.02615172,1,0,0,0,0,0.02594531,0,0,0,0,122,248,0,3.19051,6.485626,7.371109,0.04490295,1,0.2043969,2.062,0.9055121,1,0,0,0.07786443,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943.25,1943,4,3,0,0.02615172,1,0,0,0,0,0.06725761,0,0,0,0,122,248,0,3.19051,6.485626,7.303852,0.04449323,1,0.230033,1.192,0.9532014,1,0,0.606814,0.2018467,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943.33,1943,5,3,0,0.02857289,1,0.1227978,0.003508689,6.296775,1.005359,0.1286277,5.291416,0.03745084,0.01761498,7.295844,122,248,0.2084634,3.485893,7.086077,9.183512,0.05486253,1,0.211515,1.762,0.5809925,1,0.9024332,0.8801895,0.3860244,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.42,1943,6,3,0,0.02857289,1,0.1227978,0.003508689,6.668229,1.406694,0.2141796,5.261535,0.05687959,0.0122823,7.295844,122,248,0.2084634,3.485893,7.086077,14.23087,0.08501554,1,0.1951271,2.58,0.5706216,1,0.9024332,0.9884925,0.6427742,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.5,1943,7,3,0,0.02857289,1,0.1227978,0.003508689,6.375546,1.673095,0.2596417,4.702451,0.06104849,0.01094128,7.295844,122,248,0.2084634,3.485893,7.086077,18.67368,0.111557,1,0.17634,4.14,0.5475252,1,0.9024332,0.9999998,0.7792103,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.58,1943,8,3,0,0.02857289,1,0.1227978,0.003508689,5.650377,1.549905,0.2242535,4.100472,0.04862809,0.01217351,7.295844,122,248,0.2084634,3.485893,7.086077,22.54989,0.1347136,1,0.1819568,3.586,0.5096738,1,0.9024332,0.9954438,0.6730069,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.67,1943,9,3,0,0.02857289,1,0.1227978,0.003508689,4.277327,1.111762,0.1417308,3.165565,0.02777812,0.01613226,7.295844,122,248,0.2084634,3.485893,7.086077,25.57372,0.152778,1,0.1936975,2.668,0.4535964,1,0.9024332,0.9206426,0.4253482,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.75,1943,10,3,0,0.02857289,1,0.1227978,0.003508689,2.525159,0.7637416,0.07968489,1.761418,0.01142991,0.02314576,7.295844,122,248,0.2084634,3.485893,7.086077,27.25545,0.1628247,1,0.1981061,2.388,0.3594652,1,0.9024332,0.7175319,0.2391422,1,True,0.9852997,2.3,0.02,1,201.25,fRad,
1943.83,1943,11,3,0,0.02857289,1,0,0,0,0,0.03085722,0,0,0,0,122,248,0,3.485893,7.086077,27.22459,0.1658453,1,0.2074083,1.924,0.6655469,1,0,0.1217329,0.09260555,1,False,0.9852997,2.3,0.02,1,201.25,fTemp,
1943.92,1943,12,4,0,0.02857289,1,0,0,0,0,0.01425107,0,0,0,0,135,273,0,3.857341,7.8004,8.098751,0.0448599,1,0.2084742,1.88,0.6278611,1,0,0,0.04276886,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944,1944,1,4,0,0.02857289,1,0,0,0,0,0.01074977,0,0,0,0,135,273,0,3.857341,7.8004,8.088003,0.04480037,1,0.2084742,1.88,0.7004498,1,0,0,0.02929041,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944.08,1944,2,4,0,0.02857289,1,0,0,0,0,0.01283279,0,0,0,0,135,273,0,3.857341,7.8004,8.075171,0.0447293,1,0.2084742,1.88,0.8332049,1,0,0,0.03496612,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944.17,1944,3,4,0,0.02857289,1,0,0,0,0,0.02862613,0,0,0,0,135,273,0,3.857341,7.8004,8.046547,0.04457074,1,0.2042635,2.068,0.9055121,1,0,0,0.07799899,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944.25,1944,4,4,0,0.02857289,1,0,0,0,0,0.07419812,0,0,0,0,135,273,0,3.857341,7.8004,7.97235,0.04415976,1,0.2268948,1.27,0.9532014,1,0,0.606814,0.2021712,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944.33,1944,5,4,0,0.03145475,1,0.1351832,0.004252152,7.211533,1.105663,0.1418403,6.105869,0.04686244,0.01774844,8.023746,135,273,0.2523849,4.246391,8.587146,10.32569,0.05609151,1,0.2132431,1.694,0.6036231,1,0.9024332,0.8801895,0.3864791,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.42,1944,6,4,0,0.03145475,1,0.1351832,0.004252152,7.626953,1.54704,0.2359545,6.079913,0.07161912,0.0122823,8.023746,135,273,0.2523849,4.246391,8.587146,16.16965,0.08783723,1,0.2065118,1.976,0.5931784,1,0.9024332,0.9884925,0.6429166,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.5,1944,7,4,0,0.03145475,1,0.1351832,0.004252152,7.286306,1.840019,0.2857733,5.446287,0.07680631,0.01094128,8.023746,135,273,0.2523849,4.246391,8.587146,21.33016,0.1158703,1,0.1878129,3.068,0.5698603,1,0.9024332,0.9999998,0.7786603,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.58,1944,8,4,0,0.03145475,1,0.1351832,0.004252152,6.460853,1.704538,0.246684,4.756315,0.0612113,0.01217351,8.023746,135,273,0.2523849,4.246391,8.587146,25.83979,0.1403676,1,0.1849165,3.304,0.5314824,1,0.9024332,0.9954438,0.6721517,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.67,1944,9,4,0,0.03145475,1,0.1351832,0.004252152,4.900183,1.222682,0.1558624,3.677501,0.03503279,0.01613226,8.023746,135,273,0.2523849,4.246391,8.587146,29.36143,0.159498,1,0.1941213,2.628,0.4742797,1,0.9024332,0.9206426,0.4246857,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.75,1944,10,4,0,0.03145475,1,0.1351832,0.004252152,2.903702,0.8399397,0.08762394,2.063763,0.01446899,0.02314577,8.023746,135,273,0.2523849,4.246391,8.587146,31.33757,0.1702328,1,0.198498,2.364,0.3774283,1,0.9024332,0.7175319,0.2387531,1,True,0.9838209,2.3,0.02,1,201.25,fRad,
1944.83,1944,11,4,0,0.03145475,1,0,0,0,0,0.03394838,0,0,0,0,135,273,0,4.246391,8.587146,31.30362,0.1733943,1,0.2075598,1.916,0.6655469,1,0,0.1217329,0.09250078,1,False,0.9838209,2.3,0.02,1,201.25,fTemp,
1944.92,1944,12,5,0,0.03145475,1,0,0,0,0,0.0156922,0,0,0,0,149,303,0,4.686757,9.530787,8.906517,0.04457823,1,0.2083656,1.88,0.6278611,1,0,0,0.04275729,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945,1945,1,5,0,0.03145475,1,0,0,0,0,0.01191775,0,0,0,0,149,303,0,4.686757,9.530787,8.894601,0.04451859,1,0.2083656,1.88,0.7004498,1,0,0,0.02929041,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945.08,1945,2,5,0,0.03145475,1,0,0,0,0,0.0142271,0,0,0,0,149,303,0,4.686757,9.530787,8.880372,0.04444737,1,0.2083656,1.88,0.8332049,1,0,0,0.03496612,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945.17,1945,3,5,0,0.03145475,1,0,0,0,0,0.03168166,0,0,0,0,149,303,0,4.686757,9.530787,8.848691,0.0442888,1,0.2050761,2.028,0.9055121,1,0,0,0.07786443,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945.25,1945,4,5,0,0.03145475,1,0,0,0,0,0.08212785,0,0,0,0,149,303,0,4.686757,9.530787,8.766565,0.04387775,1,0.2268738,1.268,0.9532014,1,0,0.606814,0.2018467,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945.33,1945,5,5,0,0.03485128,1,0.1497804,0.005220039,8.233515,1.223625,0.1570665,7.00989,0.05889991,0.01786326,8.879787,149,303,0.3094719,5.19284,10.55994,11.62349,0.05705632,1,0.2115085,1.758,0.624181,1,0.9024332,0.8801895,0.3860244,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.42,1945,6,5,0,0.03485128,1,0.1497804,0.005220039,8.72863,1.712091,0.2615334,7.01654,0.09081477,0.0122823,8.879787,149,303,0.3094719,5.19284,10.55994,18.37849,0.09021466,1,0.1990111,2.356,0.6137009,1,0.9024332,0.9884925,0.6427742,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.5,1945,7,5,0,0.03485128,1,0.1497804,0.005220039,8.365175,2.036328,0.3170469,6.328848,0.09770056,0.01094128,8.879787,149,303,0.3094719,5.19284,10.55994,24.39029,0.1197248,1,0.179434,3.82,0.5902483,1,0.9024332,0.9999998,0.7792103,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.58,1945,8,5,0,0.03485128,1,0.1497804,0.005220039,7.441329,1.886393,0.2738346,5.554936,0.07811327,0.01217351,8.879787,149,303,0.3094719,5.19284,10.55994,29.67138,0.1456482,1,0.1846298,3.428,0.5514908,1,0.9024332,0.9954438,0.6730069,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.67,1945,9,5,0,0.03485128,1,0.1497804,0.005220039,5.662605,1.353128,0.1730666,4.309477,0.04485504,0.01613226,8.879787,149,303,0.3094719,5.19284,10.55994,33.80779,0.1659527,1,0.1954195,2.546,0.4933855,1,0.9024332,0.9206426,0.4253482,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.75,1945,10,5,0,0.03485128,1,0.1497804,0.005220039,3.370258,0.9295516,0.09730273,2.440706,0.01860723,0.02314577,8.879787,149,303,0.3094719,5.19284,10.55994,36.15121,0.1774558,1,0.2006266,2.25,0.3941886,1,0.9024332,0.7175319,0.2391422,1,True,0.9820789,2.3,0.02,1,201.25,fRad,
1945.83,1945,11,5,0,0.03485128,1,0,0,0,0,0.03767956,0,0,0,0,149,303,0,5.19284,10.55994,36.11354,0.1807528,1,0.2083467,1.884,0.6655469,1,0,0.1217329,0.09260555,1,False,0.9820789,2.3,0.02,1,201.25,fTemp,
1945.92,1945,12,6,0,0.03485128,1,0,0,0,0,0.01740189,0,0,0,0,166,338,0,5.785312,11.77973,9.85696,0.04431244,1,0.2091536,1.85,0.6278611,1,0,0,0.04276886,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946,1946,1,6,0,0.03485128,1,0,0,0,0,0.01329643,0,0,0,0,166,338,0,5.785312,11.77973,9.843666,0.04425267,1,0.2091536,1.85,0.7004498,1,0,0,0.02929041,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946.08,1946,2,6,0,0.03485128,1,0,0,0,0,0.01587293,0,0,0,0,166,338,0,5.785312,11.77973,9.827792,0.04418131,1,0.2091536,1.85,0.8332049,1,0,0,0.03496612,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946.17,1946,3,6,0,0.03485128,1,0,0,0,0,0.03534668,0,0,0,0,166,338,0,5.785312,11.77973,9.792444,0.0440224,1,0.2048745,2.038,0.9055121,1,0,0,0.07786443,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946.25,1946,4,6,0,0.03485128,1,0,0,0,0,0.09162865,0,0,0,0,166,338,0,5.785312,11.77973,9.700815,0.04361048,1,0.2241587,1.342,0.9532014,1,0,0.606814,0.2018467,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946.33,1946,5,6,0,0.03885517,1,0.166988,0.006488345,9.441011,1.362324,0.1752364,8.078688,0.0748308,0.01797456,9.886324,166,338,0.3841347,6.449957,13.13305,13.15542,0.05800391,1,0.2157757,1.604,0.6428528,1,0.9024332,0.8801895,0.3860244,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.42,1946,6,6,0,0.03885517,1,0.166988,0.006488345,10.01363,1.906159,0.2917884,8.107474,0.1161535,0.0122823,9.886324,166,338,0.3841347,6.449957,13.13305,20.97111,0.09246425,1,0.2007242,2.25,0.6323682,1,0.9024332,0.9884925,0.6427742,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.5,1946,7,6,0,0.03885517,1,0.166988,0.006488345,9.606929,2.267148,0.3537238,7.33978,0.125094,0.01094128,9.886324,166,338,0.3841347,6.449957,13.13305,27.95716,0.1232666,1,0.1896043,2.95,0.6088523,1,0.9024332,0.9999998,0.7792103,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.58,1946,8,6,0,0.03885517,1,0.166988,0.006488345,8.560429,2.100218,0.3055126,6.460211,0.1001843,0.01217351,9.886324,166,338,0.3841347,6.449957,13.13305,34.11186,0.1504035,1,0.1908169,2.852,0.5698375,1,0.9024332,0.9954438,0.6730069,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.67,1946,9,6,0,0.03885517,1,0.166988,0.006488345,6.529801,1.506507,0.1930875,5.023294,0.05766669,0.01613226,9.886324,166,338,0.3841347,6.449957,13.13305,38.94207,0.1717005,1,0.1943862,2.624,0.5110199,1,0.9024332,0.9206426,0.4253482,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.75,1946,10,6,0,0.03885517,1,0.166988,0.006488345,3.900962,1.034918,0.108559,2.866045,0.02401156,0.02314576,9.886324,166,338,0.3841347,6.449957,13.13305,41.69955,0.1838586,1,0.2013811,2.21,0.409808,1,0.9024332,0.7175319,0.2391422,1,True,0.9800265,2.3,0.02,1,201.25,fRad,
1946.83,1946,11,6,0,0.03885517,1,0,0,0,0,0.04203844,0,0,0,0,166,338,0,6.449957,13.13305,41.65751,0.1872733,1,0.2079522,1.904,0.6655469,1,0,0.1217329,0.09260555,1,False,0.9800265,2.3,0.02,1,201.25,fTemp,
1946.92,1946,12,7,0,0.03885517,1,0,0,0,0,0.01941499,0,0,0,0,187,379,0,7.265916,14.72611,10.97438,0.04408686,1,0.2093454,1.84,0.6278611,1,0,0,0.04276886,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947,1947,1,7,0,0.03885517,1,0,0,0,0,0.01491612,0,0,0,0,187,379,0,7.265916,14.72611,10.95946,0.04402694,1,0.2093454,1.84,0.7004498,1,0,0,0.02929041,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947.08,1947,2,7,0,0.03885517,1,0,0,0,0,0.01780646,0,0,0,0,187,379,0,7.265916,14.72611,10.94166,0.04395542,1,0.2093454,1.84,0.8332049,1,0,0,0.03496612,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947.17,1947,3,7,0,0.03885517,1,0,0,0,0,0.03965238,0,0,0,0,187,379,0,7.265916,14.72611,10.902,0.04379611,1,0.2045477,2.054,0.9055121,1,0,0,0.07786443,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947.25,1947,4,7,0,0.03885517,1,0,0,0,0,0.1027903,0,0,0,0,187,379,0,7.265916,14.72611,10.79921,0.04338317,1,0.229545,1.204,0.9532014,1,0,0.606814,0.2018467,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947.33,1947,5,7,0,0.04355152,1,0.1871715,0.008151602,10.84111,1.524523,0.1965825,9.31659,0.09580006,0.01807103,11.06339,187,379,0.4818273,8.144134,16.50603,14.94069,0.05886952,1,0.2168195,1.572,0.65965,1,0.9024332,0.8801895,0.3860244,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.42,1947,6,7,0,0.04355152,1,0.1871715,0.008151602,11.50386,2.133106,0.3273321,9.370752,0.1495679,0.0122823,11.06339,187,379,0.4818273,8.144134,16.50603,23.98412,0.09450253,1,0.2087716,1.87,0.6491851,1,0.9024332,0.9884925,0.6427742,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.5,1947,7,7,0,0.04355152,1,0.1871715,0.008151602,11.04756,2.537075,0.3968121,8.510488,0.1612401,0.01094128,11.06339,187,379,0.4818273,8.144134,16.50603,32.09779,0.1264721,1,0.1917361,2.784,0.625663,1,0.9024332,0.9999998,0.7792103,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.58,1947,8,7,0,0.04355152,1,0.1871715,0.008151602,9.859634,2.35027,0.3427281,7.509365,0.1293361,0.01217351,11.06339,187,379,0.4818273,8.144134,16.50603,39.26442,0.1547102,1,0.1860467,3.208,0.5864933,1,0.9024332,0.9954438,0.6730069,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.67,1947,9,7,0,0.04355152,1,0.1871715,0.008151602,7.537602,1.685871,0.2166082,5.851731,0.0746127,0.01613226,11.06339,187,379,0.4818273,8.144134,16.50603,44.89954,0.1769137,1,0.1996465,2.31,0.5271299,1,0.9024332,0.9206426,0.4253482,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.75,1947,10,7,0,0.04355152,1,0.1871715,0.008151602,4.51882,1.158135,0.121783,3.360685,0.03117657,0.02314576,11.06339,187,379,0.4818273,8.144134,16.50603,48.13843,0.1896757,1,0.2006543,2.248,0.4242095,1,0.9024332,0.7175319,0.2391422,1,True,0.9776209,2.3,0.02,1,201.25,fRad,
1947.83,1947,11,7,0,0.04355152,1,0,0,0,0,0.04715929,0,0,0,0,187,379,0,8.144134,16.50603,48.09126,0.1931948,1,0.2082486,1.89,0.6655469,1,0,0.1217329,0.09260555,1,False,0.9776209,2.3,0.02,1,201.25,fTemp,
1947.92,1947,12,8,0,0.04355152,1,0,0,0,0,0.02178,0,0,0,0,210,427,0,9.145819,18.5965,12.28068,0.04389178,1,0.2094671,1.84,0.6278611,1,0,0,0.04276886,0.9999999,False,0.9748094,2.3,0.02,1,201.25,fTemp,
1948,1948,1,8,0,0.04355152,1,0,0,0,0,0.01681415,0,0,0,0,210,427,0,9.145819,18.5965,12.26386,0.04383169,1,0.2094671,1.84,0.7004498,1,0,0,0.02929041,0.9999999,False,0.9748094,2.3,0.02,1,201.25,fTemp,
1948.08,1948,2,8,0,0.04355152,1,0,0,0,0,0.02007229,0,0,0,0,210,427,0,9.145819,18.5965,12.24379,0.04375995,1,0.2094671,1.84,0.8332049,1,0,0,0.03496612,0.9999999,False,0.9748094,2.3,0.02,1,201.25,fTemp,
1948.17,1948,3,8,0,0.04355152,1,0,0,0,0,0.04477529,0,0,0,0,210,427,0,9.145819,18.5965,12.19902,0.04359993,1,0.205685,2.002,0.9055121,1,0,0,0.07799899,0.9999999,False,0.9748094,2.3,0.02,1,201.25,fTemp,
1948.25,1948,4,8,0,0.04355152,1,0,0,0,0,0.1160563,0,0,0,0,210,427,0,9.145819,18.5965,12.08296,0.04318513,1,0.2300452,1.192,0.9532014,1,0,0.606814,0.2021712,0.9999999,False,0.9748094,2.3,0.02,1,201.25,fTemp,
